CAP,Indirizzo,Denominazione struttura,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
90012,VIA REGIONE SICILIANA; 185-187,KURHAUS SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,4938410828,kurhaus@alice.it,,91,8149985,91,8149985
90039,VIA DECANO DI VINCENTI; 91,POLIMEDICAL CENTER SNC DI COSTA DOTT.G. MARCELLO E B.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,18,3693580825,info@costapolimedical.191.it,www.costapolimedical.it,91,8352820,91,8352820
90039,VIA DECANO DI VINCENTI; 91,POLIMEDICAL CENTER SNC DI COSTA DOTT.G. MARCELLO E B.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,11,5,2,3693580825,info@costapolimedical.191.it,www.costapolimedical.it,91,8352820,91,8352820
90038,c.da Cirasella,SICANIA MEDICA SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,4920800820,giemmola@tahoo.it,,334,1299714,,
90021,VIA MAGRA SN,RIABILIA CENTRO FISIOK.DI ORLANDO SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,4795470824,RIABILIA FkT@LIBERO.IT,,91,8219421,91,8219421
90030,VIA TRAINA; 36,C. FKT ORTOKINESIS SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,4974950828,info@ortokinesis.net- pec ortokines@legmail.it,www.ortokinesis.net,91,8201084,91,8201084
90036,VIA V. GUASTELLA N°14,Centro MED. FKT BODY CLUB di Gita G. sas,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,25,4430530826,centromedicofkt@libero.it,,91,8723941,91,8723941
90129,via Gen. L.Bertett 130,FISIOMEL CENTR. FISIOK. SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,4760580821,,,91,6221688,,
90039,VIALE EUROPA; 62/A,CENTRO EUROPA SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,4647570821,centroeuropafkt@libero.it- centro_europa@pec.it,,91,6142239,91,6142239
90033,VIA A. DE GASPERI; 255,POSEIDON SOC. COOP A.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,35,2752930822,poseidon@poseidonsrl.191.it,www.hydrasport.it,91,6144056,91,6144056
90035,via della Spiga; 15,CENTRO MEDICO SOCRATES SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,4786740821,fkt.socrates@alice.it,,91,8727486,,
90046,VIA ALDO MORO; 62,STUDIO FKT BOBATH SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4891270821,bobat.monreale@pec.it,,91,6401129,,
90123,VIA MESSINA MARINE; 429/B,STUDIO CARDIOLOGICO DOTT. G. MONTAINA SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,51,5212520828,giovanni. montaina.SAS@pec.soluzioni.IT,,91,476807,91,470807
90123,VIA MESSINA MARINE; 429/B,STUDIO CARDIOLOGICO DOTT. G. MONTAINA SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,51,5212520828,giovanni. montaina.SAS@pec.soluzioni.IT,,91,476807,91,470807
90127,VIA A. GALLO N. 46,ST. CARD. DR. A. LA ROSA SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,40,5207680827,valirosa@alice.it,,91,6164846,91,6164846
90128,VIA VOLONT. ITAL. SANGUE 10,ST. CARD. DR. M. RAINERI SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5207690826,marcelloraineri@virgilio.it,www.marcelloraineri.it,91,485193,91,485193
90144,VIA LOMBARDIA 20,ST.CARD D'ANTONI DR.Alessia SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,23,5242880820,studioadantoni@libero.it,,91,6259476,91,6259476
90144,VIA LOMBARDIA 20,ST.CARD D'ANTONI DR.Alessia SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,23,5242880820,studioadantoni@libero.it,,91,6259476,91,6259476
90011,Via Sant' Angelo 7,LAC CRIVELLO D.SSA PAOLA SAS,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,32,4788020826,labpaolacrivello@pec.it,,91,903108,,
90138,C.SO FINOCCHIARO APRILE 124,C. ODONT. LA TORRE DR. S. SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,22,4767400825,salvatorelatorre@alice.it,,91,585249,,
90144,VIA VANN ANTO' N. 18,DOTT.GIUSEPPINA CAJOZZO L.A.C. SAS,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,4764560829,laboratoriocajozzo@libero.it,,91,346540,91,7732165
92010,VIA GRECALE; 22,CENTRO CLIN. LAMPEDUSA SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,32,4899900825,centroclinicolamp@libero.it,,922,970310,922,970310
90047,VIA S. COSMA E DAMIANO;11,C.ORTOPEDICO FISIOTERAPICO SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4753400821,i. agnello@tiscali.it,www.agnellosas.it,91,8782069,,
90141,PZZA CASTELNUOVO 26/A,C. ODONTOIATRICO ROMANO DR. VITO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4873410825,romanovito@tiscali.it,,91,334631,91,321373
90045,VIA VENUTI; 302,CENTRO FSKT SAS DR. MALTESE G.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,5,50,4707420826,centrofktmaltese@libero.it,,91,8664439,91,8667481
90011,VIA M.T. CICERONE; 28,CENTRO OCULISTICO EUCLIDE SAS DI MONTALTO FRANCESCO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4804260828,centro.oculistico.euclide@gmail.com,WWW.centroculisticoeuclide.com,91,902433,91,908904
90040,VIA FRATELLI CAIROLI 7,DR. GELUARDI G. STUDIO ORTOPEDICO FISIOTERAPICO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,50,5156240821,guliogeluardi@virgilio.it,,91,8696717,91,8938085
90044,VIA S. LORENZO 52,ST. DENT. DR. PICONE & C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,63,5166790823,spicon@tin.it,,91,8668890,91,515567
90011,Via G. Girgenti 115,STUDIO ODONTOIATRICO DOTT. BONGIOVANNI SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,4972510822,ambulatoriobongiovanni@legalmail.it,,91,967390,91,967390
90025,P.ZZA UMBERTO I; 23,L.A.C. LATTUCA DR.SSA A.MARIA & C.SAS,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,35,4934480825,laboratorio@pec.lattuca.net,,91,8252067,91,8252067
90046,VIA DELLA REPUBBLICA 18,LA MANTIA ROSARIA S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,3988270827,lamantiarosaria@alice.it,,91,6404426,91,6404426
90100,VIA G. D. CHINNICI; 34,C.ODON S. COS DE CASTRO L. SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,27,4925120828,luciadecastro@hotmail.it,,91,6681946,91,6681946
90143,VIA LA MARMORA 75,C. ODON. DR. N. MALTESE &C SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,5062220826,giordano.maltese@virgilio.it,,91,6254311,91,6254311
90039,VIA G. CESARE; 44,ST. MED.ODON. LUCIDO MARIA MADDALENA(EX MICALIZZI) G. SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,21,5182890821,odontocentro.lucido@virgilio.it,,91,491276,91,491276
90141,P.ZZA CASTELNUOVO 26,ODON. DR. MARINA MOTISI &C SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5070430821,marina.motisi@hotmail.it,,91,588700,91,588700
90124,VIA A. Miraglia 1/3,ST. ODONT. ROMANO ELOISA SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5023140824,,,91,6470101,91,6470475
90047,VIA PASCAL; 11,C.medico di ORTOP.e FISIOK. GRAZIANO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,55,4657950822,centromedicograziano@Gmail.com,www.centromedicograziano.it,91,8782442,91,8782442
90047,VIA PASCAL; 11,C.medico di ORTOP.e FISIOK. GRAZIANO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,55,4657950822,centromedicograziano@Gmail.com,www.centromedicograziano.it,91,8782442,91,8782442
90100,VIA TORINO 27/G,ST. OCUL. VACCARO G. & C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,34,5121398826,STUDIOVACCARO.Gv@LIBERO.IT,,91,6161667,91,6161667
90123,VIA ANTONIO UGO; 29,SCRIMA DR.SSA VINCENZA SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,4912490820,scrimavincenza&co@pec.it-scrima.co@libero.it,,91,6175378,91,6175378
90123,VIA ANTONIO UGO; 29,SCRIMA DR.SSA VINCENZA SNC,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,26,4912490820,scrimavincenza&co@pec.it-scrima.co@libero.it,,91,6175378,91,6175378
90146,VIAGiuseppe Prezzolin 45 (ex via NUOVA; 71),C. ODONT. SCAFFIDI A.C. &C SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,35,5039980825,lory.scaffidiabbate@libero.it,,91,6883587,,
90042,P.ZZA PIERSANTI MATTARELLA; 13,CENTRO ODONT. DR. S. BRANCATO SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,24,5142520829,centropdontoiatricobrancato@pec.it,www.brancatosalvatore.it,91,8204612,91,8293600
90124,VIA P. ORSI; 3,CENTRO ODONTOIATRICO SACCONE SAS DOTT.SSA SACCONE ROBERTA & C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5146500821,SACCONE.GPP@VIRGILIO.IT,,91,6475024,91,6475024
90100,VIA F.RICCOBONO 40,CENTRO ODONT. RAPPA G. & C.SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4919730822,ODONTOIATRIARAPPA@ALICE.IT,,91,8983374,91,8983374
90133,VIA ROMA N 94,STUDIO RADIOLOGICO NUOVA CASA DI CURE DEMMA S.R.L,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,42,5112210827,radiologiademma@alice.it,www.clinicademma.it,91,6166460,91,6173862
90011,VIA MATTARELLA 138,STUDIO CARD. DR. MARCO DI FRANCO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5212910821,difrancom@hotmail.it,,91,906597,91,906597
90011,VIA MATTARELLA 138,STUDIO CARD. DR. MARCO DI FRANCO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,5212910821,difrancom@hotmail.it,,91,906597,91,906597
90046,VIA XVI MARZO 1,CENTRO MED. ODONT. DI ORLANDO SALVATORE S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,4,12,5357720829,,,91,6402927,,
90124,VIA ORETO; 305,CENTRO ODONT. SPATAFORA S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,5384390828,centroodontoiatricospatafora@hotmail.it,,91,6168275,91,6168275
90123,VIA SPERONE N6,CENTRO ODONT. TERESI S.A.S-DR.TERESI G.PPE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,36,5397650820,giuseppeteresi@pec.aio.it,,91,477848,,
90144,VIA VILLA SPERLINGA;3,CUTIS S.A.S. DI ALFREDO CARUSO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5356380823,carusocutis@libero.it,,91,6253808,91,6253808
90011,VIA G. PEPE 30,STUD. CARDIOL. DOTT. IMBURGIA S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,18,5207700823,studiocardiologicodottandreaimburgiasas@pec.it,,91,906070,91,906070
90011,VIA G. PEPE 30,STUD. CARDIOL. DOTT. IMBURGIA S.A.S.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,2,10,5207700823,studiocardiologicodottandreaimburgiasas@pec.it,,91,906070,91,906070
90135,VIA TASCALANZA; 26,CENTRO ODONT.D.SSA GRAZIA CONCETTA STIMOLO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5379890824,centrodontoiatricostimolo@gmail.com,,91,6514647,91,7023314
90127,VIA GIORGIO ARCOLEO 42/c,STUDIO DI RADIOLOGIA DE MICHELE DR. GIORGIO SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,11,5,30,3436000826,Giorgio.demichele@Alice.it,,91,6511909,91,7024955
90129,VIALE REG. SICILIANA N 303,STUDIO CARDIOLOGICO IMMORDINO DR. ROSOLINO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5380400829,r.immondino@libero.it,,91,6572219,91,6735229
90129,VIALE REG. SICILIANA N 303,STUDIO CARDIOLOGICO IMMORDINO DR. ROSOLINO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,5380400829,r.immondino@libero.it,,91,6572219,91,6735229
90012,VIA MARGHERITA ; 41,L.A.C. MARCELLINO S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,30,5378060825,laboratoriomarcellino@yahoo.it,,91,8148267,91,8148267
90030,VIA F.SCO CRISPI 83,AMBULATORIO ODONT. DR. CALIA SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,32,5413690826,caliafrancesco@libero.it,,91,8466325,91,8466325
90034,VIA PIERSANTI MATTARELLA 7,DENTIST SURGERY S.A.S DI ODDO MARIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,15,5088570824,marioddo@libero.it,,91,8464320,91,8464320
90039,VIALE EUROPA 188/C,STUDIO DI FKT BOBAT SAS.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,489127821,,,91,6140736,91,6140736
90145,VIA RAFFAELLO N 9,STUDIO DERM. RUSIGNUOLO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,5248700824,sergiorusignuolo@gmail.com,,91,206374,91,7296254
90127,VIA DEL VESPRO 64,STUDIO DERM. TERESI DR. VINCENZO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5415890820,dottvincenzoteresi@libero.it,,91,6512092,91,6512092
90018,VIA DEL PROGRESSO N.2 ang. via Concerie,CENTRO MEDICO NEFROLOGICO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,54,3316890825,centromediconefrologico@tin.it,,91,8113275,91,8141091
90030,VIA Mauruici n14,AMBUL. ODONTOIATRICO DOTTORATO S.A.S. DOTT.SSA C. DOTTORATO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,16,5572160827,dottoratokatia@libero.it,,91,8201750,,
90145,VIA A. Aleardi 18,STUDIO ODONTOIATRICO POLIVALENTE S.N.C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,17,5594430828,,,91,6764671,,
90139,VIA L. Sturzo; 8,CENTRO OCULISTICO LO BIANCO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5099510827,GIBMD@tin.it,,91,328129,,
90025,VIA DUCA DEGLI ABRUZZI 32/34,BATTAGLINO MARIA GRAZIA & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,32,5521370824,analisibat@pec.it,,91,8252609,91,8252609
90025,VIA DUCA DEGLI ABRUZZI 32/34,BATTAGLINO MARIA GRAZIA & C. S.A.S.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,32,5521370824,analisibat@pec.it,,91,8252609,91,8252609
90144,VIA sciuti 102/f,CENTRO OCULISTICO DOMUS S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5499890829,segreteria@centrooculisticodomus.it,,91,346739,91,7829868
90039,P.ZZA UMBERTO I; 61,STUDIO CARDIOLOGICO DOTT. DI STEFANO PASQUALE SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,5551490823,franco.distefano@libero.it,,91,493188,,
90039,P.ZZA UMBERTO I; 61,STUDIO CARDIOLOGICO DOTT. DI STEFANO PASQUALE SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,1,6,5551490823,franco.distefano@libero.it,,91,493188,,
90143,VIA C. ALBERTO DALLA CHIESA; 15,CENTRO ODONTOIATRICO SAS DI CASCIO S. ROSARIO & C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5520120824,centrodontoiatricosas@pec.it,,91,345724,91,345724
90046,VIA VENERO 120,CENTRO ODONTOIATRICO DI FAZIO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,21,5863100823,dottdifazio@hotmai.it,,91,6404688,,
90141,VIA XX SETTEMBRE; 64,VITES S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,22,5694460824,,,91,6251945,,
90142,VIA AMMIRAGLIO RIZZO 72/A,CARDIOLAB S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,24,5330260828,cardiolab.srl@gmail.com,www.cardiolab-cardiologia.it,91,9821645,91,9823074
90144,VIA LUIGI PIRANDELLO N.1,AMB.ODONT. DR. DRAGO FRANCESCO E C. SNC.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5651510827,ambu.odtodrago@pec.it,,91,6254458,,
90141,VIA DOMENICO COSTANTINO; 17,CENTRO CLINICO DERMOCOSMETOLOGICO SAS DI COSTA A.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,18,5500270821,alessandro.diliberto@pec.it,,91,300298,,
90044,C.SO GARIBALDI;125,GENOVA DOTT. CESARE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,50,5723730825,dr.cesaregenova@gmail.com,,91,8661833,91,8661833
90143,VIA CARLO ALBERTO DALLA CHIESA N. 40,VITAN SAS DR. BELLAFIORE DARIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,35,5613860823,dariobellafiore@libero.it,,91,323411,,
90040,VIA J.F. kENNEDY 91,STUDIO CARDIOLOGICO DOTT. PIETRO LONGO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,55,5572990827,pietro.longo@gmail.it,,91,8671627,91,8671627
90040,VIA J.F. kENNEDY 91,STUDIO CARDIOLOGICO DOTT. PIETRO LONGO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,55,5572990827,pietro.longo@gmail.it,,91,8671627,91,8671627
90146,VIA RESUTTANA N.352,CENTRO ODONTOIATRICO SAS DR.ANSELMO G.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5718950826,centroanselmo@pec.it,,91,527607,91,527607
90146,VIA RESUTTANA 352,CENTRO ODONTOIATRICO SAS DR.SSA CARRILLO M. GRAZIA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5718960825,,,91,527607,91,527607
90040,VIA CUTINO 55,STUDIO CARDIOLOGICO DOTT. CLAUDIO ALBANI SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,52,5573010823,claudioalibanicardio@libero.it,,91,8678484,91,7480971
90040,VIA CUTINO 55,STUDIO CARDIOLOGICO DOTT. CLAUDIO ALBANI SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,52,5573010823,claudioalibanicardio@libero.it,,91,8678484,91,7480971
90145,VIALE MICHELANGELO; 1930,STUDIO CARDIOLOGICO DOTT.ENRICO SIMONETTI SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,5557000824,pipposimonetti@gimail.com,,91,6736791,,
90145,VIA P. SCAGLIONE; 87,CENTRO ODONT. DEL DR. GIROLAMO TURANO CAMPELLO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5721110822,,,91,201465,,
90139,VIA PRINCIPE DI BELMONTE 78,STUDIO OCULISTICO ARCUDI SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5255050824,studiooculisticoarcudi@pec.it,,91,331512,91,331512
90018,VIA E. IANNELLI; 33,LABORATORIO ANALISI CLINICHE CIRESI SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,34,5653710821,francescociresi@libero.it,,91,8143094,,
90128,VIA GUSTAVO ROCCELLA; 143,GAVERING SNC DI DI FEDE FRANCESCO PAOLO & C,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,5728070821,gavering@pec.it,,91,421008,,
90144,VIA EMILIA 1,STUDIO OTORINOLARINGOIATRIA DR. ELIO MANNINO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,20,5509550827,eliomannino@pec.it,,91,518173,,
90143,VIA GIOACCHINO VENTURA N 1,CENTRO ODONTOIATRICO DI LEO SAS DI G. DI LEO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,3,18,5743700824,giuseppedileo61@yahoo.it,,91,6257140,91,6257140
90141,VIA C. NIGRA 5,STUDIO ODONTOIATRICO DOTT. ALONGE SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,36,2099680841,erika.alonge@gmail.com,,91,6268021,,
90047,VIA V.E. ORLANDO 18,CENTRO RADIOLOGICO DOTT. L. SANZONE & C. SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,5603090828,v.quartucc@virgilio.it,,91,8782594,,
90139,VIA G. DAITA 15/b,ISTIT. CLIN. LOCOROTONDO SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,4687960825,info@isitutolocorotondo.it,www.isitutolocorotondo.it,91,343354,91,582227
90144,VIALE DELLE ALPI;16,C.ODONT.PURPURA MAURIZIO FULVIO & C.SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,21,5696700821,,,91,227247,,
90145,VIA CATALDIO PARISIO; 95,CENTRO ODONTOIATRICO NIKOLIC S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,5,36,5767940827,biljana.nikolic@libero.it,,91,225474,91,6830082
90041,VIA ROMA; 40,DENTAL WORLD DI PALAZZOLO EUGENIO & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,35,5793990820,palazzoloeugenio@yahoo.it,,334,3547157,91,8787729
90141,VIA AGRIGENTO N.41,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5864220826,crinoleviclin@pecsoluzioni.it,,91,6259128,91,6378849
90141,VIA AGRIGENTO N.41,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,20,5864220826,crinoleviclin@pecsoluzioni.it,,91,6259128,91,6378849
90142,VIA DON ORIONE 35,CENTRO ODONTOIATRICO SAS DI MOSCARELLI LUIGI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,6801370825,studiomoscarelli@libero.it,,91,544659,,
90015,P.ZZA BELLIPANNI 4,STUDIO CARDIOLOGICO DR. COSIMO MICELI & C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,26,5835290825,,,921,424973,921,424973
90143,VIA LIBERTA' 171,MEDIDENT DI CAVATAIO GIUSEPPE & C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,22,5867440827,studiomedident@gmail.com,,91,345978,,
90146,VIA SAN LORENZO; 75/B,PA.MA.FI.R (EX ASCLEPIO) ANALISI CLINICHE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,43,5911080827,asclepio@pecsoluzioni.it,,91,6889701,91,6887350
90146,VIA A. DE GASPERI; 53/67,CENTRO BIOMEDICO S.C.A.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5875950825,centrobio@goodeworld.net,,91,518267,,
90146,VIA A. DE GASPERI; 53/67,CENTRO BIOMEDICO S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,44,5875950825,centrobio@goodeworld.net,,91,518267,,
90139,VIA MICHELE AMARI; 41,STUDIO MED. DIAGN. ALBANESE - DI PIAZZA S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,5957580821,smdalbanesedipiazza@pec.052.it,,91,589477,91,9820780
90146,VIA DEI QUARTIERI 42,SALUS LAB S.C.A.R.L EX EUROLAB.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,20,5917790825,saluslabscarl@gmail.com,,91,8887736,,
90143,VIA UGDULENA; 25,CONSORZIO LABORATORI RIUNITI CARACCIOLO S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,40,5906660823,analisicaracciolo@libero.it,,91,346321,91,349446
90141,VIA LA FARINA; 13/C,LAB. RIUN. GAZIANO - CAPUANO S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,84,5905730825,labgaziano-capuano@virgilio.it,,91,6259062,91,6259062
90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,5606160827,consorziosicilianoanalisi@pec.it,,91,6886351,91,7514579
90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,20,5606160827,consorziosicilianoanalisi@pec.it,,91,6886351,91,7514579
90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,20,5606160827,consorziosicilianoanalisi@pec.it,,91,6886351,91,7514579
