INDIRIZZO,DESCRIZIONEFARMACIA,PARTITAIVA,CAP,DESCRIZIONECOMUNE,SIGLAPROVINCIA,DESCRIZIONEPROVINCIA,DESCRIZIONETIPOLOGIA,LATITUDINE,LONGITUDINE
"Largo Xxv Luglio, 6",Valvo G. E V. Della Dr.ssa Valvo Giuseppina & C. Snc,1453750893,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,0714069","15,2829873"
"Corso Gelone, 1",La Madonnina - Eredi Poidomani Di Agosta Paola Sas,1277180897,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,068258","15,2846376"
"Via Piave, 57/59",Paravizzini Carlo & Seb. Snc,1543040891,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,28696787","15,00165497"
"Via Archia, 32",Agosta Marilena E C. Snc,1188470882,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,0714069","15,2829873"
"Via Corso Vittorio Emanuele, 117",FARMACIA SOFIA MARINI S.R.L.,2820610810,91100,TRAPANI,TP,TRAPANI,Ordinaria,"38,0161937","12,5052424"
"Via C. Rosselli, 166",Spadaro Giovanni,288710817,91016,ERICE,TP,TRAPANI,Ordinaria,"38,0119388","12,61419424"
"Via Cosenza, 133",Venza Snc,2128080815,91016,ERICE,TP,TRAPANI,Ordinaria,"38,0272804","12,54895115"
"Via Margherita, 22",Farmacia San Vito S.n.c.,2616240814,91010,SAN VITO LO CAPO,TP,TRAPANI,Ordinaria,"38,12391712","12,75897376"
"Via C. Colombo, 310/a",Spina Mario,313630816,91010,SAN VITO LO CAPO,TP,TRAPANI,Ordinaria,"38,12391712","12,75897376"
"Via Via Vespri, 99/101",FARMACIA BRIGAGLIA DR. MARCELLO DE LUCA S.R.L.,2758540815,91019,VALDERICE,TP,TRAPANI,Ordinaria,"38,03296202","12,6381425"
"Via Gaetano Maiorana, 22",FARMACIA MARETTIMO di Dott.ssa Rosa Alba Fici,2754050819,91023,FAVIGNANA,TP,TRAPANI,Ordinaria,"37,93375812","12,29769638"
"Via Capo Rizzuto, 173",Costa Sas Di Costa Carmelo & C.,1646990810,91010,TRAPANI,TP,TRAPANI,Ordinaria,"38,0188317","12,51742"
"Viale Regina Margherita, 9",Fontana Daniela,2114650811,91100,TRAPANI,TP,TRAPANI,Ordinaria,"37,76107564","13,03456525"
"Piazza Matrice, 72",Farmacia Barone Di Ilaria Barone & C.snc,2636840817,91023,FAVIGNANA,TP,TRAPANI,Ordinaria,"37,93375812","12,29769638"
"Contrada Ciavolotto, 263",Farmacia Dott.ssa Giacalone Iolanda,2662980818,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,798045","12,4370156"
"Piazza Del Popolo, 26",Sajeva Marianna,2546790847,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,796255","12,435355"
"Contrada Fornara, 729",Galatioto Giuseppe Della Dott.ssa Vita Agogitta & C. Sas,1642860819,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,80111","12,434553"
"Via Roma, 141",Scalia Giovanni,233760818,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,79630771","12,44004523"
"Via Del Fante, 62",Fici Agata,1347350819,91025,MARSALA,TP,TRAPANI,Ordinaria,"38,01853406","12,53306582"
"Via Trapani, 168/170",Bonfanti Sonia,1454800812,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,80524217","12,45094537"
"Contrada Cuore Di Gesu', 501",Galatioto Giuseppe & C. Snc,1642860819,91025,MARSALA,TP,TRAPANI,Ordinaria,"37,798045","12,4370156"
"Via Salemi, 588",Pellegrino Carlo & C. Snc,1858450818,91025,MARSALA,TP,TRAPANI,Ordinaria,"38,0139712","12,53642555"
"Via Salemi, 185",Farmacia Grimaudo di Pantaleo Caterina & C. S.a.s,2778980819,91026,MAZARA DEL VALLO,TP,TRAPANI,Ordinaria,"37,6585843","12,6015474"
Via Marsala Ang. Via Stazzoni,Farmacia Perricone Di Pandolfo Rosanna & C. S.n.c.,2686950813,91026,MAZARA DEL VALLO,TP,TRAPANI,Ordinaria,"37,70188257","12,64603367"
"Via Ettore Scimemi, 6",Aleci Vincenzo,100030816,91018,SALEMI,TP,TRAPANI,Ordinaria,"37,82241714","12,7661971"
"Via Giacomo Matteotti, 71",Spina Vita,141410811,91018,SALEMI,TP,TRAPANI,Ordinaria,"37,82241714","12,7661971"
"Via Siracusa, 41",FARMACIA DR ARMANDO MONTALBANO S.N.C. DI FABIO E SERGIO MONTALBANO,1638040814,91026,MAZARA DEL VALLO,TP,TRAPANI,Ordinaria,"37,6505013","12,5965355"
"Via Marinuzzi, 14",Consumano Ignazio,1461020818,91024,GIBELLINA,TP,TRAPANI,Ordinaria,"37,812276","12,869247"
"Via Caboto, 90",Gancitano Salvatore,560400814,91022,CASTELVETRANO,TP,TRAPANI,Ordinaria,"37,65513798","12,81633261"
"Via Ruggero Settimo, 13-13A",Gagliano Rosaria,2315950846,91022,CASTELVETRANO,TP,TRAPANI,Ordinaria,"37,65513798","12,81633261"
"Via P.pe Morso Naselli, 3",Di Giovanni Rosaria,137510814,91020,POGGIOREALE,TP,TRAPANI,Ordinaria,"37,7638253","13,0360563"
"Via FILIPPO LEONE, 4 , 4 BIS, 6, 6 BIS",FARMACIA SAN VITO SRL,2791110816,91028,PARTANNA,TP,TRAPANI,Ordinaria,"37,72170974","12,89424533"
"Via Mannone Fra' Serafino, 20",Giardina  Nicolo',2488310810,91022,CASTELVETRANO,TP,TRAPANI,Ordinaria,"37,65513798","12,81633261"
"Via via vittorio emanuele, 37",farmacia ferracane sas di Maiorana Giada Mariangela e c,2695400818,91022,CASTELVETRANO,TP,TRAPANI,Ordinaria,"37,65513798","12,81633261"
"Piazza Carlo D'Aragona E Tagliavia, 14",Rizzuto Stefano E C. Snc Dei Dottori Rizzuto Salvatore E Rizzuto Caterina,1652930817,91022,CASTELVETRANO,TP,TRAPANI,Ordinaria,"37,65513798","12,81633261"
"Via Vittorio Emanuele, 75",Dia Rosanna,1769320811,91028,PARTANNA,TP,TRAPANI,Ordinaria,"37,72689924","12,89132459"
"Via Cavour, 45",Farmacia Moceri del dott. Rocco Moceri,2703440814,91021,CAMPOBELLO DI MAZARA,TP,TRAPANI,Ordinaria,"37,63534647","12,74911549"
Via Santa Anna,Dallo Dalila,2024870814,91029,SANTA NINFA,TP,TRAPANI,Ordinaria,"37,81992882","12,88814334"
"Corso  6 Aprile, 115",Di Lorenzo Franco Ernesto,2257040812,91011,ALCAMO,TP,TRAPANI,Ordinaria,"37,96384984","12,97409835"
"Via Giuseppe Garibaldi, 129",Anania Giuseppina,555420819,91014,CASTELLAMMARE DEL GOLFO,TP,TRAPANI,Ordinaria,"38,01115316","12,82677043"
"Corso G. GARIBALDI, 206",FARMACIA BOLOGNA SRL UNIPERSONALE,2848090813,91014,CASTELLAMMARE DEL GOLFO,TP,TRAPANI,Ordinaria,"38,01115316","12,82677043"
"Via Della Repubblica, 30",FARMACIA DR FANARA - S.R.L.,2849490814,91014,CASTELLAMMARE DEL GOLFO,TP,TRAPANI,Ordinaria,"38,02554219","12,88146382"
"Via Francesco Crispi, 85",Giorlando Giorlando Francesca,1685740811,91011,ALCAMO,TP,TRAPANI,Ordinaria,"37,96384984","12,97409835"
"Viale Europa, 107",Buscemi Giuseppe E Figli Snc,1684720814,91011,ALCAMO,TP,TRAPANI,Ordinaria,"37,96384984","12,97409835"
"Piazza Della Repubblica, 51",Benenati Vincenzo,2496220811,91011,ALCAMO,TP,TRAPANI,Ordinaria,"37,96384984","12,97409835"
"Via G.b. Fardella, 340",Farmacia Gallo Del Dottor Biagio Gallo & C. S.a.s.,2447610813,91100,TRAPANI,TP,TRAPANI,Ordinaria,"38,0202591","12,530445"
"Via Campania, 16",Ispicenia Srl,1199240886,97014,ISPICA,RG,RAGUSA,Ordinaria,"36,78992232","14,89890126"
"Via Carlo Alberto, 26",COMUNALE SRL,1493090805,92024,CANICATTI',AG,AGRIGENTO,Ordinaria,"37,36280793","13,85940804"
"Via L. Caruso, 4",Passannanti Giacoma,17245,90044,CARINI,PA,PALERMO,Ordinaria,"38,12956244","13,16340388"
"Via Santa Caterina, 39",Tornambe' Marta,17246,90033,CHIUSA SCLAFANI,PA,PALERMO,Ordinaria,"37,67120728","13,29398245"
"Viale Marchese Di Villabianca, 26",Marchese Di Villabianca,6317400825,90143,PALERMO,PA,PALERMO,Ordinaria,"38,1369973","13,35059649"
"Contrada Canalotto, 2273",DISPENSARIO DR.SSA LAMIA ANTONINA,17307,91011,ALCAMO,TP,TRAPANI,Dispensario stagionale,"37,96384984","12,97409835"
"Via Popolo n. 256, angolo Via Monfalcone, 2",FARMA NISCEMI S.R.L.,1770060851,93015,NISCEMI,CL,CALTANISSETTA,Ordinaria,"37,1441744","14,3882668"
"Via Dei Mulini, 4",Presidio Farmaceutico D'Emergenza - Dr.ssa Ottaviano,135810885,97100,RAGUSA,RG,RAGUSA,Dispensario,"36,90707175","14,66410005"
"Via Alessandro Manzoni, 158",Comunale Sacro Cuore Srl,1516460894,96019,ROSOLINI,SR,SIRACUSA,Ordinaria,"36,82424","14,947792"
"Via Babbaura, 40",Belvedere S.r.l.,1759390857,93017,SAN CATALDO,CL,CALTANISSETTA,Ordinaria,"37,4831552","13,9880975"
"Viale Librino, 15",BORGH SALVATORE,1584440893,95121,CATANIA,CT,CATANIA,Ordinaria,"37,48436105","15,05462707"
Via Aereoporto Falcone e Borsellino,FARMACIA VENUTI P.F.E. VENUTI GIUSEPPE,608680823,90045,CINISI,PA,PALERMO,Ordinaria,"38,15600628","13,11768691"
"Piazza Pace, 11",BIONDO PAOLA,1539660835,98049,VILLAFRANCA TIRRENA,ME,MESSINA,Ordinaria,"38,241115","15,441976"
Via del Porto,PRESIDIO FARMACEUTICO DI FILICUDI,779430834,98050,LIPARI,ME,MESSINA,Ordinaria,"38,4754379","14,954554"
"Via Castelvetrano, 155",Farmacia Lenzi di Chiara Sansone & C. SAS,2698630817,91026,MAZARA DEL VALLO,TP,TRAPANI,Ordinaria,"37,70188257","12,64603367"
"Via Torino, 47",FARMACIA MARIA REGINA SRL,1722450887,97016,POZZALLO,RG,RAGUSA,Ordinaria,"36,73068603","14,84270775"
"Piazzetta Xii Gennaio, 6",Musumeci Antonietta,6099050822,90036,MISILMERI,PA,PALERMO,Ordinaria,"38,069512","13,458481"
"Via Berlinguer, 24",Dr.ssa Aricò Concetta &amp;C.S.A.S.,2985330840,92016,RIBERA,AG,AGRIGENTO,-,"37,4907987","13,2680211"
"Via Marco Polo, 8",BUSCAGLIA ANNA MARIA,2676030840,90010,FICARAZZI,PA,PALERMO,Ordinaria,"38,0881047","13,45623683"
"Via Lavina, 158/F",CARPINO FRANCA GRAZIELLA,4990730873,95025,ACI SANT'ANTONIO,CT,CATANIA,Ordinaria,"37,60633501","15,11212732"
"Piazza Del Risorgimento, 40/43",Risorgimento,1874560855,95124,CATANIA,CT,CATANIA,Ordinaria,"37,44220831","15,03582932"
"Via Mongibello, 77",FARMACIA PIANO TAVOLA SRL,5694750877,95032,BELPASSO,CT,CATANIA,Ordinaria,"37,538615","14,98367"
"Via De Felice, 7",NERI DELLA DOTT.SSA NERI MARIA,4987839876,95025,ACI SANT'ANTONIO,CT,CATANIA,Ordinaria,"37,62426309","15,11751958"
"Via Palermo, 15/B",GIAMBO' CALOGERO,3213880838,95034,BRONTE,CT,CATANIA,Ordinaria,"37,79299","14,829367"
"Via Nazario Sauro, 71",VENINATA,1517830889,97015,MODICA,RG,RAGUSA,Ordinaria,"36,8582255","14,75812814"
"Viale Santa Panagia, 120",FARMACIA SANTA PANAGIA DELLA DOTT.SSA LUCIA FERLA & C. S.A.S.,1911080891,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,0845901","15,279776"
"Via Raffaele Failla, 91",Corsaro Della Dr.ssa Corsaro Antonietta Maria,5047830871,95042,GRAMMICHELE,CT,CATANIA,Ordinaria,"37,2120629","14,6465075"
"Via Rizzo, 140",TOMASELLO FRANCESCA MARIA ROSA,107000838,98142,MESSINA,ME,MESSINA,Dispensario,"38,175786","15,2672078"
"Via Tenente Palma, 117",Di Puma Calogero,2693500841,92020,PALMA DI MONTECHIARO,AG,AGRIGENTO,Ordinaria,"37,187609","13,7728672"
Via Zinirco sn,GRECO DELLA DOTT.SSA GRECO FRANCA,5020590872,95045,MISTERBIANCO,CT,CATANIA,Ordinaria,"37,5183103","15,0077396"
"Via Aldo Moro, 84 B",GRILLO MARIA ROSARIA,5050570877,96018,PACHINO,SR,SIRACUSA,Ordinaria,"36,7193144","15,0963861"
"Via B. Cannizzo, 14",RIGGIO PIETRO,2678550340,96100,SIRACUSA,SR,SIRACUSA,Ordinaria,"37,0963547","15,2819656"
"Via Palermo, 192",IRACI MARIA RITA,3254230836,95046,PALAGONIA,CT,CATANIA,Ordinaria,"37,328247","14,744783"
"Via Santa Chiara, 2",SANTA CHIARA DELLA DOTT.SSA IACA' MARIA LUISA CRISTINA,5071170871,95030,MASCALUCIA,CT,CATANIA,Ordinaria,"37,5864208","15,0504194"
"Via Luigi Sturzo, 76",TORNABENE PATRIZIA,2713050843,90036,MISILMERI,PA,PALERMO,Ordinaria,"38,0351801","13,4511787"
"Via Giacomo Leopardi, 5",CAPORALE MARIA LUISA,1881990657,90039,VILLABATE,PA,PALERMO,Ordinaria,"38,076251","13,444847"
-,PRESIDIO D'EMERGENZA FARMACIA DEL MULINO DI APRILE M. & C. SNC,1516100888,97015,MODICA,RG,RAGUSA,Dispensario,"36,8589123","14,7613206"
"Via M. Denti, 1",MARTINO DOTT. MAURO,3373620834,98060,PIRAINO,ME,MESSINA,Ordinaria,"38,1617608","14,8624447"
"Viale Della Regione, 334",Centrale Del Dott. Davide Biondi,5314300871,95037,SAN GIOVANNI LA PUNTA,CT,CATANIA,Ordinaria,"37,5830895","15,0934602"
"Via Carrata, 10/E",SUCCURSALE DR.SSA MONTALTO,19284,95016,MASCALI,CT,CATANIA,Succursale,"37,7526519","15,1960143"
"Via Roma, 5",Zahami Eleonora,3427200831,95032,BELPASSO,CT,CATANIA,Ordinaria,"37,5797979","14,977892"
"Stradale Scoglitti, 66",Farmacia Vittoria,1674990880,97019,VITTORIA,RG,RAGUSA,Ordinaria,-,-
Viale Vittorio Veneto 15,Farmacia Santa Lucia,4281130403,94014,FLORIDIA,SR,SIRACUSA,Ordinaria,-,-
Via Tenente De Cristofaro N.37/39,Farmacia San Rocco Snc,5491510870,95048,SCORDIA,CT,CATANIA,Ordinaria,-,-
Via Giovanni Pascoli 22,"Farmacia San Corrado Della  Lmr S.n.c. Dei Dottori Luisa Rizza, Marino Giuseppe E Leonardi Salvino Antonio",1951920899,96018,PACHINO,SR,SIRACUSA,Ordinaria,-,-
"Viale F. Turati, 44",Farmacia Turati,1951930898,96014,FLORIDIA,SR,SIRACUSA,Ordinaria,-,-
Viale Della Libertà Snc,Farmacia Liberta' Srl,1951960895,96019,ROSOLINI,SR,SIRACUSA,Ordinaria,-,-
Via Gammara 39/c,Farmacia Gammara Snc,2681000812,91011,ALCAMO,TP,TRAPANI,Ordinaria,-,-
"Viale Dei Fiori, 82",Farmacia Del Viale,5529760877,95033,BIANCAVILLA,CT,CATANIA,Ordinaria,-,-
Contrada Marchitello S.s. 115 S.n.,Farmacia Marchitello,2014760850,93012,GELA,CL,CALTANISSETTA,Ordinaria,-,-
"Via Palermo, 123",Farmacia Dello Jato S.n.c.,6668010827,90048,SAN GIUSEPPE JATO,PA,PALERMO,Ordinaria,-,-
"Via Ugo La Malfa, 115",Farmacia La Malfa,6660620821,90146,PALERMO,PA,PALERMO,Ordinaria,-,-
Via Messina Ficarazzelli 11,Nuova Farmacia Snc Dei Dottori Alagna E C.,6658950826,90039,VILLABATE,PA,PALERMO,Ordinaria,-,-
Via J.f. Kennedy 65,Farmacia J.f. Kennedy S.r.l.,2691320812,91011,ALCAMO,TP,TRAPANI,Ordinaria,-,-
"Via Umberto I, 392",Farmacia San Giuseppe s.r.l.,3500310838,98048,SPADAFORA,ME,MESSINA,Ordinaria,-,-
Via Marina Di Petrolo 14/16,Farmacia Del Golfo Di Pollari D.ssa Antonella E Ferrara D.ssa Doriana S.n.c.,2683320812,91014,CASTELLAMMARE DEL GOLFO,TP,TRAPANI,Ordinaria,-,-
Zona Industriale C.da Mugno Sp 25 Snc,Ragusa 22,1675110884,97100,RAGUSA,RG,RAGUSA,Ordinaria,-,-
Via Caduti In Guerra Snc,Farmacia Fondachello Playa S.r.l.,2894330840,92027,LICATA,AG,AGRIGENTO,Ordinaria,-,-
Via Aldo Moro N. 95,Farmacia San Leonardo,6668140822,90047,PARTINICO,PA,PALERMO,Ordinaria,-,-
Via Falcone 99,Farmacia Via Falcone S.n.c.,1675090888,97100,RAGUSA,RG,RAGUSA,Ordinaria,-,-
"Via Stazione Circumetnea, 9",Farmacia Metropolitana S.r.l.,5530860872,95047,PATERNO',CT,CATANIA,Ordinaria,-,-
Viale Della Regione N. 136,Farmacia Viale Regione S.n.c.,6662650826,90047,PARTINICO,PA,PALERMO,Ordinaria,-,-
"Via Alcide De Gasperi, 339/a",Farmacia Nuova S.n.c. Dei Dott.ri Rosario Obiso E Serena Fanara,2685990810,91020,PETROSINO,TP,TRAPANI,Ordinaria,-,-
Via Filippo Parlatore 69/c,Farmacia Parlatore,6648330824,90145,PALERMO,PA,PALERMO,Ordinaria,-,-
Contrada Minaga 102/104,Farmacia Unità D'Italia,14295571005,92100,AGRIGENTO,AG,AGRIGENTO,Ordinaria,-,-
Via Loreto Gallinara 1,Farmacia San Giorgio S.r.l.,1677550889,97015,MODICA,RG,RAGUSA,Ordinaria,-,-
"Corso Vittorio Emanuele, 517",Farmacia Gabatutti Di Strano Antonino E Bongiovanni Margherita S.n.c.,6668950824,90036,MISILMERI,PA,PALERMO,Ordinaria,-,-
Via Generale Cannada 480,Farmacia Nuova S.r.l.,1253480865,94012,BARRAFRANCA,EN,ENNA,Ordinaria,-,-
Via Papa Giovanni Xxiii 44,Farmacia Papa Giovanni S.r.l.,1675480881,97016,POZZALLO,RG,RAGUSA,Ordinaria,-,-
"Via Padre La Rocca, 57",Farmacia La Rocca S.n.c.,6659210824,90010,FICARAZZI,PA,PALERMO,Ordinaria,-,-
Via Circonvallazione 25,Farmacia Nuova Della Dott.ssa Scorsone Caterina E Del Dott. Zicari Gerlando S.n.c,2892380847,92016,RIBERA,AG,AGRIGENTO,Ordinaria,-,-
Via Kennedy 120,Farmacia Kennedy Di Alice Panto' & C. S.n.c.,6625100828,90040,CAPACI,PA,PALERMO,Ordinaria,-,-
"Via Vanella, 47",Farmacia Igea,1675060881,97015,MODICA,RG,RAGUSA,Ordinaria,-,-
Via Pier Paolo Morretta 35,Farmacia Semini S.r.l.,5534430870,95041,CALTAGIRONE,CT,CATANIA,Ordinaria,-,-
"C/da Spagnola, 362",Farmacia Agate,2684490812,91025,MARSALA,TP,TRAPANI,Ordinaria,-,-
Corso Umberto 396/398,Farmacia Santa Fara,6663960828,90045,CINISI,PA,PALERMO,Ordinaria,-,-
"Corso CRISTOFORO COLOMBO, 11 TER",FARMACIA SALUTE & BELLESSERE S.R.L.,5538890871,95039,TRECASTAGNI,CT,CATANIA,Ordinaria,-,-
"Via Roma, 344/b",Farmacia Gierre,6662680823,90036,MISILMERI,PA,PALERMO,Ordinaria,-,-
Via Pirandello 22-24,Farmacia San Piodella Dott.ssa Valeria Parisi E Del Dott. Vito Maurello S.n.c.,2894680848,92024,CANICATTI',AG,AGRIGENTO,Ordinaria,-,-
Via Luigi Sturzo N.ro 205,Farmacia Nazionale,5534700876,95014,GIARRE,CT,CATANIA,Ordinaria,-,-
"Via Dei Platani, 24",Farmacia Platani,6668190827,90047,PARTINICO,PA,PALERMO,Ordinaria,-,-
"Via Fanfani,71",Farmacia Lauricella,2893660841,92024,CANICATTI',AG,AGRIGENTO,Ordinaria,-,-
Via Provinciale 83,Farmacia Dei Fiori,6667600826,90044,CARINI,PA,PALERMO,Ordinaria,-,-
Piazza Della Vittoria 2,"Farmacia Amica S.n.c. Di Iannolino Lucia Grazia, Castrogiovanni Maria Grazia E Amato Giovanna",6663780820,90044,CARINI,PA,PALERMO,Ordinaria,-,-
Via Dei Greci 13/15,Farmacia La Pineta Delle Dott.sse Catalano Concetta E Zillitto Nunzia S.n.c.,1951800893,96010,PRIOLO GARGALLO,SR,SIRACUSA,Ordinaria,-,-
"Via Vittorio Emanuele Iii, 142/144/146",Nuova Farmacia Di Brolo,3504410832,98061,BROLO,ME,MESSINA,Ordinaria,-,-
"Via San Lorenzo, 273",Farmacia San Lorenzo,6626160821,90146,PALERMO,PA,PALERMO,Ordinaria,-,-
Via Loreto 19,Farmacia Del Corso,4288290408,90010,ALTAVILLA MILICIA,PA,PALERMO,Ordinaria,-,-
"Via Aldo Moro, 29",Farmacia San Castrense S.r.l.,6666860827,90046,MONREALE,PA,PALERMO,Ordinaria,-,-
"Via Vitaliano Brancati, 2",Farmacia Santa Barbara,6667610825,90015,CEFALU',PA,PALERMO,Ordinaria,-,-
"Via Giovanni Xxiii, 108 A-b-c",Farmacia San Vito,2895280846,92100,AGRIGENTO,AG,AGRIGENTO,Ordinaria,-,-
"Via Firenze, S/n",Montalfarma S.r.l.,3514670839,98057,MILAZZO,ME,MESSINA,Ordinaria,-,-
Strada Statale Santa Maria Degli Ammalati N. 152,Farmacia Sani Srl,5534200877,95024,ACIREALE,CT,CATANIA,Ordinaria,-,-
Contrada Bambina 48/e,Farmacia San Giuseppe S.r.l.,2690780818,91025,MARSALA,TP,TRAPANI,Ordinaria,-,-
"Corso Vittorio Veneto, 479/481",Farmacia Gagini,1663470886,97100,RAGUSA,RG,RAGUSA,Ordinaria,-,-
"Via Cristaudo, 72",Farmacia Monterosso S.r.l.,5533020870,95025,ACI SANT'ANTONIO,CT,CATANIA,Ordinaria,-,-
"Via Lo Jacono, 3",Farmacia San Lorenzo S.r.l.,5538220871,95030,SANT'AGATA LI BATTIATI,CT,CATANIA,Ordinaria,-,-
"Via Errante, 12",Farmacia Dott. Cattafi Gaspare,3087300830,98054,FURNARI,ME,MESSINA,Ordinaria,-,-
"Via Giacomo Matteotti, 236",Farmacia Viola Dei Dottori Randazzo Damiano E Paterno' Massimo Antonio Snc,6661880820,90049,TERRASINI,PA,PALERMO,Ordinaria,-,-
"Via G. Di Vittorio, 38",Farmacia Etika Dei Dottori Azzolina Maria E Galata' Filippo S.n.c.,5489980879,95045,MISTERBIANCO,CT,CATANIA,Ordinaria,-,-
Via Consolare Valeria 144/d,Nuova Naxos S.n.c.,3493460830,98035,GIARDINI-NAXOS,ME,MESSINA,Ordinaria,-,-
Via Sferracavallo N. 105/b,Farmacia Sferracavallo S.r.l.,6665560824,90147,PALERMO,PA,PALERMO,Ordinaria,-,-
Via Nizzeti 143,"Farmacia San Filippo S.n.c. Dei Dottori Emanuele Patane',Giuseppaalba Raciti E Rossella Timpanaro",5535720873,95022,ACI CATENA,CT,CATANIA,Ordinaria,-,-
"Via Santa Maria Di Gesu', 3a","Farmacia Della Guadagna Snc Di Nicosia Paolo, Patella Chiara E Vinciguerra Rosanna",6659720822,90124,PALERMO,PA,PALERMO,Ordinaria,-,-
Via Solicchiata 67/b,Farmacia Solicchiata S.r.l.,5536480873,95031,ADRANO,CT,CATANIA,Ordinaria,-,-
Via Sgroppillo N. 33 ? 35,Farmacia Pettinato S.r.l.,5530400877,95027,SAN GREGORIO DI CATANIA,CT,CATANIA,Ordinaria,-,-
Via Villagrazia 303 I,Nuova Farmacia Barone Scala S.r.l.,5537290875,90126,PALERMO,PA,PALERMO,Ordinaria,-,-
Strada Statale 113 Quartiere Piraineto 93,Farmacia Piraineto,6685910827,90044,CARINI,PA,PALERMO,Ordinaria,-,-
"Via Martiri Portella Della Ginestra,147",Farmacia San Giorgio,3502470838,90037,PIANA DEGLI ALBANESI,PA,PALERMO,Ordinaria,-,-
"Via Sardegna, 76",Farma Quattro,3533960781,95047,PATERNO',CT,CATANIA,Ordinaria,-,-
Via Palermo 29 I/l,Farmacia Belvedere,5531060878,95030,SAN PIETRO CLARENZA,CT,CATANIA,Ordinaria,-,-
"Via Fra Calofero Liotta, 4/6/8",Farmacia Ferraro Srl,2895380844,92019,SCIACCA,AG,AGRIGENTO,Ordinaria,-,-
"Corso Antonio Gramsci, 175",Farmacia Sacro Cuore,2015220854,93015,NISCEMI,CL,CALTANISSETTA,Ordinaria,-,-
"Via Perpignano, 325",Farmacia Perpignano,6666920829,90135,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Terre    Nere, 81",FARMACIA   TERRE   NERE   S.R.L.,5533860879,95040,MOTTA SANT'ANASTASIA,CT,CATANIA,Ordinaria,-,-
"Via Trabucco, 123",Farmacia Gia.di.na.,6665190820,90146,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Capitano Emanuele Basile, 14",Caman Farma S.r.l.,6666160822,90135,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Palermo, 59",Farmacia Palike',5537930876,95046,PALAGONIA,CT,CATANIA,Ordinaria,-,-
"Via Gaetano Amoroso, 2",Farmacia Montegrappa,6665200827,90128,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Via Messina Marine, 585/A",Farmacia Cali' Chiara & C.  s.n.c.,6662450821,90121,PALERMO,PA,PALERMO,Ordinaria,-,-
Contrada Ciuccafa S.n.c.,Farmacia Empedocle S.r.l. Dr.sse Gallo E Gruttadauria,2893010849,92014,PORTO EMPEDOCLE,AG,AGRIGENTO,Ordinaria,-,-
"Via Pietro Mascagni, 55-57",Farmacia Del Borgo,1967390897,96018,PACHINO,SR,SIRACUSA,Ordinaria,-,-
Viale Michelangelo Buonarroti N. 4,Farmacia Della Scala,5569200875,95047,PATERNO',CT,CATANIA,Ordinaria,-,-
"Via Xxv Aprile, 33",Farmacia Santuzzi S.r.l.,5534190870,96013,CARLENTINI,SR,SIRACUSA,Ordinaria,-,-
"Piazza S.maria Delle Grazie, 24",Farmacia Etna,5581530879,95017,PIEDIMONTE ETNEO,CT,CATANIA,Ordinaria,-,-
"Via Del Bosco, 227",Farmacia Isgro' Della Dott.ssa Isgro',3538090832,95030,MASCALUCIA,CT,CATANIA,Ordinaria,-,-
"Corso Dei Mille, 1548",Farmacia Dei Mille  SRL,6683370826,90121,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Asia, 1/b",Farmacia Poidomani Srl,1685460881,97100,RAGUSA,RG,RAGUSA,Ordinaria,-,-
Via Cappuccini 225,Farmacia Sant'Agata S.r.l.,5555340875,95031,ADRANO,CT,CATANIA,Ordinaria,-,-
Via Marconi Centro Commerciale  Le Ginestre,Farmacia Le Ginestre,5596980879,95030,TREMESTIERI ETNEO,CT,CATANIA,Ordinaria,-,-
"Via Filadelfio Di Leo, 37-39",Farmacia Di Giorgio s.n.c .delle Dottoresse Rosalia e Concetta Di Giorgio,3526400837,98070,ACQUEDOLCI,ME,MESSINA,Ordinaria,-,-
"Via In. Giuseppe Bagnera, 18 INT.4",FARMACIA SAN GIUSEPPE S.R.L.,6726800821,90011,BAGHERIA,PA,PALERMO,Ordinaria,-,-
"Viale Luigi Monaco, 10/F","""Farmacia del Poggio"" ArCa Farma s.r.l.",2014770859,93100,CALTANISSETTA,CL,CALTANISSETTA,Ordinaria,-,-
"Viacomunale S.FILIPPO INF. C.DA SAN GIOVANNELLO, 17 e 19",LICITRI CANNAVA' SRL,3503210837,98145,MESSINA,ME,MESSINA,Ordinaria,-,-
"Viale Venere, 22",FARMACIA VENERE,6663510821,90149,PALERMO,PA,PALERMO,Ordinaria,-,-
"Via Mole, 19",Farmacia Villarosa,6148340828,90011,BAGHERIA,PA,PALERMO,Ordinaria,-,-
