,LATITUDINE,LONGITUDINE,CAP,ASP,Provincia,Citta',Indirizzo,Denominazione,Attivita',Tipo sede
1082,37.5129845,15.0779533,95123,ME,Messina,Barcellona Pozzo di Gotto,VIA GENERALE ANGELO CAMBRIA 2,DIAVERUM ITALIA SRL,Dialisi,Sede Operativa
1083,37.5164538,15.0817789,95125,ME,Messina,Messina,VIA TRIESTE 3 C.DA CUSOLITO - FARO SUPERIORE,DISMED CENTRO STUDI PER LE DISABILITA' DEL MEDITERRANEO - ASSOCIAZIONE ONLUS,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1084,37.5160788,15.087887,95128,ME,Messina,Messina,"S.S. 114 KM. 3,500 TOP RESIDENCE",DOTT ALFIO SAPIA,Dermatologia,Sede Operativa
1085,37.52149355,15.088897837051281,95128,ME,Messina,Torregrotta,VIA XXI OTTOBRE 606,DOTT PIETRO MAZZAGATTI,Odontoiatria,Sede Operativa
1086,37.5145223,15.1028534,95129,ME,Messina,Messina,VIA GHIBELLINA 135,DOTT SALVIERA CARLO,Otorinolaringoiatria,Sede Operativa
1087,37.5786697,15.0918593,95037,ME,Messina,Messina,VIA CONSOLARE POMPEA 1741,DOTT SILVESTRO MARTELLA,Medicina di laboratorio,Sede Operativa
1088,37.5172461,15.0844162,95128,ME,Messina,Messina,VIA NAZIONALE 182/B VILLAGGIO S. MARGHERITA,DOTT STELLA BRIENZA LUCIA SAS,Medicina di laboratorio,Sede Operativa
1089,37.5074251,15.085904747430828,95124,ME,Messina,Sant'Agata di Militello,VIA GIOVANNI VERGA 26,DOTT TRIFIRO' ANTONIO FRANCO ODONTOIATRIA E PROTESI DENTARIA,Odontoiatria,Sede Operativa
1090,37.7265792,15.1868089,95014,ME,Messina,Capo d'Orlando,VIA CONSOLARE ANTICA 562/C,DOTT.MASSIMO NATALE SRL,Odontoiatria,Sede Operativa
1091,37.5074251,15.085904747430828,95124,ME,Messina,Messina,VIALE DELLA LIBERTA'  115,DOTTSSA ROSANNA VIOLA,Odontoiatria,Sede Operativa
1092,37.6184794,15.1607918,95024,ME,Messina,Milazzo,VIA DEI MILLE 20,ECAS SAS DEL DOTT POLITO DOMENICO E FIGLI,Cardiologia,Sede Operativa
1093,37.6158196,15.162856,95024,ME,Messina,Santa Teresa di Riva,Piazzale Mercato Complesso I Portici,EMMI LAB DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1094,37.5190413,15.010623,95045,ME,Messina,Taormina,via Damiano Rosso 2,EMMI LAB DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1095,37.5957061,15.1029915,95020,ME,Messina,Taormina,VIA DAMIANO ROSSO N. 2,EMMI LAB DIAGNOSTICA SC A RL ,Medicina di laboratorio - Aggregazione,Sede Operativa
1096,37.8364331,15.1424223,95015,ME,Messina,Tortorici,VIA ROMA 15,EMODIAGNOSTICA SAS DI FRANCHINA GIUSEPPE E C,Medicina di laboratorio,Sede Operativa
1097,37.5104452,15.0808346,95124,ME,Messina,Villafranca Tirrena,VIA NAZIONALE 206,EMOLAB DOTT ANGELO SINDONI & C SAS,Medicina di laboratorio,Sede Operativa
1098,37.5089194,15.0791551,95124,ME,Messina,Messina,VIA CONSOLARE POMPEA 1935,EUROGESTIONI SPA - IL GIARDINO SUI LAGHI ,Residenza Sanitaria Assistita,Sede Operativa
1099,37.5074251,15.085904747430828,95124,ME,Messina,Messina,VIALE ITALIA 1,EVA SRL,Medicina di laboratorio,Sede Operativa
1100,37.5074251,15.085904747430828,95124,ME,Messina,Messina,VIALE ITALIA 1,EVA SRL,Radiologia Diagnostica,Sede Operativa
1101,37.6231919,15.1609249,95024,ME,Messina,Barcellona Pozzo di Gotto,VIA UGO SANT'ONOFRIO N. 89,FISIOKINESITERAPIA MALFA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1102,37.6197981,15.1619608,95024,ME,Messina,Milazzo,PIAZZA NASTASI 3/4,FKT SAS DI BUEMI & C,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1103,37.5411079,15.0932763,95030,ME,Messina,Barcellona Pozzo di Gotto,VIA ROMA 79,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Sede Operativa
1104,37.2112203,14.6442024,95042,ME,Messina,Barcellona Pozzo di Gotto,VIA ROMA 79,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Punto di accesso
1105,37.5505414,15.1171394,95027,ME,Messina,Falcone,VIA STAZIONE N 5,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Punto di accesso
1106,37.664623,15.1383522,95010,ME,Messina,Giardini-Naxos,VIA CONSOLARE VALERIA 118 E,IL CUORE - DIAGNOSTICA E PREVENZIONE CARDIOVASCOLARE DELLA DSSA CARMELINA SIGNORINO & C SAS,Cardiologia,Sede Operativa
1107,37.574513,15.0567475,95030,ME,Messina,Furci Siculo,VIA CESARE BATTISTI CONTRADA LITANIA,IPPOCRATE PADRE PIO,Dialisi,Sede Operativa
1108,37.6231919,15.1609249,95024,ME,Messina,Scaletta Zanclea,VIA ROMA 325,LA DIAGNOSTICA DI LURASCHI MARIANNA NUNZIATA & C SAS,Medicina di laboratorio,Sede Operativa
1109,37.6613506,14.8325855,95031,ME,Messina,Milazzo,via Vittorio Veneto 13,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1110,37.5437614,15.0779354,95125,ME,Messina,Messina,viale Italia 1,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1111,37.6018331,15.0350957,95030,ME,Messina,Messina,via Ugo Bassi 128,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1112,37.540722,15.0553215,95123,ME,Messina,Messina,via Ghibellina 45 is. 282,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1113,37.6470028,15.0544053,95030,ME,Messina,Messina,viale San Martino 401 is. 12,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1114,37.5623428,15.0728103,95030,ME,Messina,Messina,via 37/A Fondofucile,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1115,37.6948358,15.0974769,95019,ME,Messina,Milazzo,VIA VITTORIO VENETO N. 15 - ,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Sede Operativa
1116,37.5991247,15.0668267,95030,ME,Messina,Giardini-Naxos,VIA S. PALADINO 12,LA FAMIGLIA,Consultorio,Sede Operativa
1117,37.6068907,15.116867,95025,ME,Messina,Capo d'Orlando,VIA CONSOLARE STRADELLA,LA MADONNINA SRL,Poliambulatorio,Sede Operativa
1118,37.7182127,15.1128127,95010,ME,Messina,Messina,VIA DEI MILLE IS. 101 n. 243,LA RINASCENTE SAS DI ANTONINO TRIFIRO' E LUCIANA IMPALLOMENI & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1119,37.7222694,15.1153719,95010,ME,Messina,Roccalumera,VIA UMBERTO I 380,LAB ANALISI CLINICHE DOTT CARMELO SAITTA SRL,Medicina di laboratorio,Sede Operativa
1120,46.3144754,11.0480288,38093,ME,Messina,Messina,VIA GIOVANNI DEL MAESTRO 8,LAB QUALITY CONTROL SRL,Medicina di laboratorio,Sede Operativa
1121,37.5918288,15.099489,95037,ME,Messina,Sant'Agata di Militello,VIA PIRANDELLO 13,LABORATORIO ANALISI CLINICHE CATALIOTO MARIA,Medicina di laboratorio,Sede Operativa
1122,37.528811,15.0944067,95027,ME,Messina,Giardini-Naxos,VIA TEVERE,LABORATORIO ANALISI CLINICHE CEIBA DI MASCALI ANTONIO E RUSSO SEBASTIANO SNC,Medicina di laboratorio,Sede Operativa
1123,37.7693978,15.1718102,95016,ME,Messina,Barcellona Pozzo di Gotto,VIA B. CROCE 24,LABORATORIO ANALISI CLINICHE DEI DOTTORI ARAGONA GIUSEPPE E ARAGONA PIETRO SNC,Medicina di laboratorio,Sede Operativa
1124,46.3144754,11.0480288,38093,ME,Messina,Capri Leone,VIA NAZIONALE 282/284,LABORATORIO ANALISI CLINICHE DEL DOTT TOMASI ANTONINO E C SAS,Medicina di laboratorio,Sede Operativa
1125,37.305906,13.5926747,92100,ME,Messina,Giardini-Naxos,VIA VITT. EMANUELE 55/57,LABORATORIO ANALISI CLINICHE LOMBARDO ANNA,Medicina di laboratorio,Sede Operativa
1126,37.305906,13.5926747,92100,ME,Messina,Naso,VIA MAZZINI 15,LABORATORIO ANALISI CLINICHE NAXOS,Medicina di laboratorio,Sede Operativa
1127,37.4056312,13.6174459,92021,ME,Messina,Barcellona Pozzo di Gotto,VIA UMBERTO I 21/23,LABORATORIO ANALISI DI DI BERNARDO S & C SAS,Medicina di laboratorio,Sede Operativa
1128,37.321731,13.5819667,92100,ME,Messina,Spadafora,VIA COLLODI 1,LABORATORIO ANALISI DOTT STEFANO LA SPADA E DOTT MARCELLO GALI' SNC ,Medicina di laboratorio,Sede Operativa
1129,40.8826249,17.1638731,70013,ME,Messina,Sant'Agata di Militello,VIA CATANIA 20,LABORATORIO ANALISI DOTTSSA TRIFILO' GISELLA,Medicina di laboratorio,Sede Operativa
1130,37.6174921,13.4426396,92010,ME,Messina,Sant'Alessio Siculo,VIA CONSOLARE VALERIA 14,LABORATORIO ANALISI S ALESSIO,Medicina di laboratorio,Sede Operativa
1131,37.4386095,13.3975082,92011,ME,Messina,Messina,VIA SAN MARTINO 246,LABORATORIO DI ANALISI CLINICHE BOMBARA DI MORABITO DOMENICA & C SAS,Medicina di laboratorio,Sede Operativa
1132,37.3070592,13.6516926,92026,ME,Messina,San Fratello,VIA SERPI 53,LABORATORIO DI ANALISI CLINICHE DEL DOTT BONGIORNO GIUSEPPE E FIGLIA SNC,Medicina di laboratorio,Sede Operativa
1133,37.1915967,13.7632392,92020,ME,Messina,Gioiosa Marea,VIA UMBERTO I 211/A,LABORATORIO DI ANALISI CLINICHE SAN NICOLO',Medicina di laboratorio,Sede Operativa
1134,37.3106669,13.5820193,92100,ME,Messina,Messina,VIA RISORGIMENTO 93,LABORATORIO DI ANALISI DI STEFANO SRL,Medicina di laboratorio,Sede Operativa
1135,37.4052255,13.5317509,92015,ME,Messina,Messina,VIA CENTONZE 101,LABORATORIO DIAGNOSTICO BERTUCCI DI P GROSSO E G BUDA SNC,Medicina di laboratorio,Sede Operativa
1136,37.4044463,13.5318133,92015,ME,Messina,Messina,VIALE SAN MARTINO IS. 56 315,LABORATORIO DIAGNOSTICO DOTTRI SEBASTIANO E CLAUDIO CANFORA SRL,Medicina di laboratorio,Sede Operativa
1137,37.6236582,13.4907461,92020,ME,Messina,Capo d'Orlando,VIA LUIGI PIRANDELLO 49,LABORATORIO S RITA SNC DI TRIFILO' ENNIO MARIA E FIGLI,Medicina di laboratorio,Sede Operativa
1138,37.5017933,13.2709463,92016,ME,Messina,Messina,VIA CATANIA IS. 1/2,LABORATORIO SCIENTIFICO DOTT ROSETTA PANZERA DI GAETANO CAUDULLO E C SNC,Medicina di laboratorio,Sede Operativa
1139,37.264614,13.917898,92023,ME,Messina,Pace del Mela,VIA LIBERTA' 127,LABOS SRL AMBULATORIO NEFROLOGIA ED EMODIALISI,Dialisi,Sede Operativa
1140,37.4388768,13.393195,92011,ME,Messina,Nizza di Sicilia,VIA MARINA 163,MEDICAL CENTER SRL,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1141,37.3167603,13.5801025,92100,ME,Messina,Nizza di Sicilia,VIA MARINA 163 PIANO PRIMO,MEDICAL CENTER SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1142,37.1907581,13.7699578,92020,ME,Messina,Pace del Mela,VIA GARIBALDI 9 FRAZ. GIAMMORO,MEDICAL SYSTEM DELLA DOTTSSA GIOVANNA SCHEPIS & C SAS,Medicina di laboratorio,Sede Operativa
1143,37.3141406,13.6640358,92026,ME,Messina,Messina,VIA MARCO POLO 499,NEPHROCARE SPA,Dialisi,Sede Operativa
1144,37.1916208,13.7607874,92020,ME,Messina,Messina,SS 114 KM 10 GALATI MARINA,NEPHROCARE SPA,Dialisi,Sede Operativa
1145,37.4069465,13.7372569,92020,ME,Messina,Messina,VIA DEI MILLE IS. 88 n. 265,NOVAMEDICA SNC DEL DOTT ROSARIO COSTA E C,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1146,37.3225574,13.5783433,92100,ME,Messina,Milazzo,PIAZZA NASTASI 31/32,ODONTO CENTER SAS,Odontoiatria,Sede Operativa
1147,37.6311683,13.6308822,92022,ME,Messina,Barcellona Pozzo di Gotto,VIA MONS. PAINO 14,ODONTOMAX SAS DI DOMENICO BUDA & C,Odontoiatria,Sede Operativa
1148,37.4069465,13.7372569,92020,ME,Messina,Messina,VIA CONCA D'ORO PAL. 1/S S.S. ANNUNZIATA,OMEGA CENTRO DIALISI SRL,Dialisi,Sede Operativa
1149,37.6241148,13.631123,92020,ME,Messina,Messina,VIA XXIV MAGGIO 155,OPUS RESIDENTIAL SRL ,Residenza Sanitaria Assistita,Sede Operativa
1150,37.4029094,13.5324527,92015,ME,Messina,Messina,VIALE REGINA MARGHERITA 34/D,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Sede Operativa
1151,37.4819776,13.5464976,92020,ME,Messina,Messina,VIALE REGINA MARGHERITA 34/D,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
1152,37.3125654,13.584526,92100,ME,Messina,Sinagra,VIA VITTORIO VENETO 18,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto Prelievo
1153,37.5155774,13.0773478,92019,ME,Messina,Mistretta,VIA SUBIESCHI 2,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
1154,37.6307757,13.6363845,92022,ME,Messina,Lipari,VIA XXIV MAGGIO 21,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
1155,37.6936224,13.0121378,92018,ME,Messina,Messina,"S.S. 114 KM 5,400 PISTUNINA",PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
1156,37.5067981,13.5261145,92020,ME,Messina,Messina,VIA S. LIBERALE 6/D IS. 418,POLI ORTO FISIO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1157,46.3144754,11.0480288,38093,ME,Messina,Acquedolci,VIA F. CRISPI 507,POLIDIAGNOSTICO ALI' TERME SRL ,Poliambulatorio,Sede Operativa
1158,37.3206763,13.6641689,92026,ME,Messina,Barcellona Pozzo di Gotto,Via Kennedy 217,PROGETTO DOPO DI NOI COOPERATIVA SOCIALE ARL,Centro diurno per soggetti affetti da disturbo autistico,Sede Operativa
1159,37.3378922,13.4228129,92010,ME,Messina,Taormina,VIA FRANCAVILLA 42/A,PUGLIA MARIA PIA SRL UNIPERSONALE,Medicina di laboratorio,Sede Operativa
1160,37.310732,13.5806061,92100,ME,Messina,Messina,"S.S. 114 KM 4,300 CPL LE ANCORE",QUOAD VALITUDINEM,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1161,37.6304257,13.4858596,92020,ME,Messina,Taormina,VIA W. VON GLOEDEN 63/65,RADIOLOGIA DIAGNOSTICA SRL,Radiologia,Sede Operativa
1162,37.3167026,13.6062164,92100,ME,Messina,Messina,VIALE SAN MARTINO IS. 13 396,RIABILITAZIONE E FISIOTERAPIA CILIA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1163,37.1074056,13.9466698,92027,ME,Messina,Santo Stefano di Camastra,VIA MARINA N. 80 -  ,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Sede Operativa
1164,37.3308309,13.590828,92100,ME,Messina,Tusa,VIA GARIBALDI 59,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1165,37.5005419,13.2707022,92016,ME,Messina,Alcara Li Fusi,corso Donadei 26,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1166,37.5041966,13.2720658,92016,ME,Messina,Caronia,via Umberto 112,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1167,37.3191851,13.6615183,92026,ME,Messina,,via S. Filippo di Fragal 26,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1168,37.2712106,13.6177923,92100,ME,Messina,Sant'Agata di Militello,via Baldisseri 14,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
1169,37.1001147,13.9399576,92027,ME,Messina,Santo Stefano di Camastra,via Marina 80,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
1170,35.5077816,12.6155842,92031,ME,Messina,Acquedolci,contrada Buonriposo,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
1171,37.1027067,13.9402232,92027,ME,Messina,Patti,VIA S. ANTONIO 12/B,SALUS SRL,Radiologia,Sede Operativa
1172,37.3167603,13.5801025,92100,ME,Messina,Brolo,VIA SANTA BARBARA ANG. ON GERMANA',SAN FILIPPO DIAL CENTER SRL,Dialisi,Sede Operativa
1173,37.308776,13.5863358,92100,ME,Messina,Messina,VIA ISTRIA 34,SAN FRANCESCO DELLA DSSA PIDALA' MELINA E C SNC,Medicina di laboratorio,Sede Operativa
1174,37.5090179,13.076583,92019,ME,Messina,Messina,VIA JACI 36,SAN LUCA ANALISI CLINICHE SRL,Medicina di laboratorio,Sede Operativa
1175,37.3124061,13.5919424,92100,ME,Messina,Messina,"VIA NINO BIXIO IS. 119, ISOL 114",SAN MICHELE SRL,Radiologia,Sede Operativa
1176,37.5017018,13.2624063,92016,ME,Messina,Furci Siculo,VIA ROMA 52,SANATRIX SAS DEL DOTT GAETANO PANEBIANCO & C,Medicina di laboratorio,Sede Operativa
1177,37.511375,13.0746769,92019,ME,Messina,Milazzo,VIA C. COLOMBO 27 PALAZZO ALIFIA,SANITAS 2 SRL,Medicina di laboratorio,Sede Operativa
1178,37.644794,13.0992033,92017,ME,Messina,Messina,VIA C. COLOMBO 27 PAL. ALIFIA,SANITAS SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
1179,37.5118066,13.0789773,92019,ME,Messina,Milazzo,VIA C. COLOMBO 7 PAL. CAMINITI,SANITAS SRL,Radiologia Diagnostica,Sede Operativa
1180,37.305906,13.5926747,92100,ME,Messina,Messina,VIALE SAN MARTINO 338,SOCIETA' COOPERATIVA SOCIALE FARO 85 ONLUS - RSA S LUIGI ORIONE,Residenza Sanitaria Assistita,Sede Operativa
1181,37.399727,13.6179028,92021,ME,Messina,Messina,1. VIA STAZIONE CONTESSE 63 MESSINA - 2. VIA ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1182,37.1112271,13.9527872,92027,ME,Messina,Barcellona Pozzo di Gotto,via Caduti sul Lavoro 35,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1183,37.3198508,13.6611179,92026,ME,Messina,Patti,contrada San Giovanni - Santo Spirito ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1184,37.3366669,13.4264011,92010,ME,Messina,Capo d'Orlando,contrada Santa Lucia,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1185,37.0995799,13.9389276,92027,ME,Messina,Nizza di Sicilia,contrada Olivarella ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1186,37.2875878,13.5268817,92014,ME,Messina,Villafranca Tirrena,via Quasimodo ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1187,37.4020371,13.6166428,92021,ME,Messina,Mistretta,via Neviera snc ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1188,37.5068894,13.0884979,92019,ME,Messina,Lipari,Via San Giorgio,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilit fisiche psichiche e sensoriali,Sede Operativa
1189,37.2726048,13.6196139,92100,ME,Messina,Taormina,VIA PIRANDELLO 80,SPARVIERO SRL,Dialisi,Sede Operativa
1190,37.3095656,13.5836396,92100,ME,Messina,Capo d'Orlando,VIA L. PICCOLO 9,STAF SRL,Radiologia,Sede Operativa
1191,37.1919914,13.7650417,92020,ME,Messina,Messina,VIA LA FARINA ISOLATO 278 SCALA D,STUDIO CARDIOLOGICO GARUFI SAS DEL DOTT SEBASTIANO MARIO GARUFI & C E DELLA DSSA ROSSELLA GARUFI,Cardiologia,Sede Operativa
1192,37.4082042,13.5270587,92015,ME,Messina,Messina,VIALE BOCCETTA 6 ISOL. 350,STUDIO CARDIOLOGICO RIZZO SAS DEL DOTT RIZZO GIAMBATTISTA & C,Cardiologia,Sede Operativa
1193,37.5155915,13.0752839,92019,ME,Messina,Messina,VIA LA FARINA 171 IS. G,STUDIO DE BELLA BIOPATOLOGIA CLINICA DI F DE BELLA & C SAS ,Medicina di laboratorio,Sede Operativa
1194,37.3095656,13.5836396,92100,ME,Messina,Messina,VIA XXIV MAGGIO 28,STUDIO DENTISTICO ASSOCIATO ALI' TAMA',Odontoiatria,Sede Operativa
1195,37.3095656,13.5836396,92100,ME,Messina,Messina,VIA G. LA FARINA 171,STUDIO DENTISTICO ASSOCIATO DEI DOTTORI LIZIO DI LIZIO PLACIDO & C,Odontoiatria,Sede Operativa
1196,37.3125654,13.584526,92100,ME,Messina,Torrenova,VIA B. CAPUTO 143,STUDIO DENTISTICO ASSOCIATO DOTT CORTOLILLO A TAVIANO W CAMPISI G,Odontoiatria,Sede Operativa
1197,37.3152701,13.6604211,92026,ME,Messina,Messina,VIA C. CITARRELLA 39,STUDIO DENTISTICO ASSOCIATO OTERI,Odontoiatria,Sede Operativa
1198,37.3612216,13.847965,92024,ME,Messina,Santa Teresa di Riva,VIA LUNGOMARE 40,STUDIO DENTISTICO BRIGUGLIO ,Odontoiatria,Sede Operativa
1199,37.3106063,13.4653047,92010,ME,Messina,Messina,VIA XXVII LUGLIO 40,STUDIO DENTISTICO DEL PROF ROBERTO BRIGUGLIO,Odontoiatria,Sede Operativa
1200,37.5109217,13.0658232,92019,ME,Messina,Spadafora,VIA NAZIONALE 495,STUDIO DENTISTICO DELLA DOTTSSA M ZAGAMI E DI ESTER MORMINA SAS,Odontoiatria,Sede Operativa
1201,37.6003726,13.2879631,92010,ME,Messina,Messina,VIA TORRENTE TRAPANI 36,STUDIO DENTISTICO DELLA DSSA ROSSELLI ANTONELLA ODONTOIATRIA E PROTESI DENTARIA,Odontoiatria,Sede Operativa
1202,37.2973849,13.526613,92014,ME,Messina,Sinagra,VIA VITTORIO EMANUELE 1,STUDIO DENTISTICO DOTT ANNA MARIA DI PIETRO,Odontoiatria,Sede Operativa
1203,37.1036446,13.9364225,92027,ME,Messina,Alcara Li Fusi,VIA NAZIONALELE 55,STUDIO DENTISTICO DOTT ANTONIO ORITI,Odontoiatria,Sede Operativa
1204,37.311264,13.5867372,92100,ME,Messina,Capo d'Orlando,VIA CONSOLARE ANTICA 451,STUDIO DENTISTICO DOTT ANTONIO ORITI,Odontoiatria,Sede Operativa
1205,37.5037324,13.266722,92016,ME,Messina,Messina,VIA CESARE BATTISTI 1 ,STUDIO DENTISTICO DOTT GREGORIO SCALIA,Odontoiatria,Sede Operativa
1206,37.50823,13.0690976,92019,ME,Messina,Messina,VIA BOCCETTA N. 40,STUDIO DENTISTICO DOTTSSA GIULIA CATANESI,Odontoiatria,Sede Operativa
1207,37.1923382,13.7617285,92020,ME,Messina,Messina,VIA DOGALI 50,STUDIO DENTISTICO DR GIANNETTO GIUSEPPE,Odontoiatria,Sede Operativa
1208,37.612011,13.4419763,92010,ME,Messina,Torregrotta,VIA PROF. SFAMEMI 90 - SCALA,STUDIO DENTISTICO DSSA DOMENICA MASTROIENI,Odontoiatria,Sede Operativa
1209,40.8817087,17.1656163,70013,ME,Messina,Milazzo,VIA UMBERTO I 15,STUDIO DENTISTICO MAIORANA SAS,Odontoiatria,Sede Operativa
1210,37.4132362,13.7254346,92020,ME,Messina,San Filippo del Mela,VIA ALDO MORO 71 - OLIVARELLA,STUDIO DENTISTICO MASTROIENI ,Odontoiatria,Sede Operativa
1211,37.3083844,13.5816593,92100,ME,Messina,Rometta,VIA CUCINOTTI VIOLATO N. 8-12 (EX VIA FONDACO,STUDIO DI ANALISI CLINICHE MANNINA E SALVO DEI DOTTORI MANNINA GIUSEPPE E SALVO GIULIANA & C SAS,Medicina di laboratorio,Sede Operativa
1212,37.3167603,13.5801025,92100,ME,Messina,Terme Vigliatore,VIA G. LA PIRA 1,STUDIO DI ODONTOIATRIA ED ORTODONZIA DEI DOTTRI ROSALBA DI NATALE E GAETANO IANNELLO,Odontoiatria,Sede Operativa
1213,37.4028772,13.6191304,92021,ME,Messina,Barcellona Pozzo di Gotto,VIA SAN GIOVANNI 80,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Sede Operativa
1214,37.3121195,13.6588148,92026,ME,Messina,Messina,via La Farina 141 is. L,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1215,37.4064065,13.5304144,92015,ME,Messina,Barcellona Pozzo di Gotto,via San Giovanni 80,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
1216,37.1022546,13.9409059,92027,ME,Messina,Furnari,VIA III SAN NICOLO' 20,STUDIO DIAGNOSTICO CHIOFALO SNC,Medicina di laboratorio,Sede Operativa
1217,37.3077784,13.5855337,92100,ME,Messina,Santo Stefano di Camastra,VIA MARINA 80,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Sede Operativa
1218,37.1913391,13.7630531,92020,ME,Messina,Santo Stefano di Camastra,via Marina 80,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
1219,37.1913391,13.7630531,92020,ME,Messina,Acquedolci,contrada Buonriposo,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
1220,37.1094973,13.9329634,92027,ME,Messina,Alcara Li Fusi,corso Donadei 26,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1221,37.6499236,13.1076988,92017,ME,Messina,Caronia,via Umberto 112,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1222,37.6029061,12.9659031,92013,ME,Messina,,via S. Filippo di Fragal 26,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
1223,37.6029061,12.9659031,92013,ME,Messina,Sant'Agata di Militello,via Baldisseri 14,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
