COMUNE,LATITUDINE,LONGITUDINE,CAP,Indirizzo,Denominazione struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Presenza Apparecchiature,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
Palermo,38.1256311,13.3615682,90139,VIA PRINCIPE DI BELMONTE 78,STUDIO OCULISTICO ARCUDI SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,5255050824.0,studiooculisticoarcudi@pec.it,,91,331512,91.0,331512.0
0,0.0,0.0,90018,VIA E. IANNELLI; 33,LABORATORIO ANALISI CLINICHE CIRESI SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,34,5653710821.0,francescociresi@libero.it,,91,8143094,,
Palermo,38.1015995,13.3516999,90128,VIA GUSTAVO ROCCELLA; 143,GAVERING SNC DI DI FEDE FRANCESCO PAOLO & C,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,5728070821.0,gavering@pec.it,,91,421008,,
0,44.2176279,12.2347505,90144,VIA EMILIA 1,STUDIO OTORINOLARINGOIATRIA DR. ELIO MANNINO SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,20,5509550827.0,eliomannino@pec.it,,91,518173,,
Palermo,38.133915,13.3539675,90143,VIA GIOACCHINO VENTURA N 1,CENTRO ODONTOIATRICO DI LEO SAS DI G. DI LEO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,N,3,18,5743700824.0,giuseppedileo61@yahoo.it,,91,6257140,91.0,6257140.0
0,0.0,0.0,90141,VIA C. NIGRA 5,STUDIO ODONTOIATRICO DOTT. ALONGE SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,S,5,36,2099680841.0,erika.alonge@gmail.com,,91,6268021,,
0,0.0,0.0,90047,VIA V.E. ORLANDO 18,CENTRO RADIOLOGICO DOTT. L. SANZONE & C. SAS,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,5603090828.0,v.quartucc@virgilio.it,,91,8782594,,
0,0.0,0.0,90139,VIA G. DAITA 15/b,ISTIT. CLIN. LOCOROTONDO SAS,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,4687960825.0,info@isitutolocorotondo.it,www.isitutolocorotondo.it,91,343354,91.0,582227.0
Palermo,38.1428042,13.3336854,90144,VIALE DELLE ALPI;16,C.ODONT.PURPURA MAURIZIO FULVIO & C.SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,21,5696700821.0,,,91,227247,,
0,0.0,0.0,90145,VIA CATALDIO PARISIO; 95,CENTRO ODONTOIATRICO NIKOLIC S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,N,5,36,5767940827.0,biljana.nikolic@libero.it,,91,225474,91.0,6830082.0
Palermo,38.0484136,13.0055283,90041,VIA ROMA; 40,DENTAL WORLD DI PALAZZOLO EUGENIO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,5793990820.0,palazzoloeugenio@yahoo.it,,334,3547157,91.0,8787729.0
Palermo,38.1281491,13.3516338,90141,VIA AGRIGENTO N.41,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,20,5864220826.0,crinoleviclin@pecsoluzioni.it,,91,6259128,91.0,6378849.0
Palermo,38.1281491,13.3516338,90141,VIA AGRIGENTO N.41,CRINO.LE.VI.CLIN. S.R.L. UNISOCIO,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,20,5864220826.0,crinoleviclin@pecsoluzioni.it,,91,6259128,91.0,6378849.0
Palermo,38.1396964,13.3626491,90142,VIA DON ORIONE 35,CENTRO ODONTOIATRICO SAS DI MOSCARELLI LUIGI,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,6801370825.0,studiomoscarelli@libero.it,,91,544659,,
0,0.0,0.0,90015,P.ZZA BELLIPANNI 4,STUDIO CARDIOLOGICO DR. COSIMO MICELI & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,26,5835290825.0,,,921,424973,921.0,424973.0
Palermo,38.1824443,13.240478,90143,VIA LIBERTA' 171,MEDIDENT DI CAVATAIO GIUSEPPE & C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,22,5867440827.0,studiomedident@gmail.com,,91,345978,,
Palermo,38.1666002,13.3167248,90146,VIA SAN LORENZO; 75/B,PA.MA.FI.R (EX ASCLEPIO) ANALISI CLINICHE S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,43,5911080827.0,asclepio@pecsoluzioni.it,,91,6889701,91.0,6887350.0
0,0.0,0.0,90146,VIA A. DE GASPERI; 53/67,CENTRO BIOMEDICO S.C.A.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,20,5875950825.0,centrobio@goodeworld.net,,91,518267,,
0,0.0,0.0,90146,VIA A. DE GASPERI; 53/67,CENTRO BIOMEDICO S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,44,5875950825.0,centrobio@goodeworld.net,,91,518267,,
Palermo,38.1248922,13.3597174,90139,VIA MICHELE AMARI; 41,STUDIO MED. DIAGN. ALBANESE - DI PIAZZA S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,5957580821.0,smdalbanesedipiazza@pec.052.it,,91,589477,91.0,9820780.0
Palermo,38.1628143,13.3285371,90146,VIA DEI QUARTIERI 42,SALUS LAB S.C.A.R.L EX EUROLAB.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,20,5917790825.0,saluslabscarl@gmail.com,,91,8887736,,
Palermo,38.1400119,13.3458457,90143,VIA UGDULENA; 25,CONSORZIO LABORATORI RIUNITI CARACCIOLO S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,40,5906660823.0,analisicaracciolo@libero.it,,91,346321,91.0,349446.0
0,0.0,0.0,90141,VIA LA FARINA; 13/C,LAB. RIUN. GAZIANO - CAPUANO S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,84,5905730825.0,labgaziano-capuano@virgilio.it,,91,6259062,91.0,6259062.0
Palermo,38.1518766,13.3312262,90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,20,5606160827.0,consorziosicilianoanalisi@pec.it,,91,6886351,91.0,7514579.0
Palermo,38.1518766,13.3312262,90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,20,5606160827.0,consorziosicilianoanalisi@pec.it,,91,6886351,91.0,7514579.0
Palermo,38.1518766,13.3312262,90100,VIALE STRASBURGO; 347/349,CONSORZIO SICILIANO ANALISI S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,20,5606160827.0,consorziosicilianoanalisi@pec.it,,91,6886351,91.0,7514579.0
Palermo,38.1314425,13.319691,90145,VIA SUOR MARIA DOLORES DI MAJO; 7,CONSUD S.C.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,54,5748720827.0,consud@pec.it,,91,6851868,,
Palermo,38.0371177,13.4589979,90036,VIA PAPA LEONE II; 78-80,DUOLAB SOC. CONS. A R. L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,5904900825.0,duolab@alice.it,www.duolab.it,91,8721976,91.0,8711417.0
0,0.0,0.0,90139,VIA ALFONZO BONELLI; 1/G,EMOTEAM LABORATORI ANALISI S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,30,5908410821.0,info@emoteam.it,,91,7219124,91.0,6263294.0
Palermo,38.1352462,13.3439558,90144,via Pipitone Federico 129,GRUPPO DIAGNOSTICO MEDITERRANEO S.C.A.R.L.O,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,5906810824.0,gdmscarl@libero.it-@pec.it,,91,6253959,91.0,303421.0
0,0.0,0.0,90123,VIA G. ALAGNA ;2/C/E,INTERLAB SOCIETA' CONSORTILE ARL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,62,5798720826.0,info@laboratoridianalisi.com,www.interlabanalisi.com,91,393514,91.0,6216855.0
0,0.0,0.0,90100,LARGO FERDINANDO LIONTI; 8,POLILAB SOCIETA' CONSORTILE A R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,40,5915440829.0,marcellobonasera@alice.it,,91,446366,91.0,446366.0
Palermo,38.1058767,13.3311831,90129,VIA Valentino Colombo 6-6/a,SANITA' FUTURA SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,42,5905230826.0,sanitafutura@pec.it,,91,6573121,91.0,6573121.0
Palermo,38.1497653,13.3345738,90144,VIA AUSONIA; N°43,UNILAB S.C.A R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,65,5937390820.0,unilab@clinicaandros.it,,91,6785551,91.0,6785557.0
Palermo,38.047121,13.1408117,90042,VIA PIETRO NENNI; 37,CONSORZIO BIOGENESI S.C. A R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,31,5986470820.0,consorzio.biogenesi@peec.it,,91,8981596,91.0,8981596.0
Palermo,38.0908819,13.3922931,90124,VIA CONTE FEDERICO 46,STUDIO ORL DI PIETRO LO BUE E C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,25,5921920822.0,info@pietrolobue.it,www.pietrolobue.it,91,6303213,91.0,6303217.0
0,0.0,0.0,90138,V.LE REG. MARGHERITA 2/B,MORANO I. E ADRAGNA R. STUDIO MED. DENTISTICO SNC,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,27,5614870821.0,ivana_morana@yahoo.it,,91,6817342,,
Palermo,38.1666002,13.3167248,90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,S,5,50,4413030828.0,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91.0,6806906.0
Palermo,38.1666002,13.3167248,90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,S,5,50,4413030828.0,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91.0,6806906.0
Palermo,38.1666002,13.3167248,90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,S,5,50,4413030828.0,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91.0,6806906.0
Palermo,38.1288976,13.3414639,90145,VIA CLAUDIO MONTEVERDI; 19,AMBULATORIO ODONT. DOTT. R. DAVì E C. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,6063450826.0,studiodavi@infinito.it,,91,6818234,,
Palermo,38.1382429,13.3511586,90143,VIA GENERALE STREVA N. 45,STUDIO OCULISTICO CAMPO & C SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,20,5676590820.0,aliti2@libero.it,,91,342224,,
Palermo,38.103186,13.3306209,90129,CORSO CALATAFIMI; 961,DOTT. AURORA GIRGENTI SAS AMB. DI CARDIOLOGIA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,25,5255440827.0,auroragirgenti@gmail.com,,349,8102711,,
0,0.0,0.0,90031,VIA DON PINO PUGLISI 214 A/B,AMBULATORIO ODONTOIATRICO DOTT. MALTESE V. & C SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,22,6002200828.0,v_maltese@libero.it,,338,5983716,,
0,0.0,0.0,90049,VIA RUGGERO SETTIMO N.113-117,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,49,6047120826.0,antonino.giannola1@tin.it,,91,8681285,91.0,8681285.0
0,0.0,0.0,90049,VIA RUGGERO SETTIMO N.113-117,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,49,6047120826.0,antonino.giannola1@tin.it,,91,8681285,91.0,8681285.0
0,0.0,0.0,90037,VIA G. MATTEOTTI; 60,CENTRO ODONTOIATRICO DOTT. GRECO SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,23,6089870825.0,,,91,8575665,,
Palermo,38.125017,13.3536652,90141,VIA GIOSUE' CARDUCCI; 3,LOCOROTONDO LABS SRL,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,35,6110050827.0,locorotondolabs@pec.it-info@locorotondolabs.it,www.gruppolocorotondo.it,91,329341,91.0,6110912.0
Palermo,38.105287,13.3360359,90129,CORSO CALATAFIMI; 338,AMB.ODONT. DOTT AMATO SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,21,6068930822.0,dramatoepifanio@alice.it,,91,485467,,
0,0.0,0.0,92010,via Grecale s.n.c. -Lampedusa,HD 24 SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,12,2678420841.0,centrodialisilampedusa@gmail.com,,922,971071,922.0,971071.0
Palermo,38.1193564,13.3509633,90138,PIAZZA VITTORIO EMANUELE ORLANDO 6,AMBUL. ODONT. DOTT. GIUSEPPE CARAFFA & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,25,6263170828.0,ambulatorioodontoiatricogaraffa@pec.it,,91,322967,,
Palermo,38.1265367,13.3269717,90145,via Giuseppe Gandolfo; 21,STUDIO OCULISTICO DOTT.SSA ANTONELLA AGLIALORO & C. s.a.s.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,6272090827.0,antonellaaglialoro@gmail.com,,91,551402,,
Palermo,37.7972742,14.2019264,90024,VIA NAZIONALE; 122-124,LAC DR.DAVIDE F.TO SGOI E C. s.a.s.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,34,6201480826.0,labsgroi@hotmail.it,,921,689887,,
Palermo,38.0341331,13.4519722,90036,Via Trieste 12,NUOVA IMAGING DR. PIETRO POLIZZI S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,45,6229080822.0,polizzipietro@virgilio.it,,91,8723692,91.0,8712156.0
0,0.0,0.0,90036,via Gaetano Scarpello 13/15,AMBULATORIO ODONTOIATRICO DOTT.SSA GIULIA LIBERTI & C. s.a.s.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,6275300827.0,giulia.liberti@pec.andi.it,,91,8732216,91.0,8732216.0
0,0.0,0.0,90013,Via P.pe Umberto 5/bis,CENTRO ANALISI CLINICHE MADONIE S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,38,6373830824.0,centroanalisiclinichemadoniescarl@legalmail.it,,921,672688,921.0,672727.0
Palermo,38.1666002,13.3167248,90146,VIA SAN LORENZO 75/B,PA.MA.FIR. s.r.l. AMBULATORIO POLISPECIALISTICO,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,3732540822.0,pamafir@pecsoluzioni.it,www.pamafir.it,91,6889701,91.0,6887350.0
Palermo,38.1237093,13.3558034,90141,VIA RUGGERO SETTIMO N.55,ISME - ISTITUTO MEDICO EUROPEO DEL DOTT. SALVATORE PISCITELLO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,48,4673140820.0,info@istitutomedicoeuropeo.it,www.istitutomedicoeuropeo.it,91,324250,91.0,8772185.0
Palermo,38.0856935,13.437435,90123,VIA PADRE GIUSEPPE PUGLISI 74-76,IPCD DOTT. GIACOMO LIGUORI S.C.A.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,6,42,6471750825.0,cmd.liguori@libero.it,,91,6216162,91.0,6215940.0
0,0.0,0.0,90047,via Beneveto 10,CENTRO ODONTOIATRICO DOTT. GAGLIO FRANCESCO E C.S.A.S,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,5533970827.0,francesco-gaglio@libero.it,,91,8904374,91.0,8904374.0
Palermo,38.1403021,13.1821577,90044,via S.Anna 68,AMBULATORIO ODONTOIATRICO DR ARMENIO PINO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,2,18,4059830820.0,pino-armenio@virgilio.it,,91,8660785,91.0,8660785.0
0,0.0,0.0,90030,via Kassar 48,STUDIO ODONTOIATRICO TIRRITO M.CARMELA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,2,16,4214230825.0,m.carmelatirrito@libero.it,,91,8218616,91.0,8218616.0
Palermo,38.1063661,13.3381531,90129,CORSO CALATAFIMI; 419,STUDIO DENTISTICO DOTT. ANTONIO VECCHIONI,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,12,3553350822.0,vecchioni.antonio@libero.it,,91,488127,91.0,488127.0
Palermo,38.1356923,13.3424426,90144,VIA Nunzio Morello 3,STUDIO ODONTOIATRICO DR. BUZZANCA ELIO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,36,4767590823.0,elio.buzzanca@alice.it,,91,342342,91.0,342342.0
0,0.0,0.0,90135,via Castellana39/41,STUDIO ODONTOIATRICO DOTT. GIACOMO GALIOTO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,3794030829.0,dott.giacomogalioto@libero.it,www.studiodentidticodott.giacomogalioto.com,91,6732777,,
Palermo,38.144149,13.3343979,90144,via Marche 16,CENTRO ODONTOIATRICO SICILIANO s.r.l.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,4895340828.0,centroodontoiatricobonacasa@gimail.com,www.centroodontoiatricosiciliano.it,91,6700120,91.0,513214.0
Palermo,38.1276407,13.350367,90141,via Agrigento 5,CENTRO DI MEDICINA NUCLEARE SR.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,35,416550820.0,centromedicinanucleare.pa@gmail.it,,91,6250363,91.0,6250364.0
Palermo,37.8847899,13.3756265,90030,VIA VITTORIO EMANUELE; 63,STUDIO DI ODONTOIATRIA DR.SSA SCLAFANI CATERINA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,1,6,4524150820.0,caterinasclafani@live.it,,91,8724499,91.0,8737627.0
0,0.0,0.0,90043,c.so Umberto1° 184,STUDIO ODONTOIATRICO DR CACIOPPO VINCENZO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,12,3531330821.0,vincenzoczcioppo57@gmail.com,,924,37313,,
0,0.0,0.0,90018,via E.Iannelli 33,STUDIO DENTISTICO DR. GERVASI DANIELE,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,1,8,4243660828.0,danielegervasi@gmail.com,,91,8114734,91.0,9294117.0
Palermo,37.9780546,13.6894939,90018,VIA ALDO MORO 2,STUDIO ODONTOIATRICO DOTT. LO FORTI ALBERTO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,2,8,3746000821.0,albertoforti@gmail.com,,91,8141601,91.0,8141601.0
0,0.0,0.0,90020,via Giuseppe Cangialosi 70,STUDIO ODONTOIATRICO DR. ANTONIO GUTTILLA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,16,3161970821.0,nino.guttilla@alice.it,,338,9064440,,
Palermo,38.0894707,13.5362125,90017,via Solunto 34,L.A.C. DOTT.SSA CRIVELLO PAOLA S.A.S DI TOMASELLO AGOSTINO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,2,5,4738020826.0,labpaolacrivello@pec.it,,91,111111,91.0,111111.0
Palermo,37.7509037,13.5976803,90025,VIA CARLO ALBERTO DALLA CHIESA 2,STUDIO DI RADIOLOGIA DI MARIO FEO SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,22,6054060824.0,radiologialepalme@virgilio.it,,91,8251580,91.0,8251580.0
Palermo,38.1238996,13.3514104,90141,VIA DANTE 330,ISTITUTO MERIDIONALE ANGIO TAC SRL,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,66,3215820824.0,angioac.mat@gmail.com,,91,5085918,,
Palermo,38.0854294,13.5075377,90011,via Emilio Murdolo 26,OFTA STUDIO S.A.S. DI GIUSEPPA D'AMICO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,2,10,5462850826.0,OFTASTUDIO@pec.it,,91,934456,,
Palermo,38.0796932,13.5150685,90011,via Luigi Capuana 12/14,ISTITUTO ODONTOIATRICO DI GIANNICOLO TOMASELLO & C. Snc,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,32,4764050824.0,,,91,932886,,
Palermo,38.1435027,13.3521215,90143,via Ferdinando Ferri 10,DOTT. MiLAZZO SERGIO s.a.s. DI MILAZZO SERGIO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,26,6441000822.0,milazzos@blu.it,,91,361016,,
Palermo,38.1497653,13.3345738,90144,via Ausonia 43/45,PMA CENTRO ANDROS SRL,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,60,3730190828.0,centroandros@pec.it - info@clinicaandros.it,www.clinicaandros.it,91,6785511,91.0,6785522.0
Palermo,38.1096512,13.3699868,90123,Corso dei Mille 56,karol srl,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURE COSENTINO DI KAROL S.R.L.,12,S,5,35,6065204829.0,KAROLStrutturesanitarie@PEC.IT,,91,6162016,91.0,6161041.0
0,44.10609,9.8168292,90045,CORSO UMBERTO 286,AMBULATORIO ODONTOIATRICO ACCREDITATO DR.VINCENZO DI VITA & C s.a.s,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,31,6390730825.0,ambulatoriodiviita@pec.it,,91,8699793,91.0,2733067.0
0,0.0,0.0,90145,via Bernabei 19,AMBULATORIO ODONTOIATRICO DEL DOTT. ALESSANDRO GRANATELLI s.a.s.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,6494430827.0,alegra.56@libero.it,,338,2241377,,
Palermo,38.1348435,13.3543796,90143,via Duca della Verdura 4,CENTRO OCULISTICO MOAVERO DI MOAVERO MARCELLO E C. s.a.s,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,24,6481800826.0,centrooculisticomoavero@pec.it,www.centrooculisticomoavero.it,91,306000,,
0,0.0,0.0,90026,via XXX Aprile 95,DIAVERUM ITALIA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,36,2243300361.0,,,921,640189,91.0,8040577.0
Palermo,37.8227356,13.2950736,90034,via Madre Teresa Cortimiglia 22,R.A.L. s.r.l.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,3,18,6122250829.0,ral.radiologia@virgilio.it,,91,8462578,91.0,8462578.0
0,43.83401145,13.006244045120326,90048,Piazza del Popolo ;2,AMBULATORIO ODONTOIATRICO DOTT. PULEIO GIOVANNI,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,24,6454290823.0,ambulatorioodontoiatricodottgiovannipuleios@pec.it,,91,8572226,91.0,8572226.0
0,0.0,0.0,90138,Piazza P.pe di Camporeale 26 /d,CENTRO OCULISTICO LA MANTIA DOTT. LA MANTIA E c. SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,18,6405610822.0,centrolamantia@pecsoluzioni.it-filippolamantia@gma,,91,214012,91.0,214012.0
0,0.0,0.0,90129,via F.sco Speciale 79,AMBULATORIOCARDIOLOGISO SAS DI RIZZO DOTT.SSA ROSA & C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,6303610825.0,rosarizzo1@tin.it,,91,421593,91.0,421593.0
Palermo,38.1303669,13.3556068,90139,VIA ENRICO ALBANESE;17,AMBULATORIO OCULISTICO FOCUS DI V. GIUFFE' SAS,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,43,5740270821.0,ambulatoriooculisticofocus@gmail.com,,91,324253,,
Palermo,38.1303669,13.3556068,90139,VIA ENRICO ALBANESE;17,AMBULATORIO OCULISTICO FOCUS DI V. GIUFFE' SAS,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,43,5740270821.0,ambulatoriooculisticofocus@gmail.com,,91,324253,,
Palermo,38.0760175,13.4448279,90141,via Dante Alighieri 58,COSTA POLIMEDICAL CENTER SNC DI COSTA DOTT. G. M. E COSTA BENEDETTO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,S,2,8,3693580825.0,costapolimedicalcenter@pec.it-info@costamedical.it,www.costamedical.it,91,8352820,91.0,8352820.0
Palermo,38.1401332,13.3277434,90146,via Cruillas 2/a,DR. CANESTRO GIUSEPPE,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,23,3990060828.0,gcanestro@libero.it,,91,6852815,91.0,6852815.0
Palermo,38.1130845,13.3325945,90135,via Libero Grassi 27,STUDIO ODONTOIATRICI DOTT. G.PPE SCAFIDI,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,4076370826.0,giuseppescafidi@pec.aio.it-scafident@libero.it,,91,6522920,,
