SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;DESCRIZIONECOMUNE;CAP;INDIRIZZO;DENOMINAZIONESITOLOGISTICO;LATITUDINE;LONGITUDINE;PARTITAIVA
TP;TRAPANI;PACECO;91027;via Regina Margherita 26;Il Farmacista del dott. Salvatore Rosselli;37,98045158;12,55926757;2289120814
PA;PALERMO;PALERMO;90100;LARGO VILLAURA N.6;FARMA IMPRESA S.R.L.;38,13628212;13,36195682;5678680827
SR;SIRACUSA;SOLARINO;96010;c/so vittorio emanuele n.95;parafarmacia dott,ssa Rita Calafiore;37,0991801;15,1222024;1612300895
CL;CALTANISSETTA;GELA;93012;Via Settefarine 69;Parafarmacia G. Paolo II;37,079603;14,253743;1384900880
AG;AGRIGENTO;SAN GIOVANNI GEMINI;92020;VIA SACRAMENTO 93;DFD ZOOTECNIA e VETERINARIA;37,61734017;13,64934337;2438720845
PA;PALERMO;PALERMO;90142;Via Montalbo 148/150;PARAFAMACIA;38,13809935;13,36316155;5657040829
CT;CATANIA;CATANIA;95128;via vincenzo giuffrida 174c;PARAFARMACIA dott.ssa Recca G.;37,51842722;15,09161359;1288440876
RG;RAGUSA;RAGUSA;97100;Viale Tenente Lena, 27;ARTEMISIA;36,9269273;14,7255129;1229190887
CT;CATANIA;ACI CASTELLO;95021;via tripoli 159;Farmaservices srl;37,55617715;15,13931247;4640290872
AG;AGRIGENTO;LICATA;92027;Via Palma 171;parafarmacia Cellura;37,15445221;13,91888255;2535920843
CT;CATANIA;BRONTE;95034;pzz. Cadorna, 10;Bancofarmacia Dott.ssa Lazzaro Ida;37,790658;14,83094;4595290877
CT;CATANIA;CATANIA;95100;V.le Vittorio veneto 46;farmatek srl;37,55567037;15,14679719;4515460873
SR;SIRACUSA;NOTO;96017;Via Pascoli 6;Parafarmacia Dott.E.Zaccone;36,91237347;15,01984623;1631070891
CT;CATANIA;MISTERBIANCO;95045;VIA GIACOMO MATTEOTTI N. 320;CARUSO MARIA SANTINA;37,47575611;14,97389962;3611100870
ME;MESSINA;MESSINA;98158;Via Messina 1H;Faro della Salute di Fazio Salvatore & C. s.a.s.;38,1940297;15,554114;2992540837
CT;CATANIA;CATANIA;95126;Via De Caro 82;T&B S.R.L.;37,52850899;15,10808285;1120230865
RG;RAGUSA;ACATE;97100;corso italia 452;parafarmacia dott.ssa campagnolo;37,01162981;14,44201662;10211241004
RG;RAGUSA;VITTORIA;97019;via G.Matteotti, 262;vittoria farma s.r.l.;36,95692426;14,49619784;1393760887
CT;CATANIA;TRECASTAGNI;95039;Via Principe Umberto, 125;PARAFARMACIA DOTT.SSA F.GIORDANO;37,61511357;15,07937214;5358120870
CT;CATANIA;TRECASTAGNI;95039;Via Principe Umberto, 125;Parafarmacia Dr.ssa A. Puleo;37,61511357;15,07937214;4548260878
CT;CATANIA;CATANIA;95123;Viale Mario Rapisardi, 418;PARAFARMACIA;37,56234256;15,07200301;4256060874
ME;MESSINA;GIARDINI-NAXOS;98035;Jannuzzo;MV S.r.l.;37,8241584;15,26243823;2915470831
CT;CATANIA;CASTIGLIONE DI SICILIA;95012;VIA REGINA MARGHERITA 43 - FRAZ. PASSOPISCIARO -;PARAFARMACIA DOTT. AGOSTA ANTONIO;37,85593359;15,08380678;3008260832
PA;PALERMO;TRABIA;90019;C.so La Masa, 80;Raspante Dorotea;37,99433236;13,6569001;3336270826
CT;CATANIA;CATANIA;95121;VIA GELSO BIANCO;AUCHAN;37,44220831;15,03582932;3349310965
CT;CATANIA;CATANIA;95121;Via GELSO BIANCO;PARAFARMACIA CONAD;37,44220831;15,03582932;1967130541
RG;RAGUSA;RAGUSA;97100;Via Ettore Fieramosca n. 230;Merkant srl;36,9085134;14,6961744;1487880880
RG;RAGUSA;RAGUSA;97100;Via Ettore Fieramosca n. 230;PARAFARMACIA;36,9085134;14,6961744;1487880880
ME;MESSINA;MESSINA;98123;Via G. La Farina,100;Parafarmacia;38,1940297;15,554114;2983650835
ME;MESSINA;GIOIOSA MAREA;98063;Via umberto I;parafarmacia;38,17125454;14,89333011;3719150835
ME;MESSINA;GIOIOSA MAREA;98063;via umberto I;parafarmacia;38,17125454;14,89333011;3008940839
CT;CATANIA;CATANIA;95100;PIAZZA GALATEA 1-2;CORSARO CATERINA FAUSTA;37,5134035;15,1033811;4516900877
CT;CATANIA;CATANIA;95100;Piazza GALATEA 1-2;CORSARO CATERINA FAUSTA;37,5134035;15,1033811;5164130873
CT;CATANIA;GRAVINA DI CATANIA;95030;Via Quasimodo sn;Ipercoop Etneo;37,5606815;15,0609035;3503411203
CT;CATANIA;GRAVINA DI CATANIA;95030;Via Quasimodo sn;Ipercoop Etneo;37,5606815;15,0609035;5314510826
EN;ENNA;CATENANUOVA;94010;VIA VITTORIO EMANUELE III N94;PARAFARMACIA SALVATORE GRASSO;37,57113315;14,69406363;4679670879
PA;PALERMO;PALERMO;90145;VIA TRABUCCO N 170;PARAFARMACIA CERVELLO DI CERASOLA ROBERTO;38,1525952;13,3153642;5778200823
PA;PALERMO;PALERMO;90145;VIA TRABUCCO N 170;PARAFARMACIA CERVELLO DI CERASOLA ROBERTO;38,1525952;13,3153642;5778200823
ME;MESSINA;MESSINA;98122;via garibaldi 72;parafarmacia dott.ssa ciano carmela;38,1940297;15,554114;3011940834
ME;MESSINA;ROCCALUMERA;98027;via Umberto I n.424/a;Parafarmacia Jonica;37,9750011;15,3941557;2932940832
AG;AGRIGENTO;LICATA;92027;via Campobello,6;Bonvissuto Nunziata;37,15445221;13,91888255;1731040844
EN;ENNA;PIAZZA ARMERINA;94015;Via Gen. Ciancio, 12;La Sanitaria Dr. Maurizio Prestifilippo;37,48584659;14,32473163;382920866
TP;TRAPANI;ERICE;91016;VIA ALESSANDRO MANZONI, N.40/42;LA PARAFARMACIA  SNC DI GAMBINA MARIANNA & C.;38,0119388;12,61419424;2351110818
CT;CATANIA;CATANIA;95122;Via Giuseppe Tomasi di Lampedusa, 15 - 17;Parafarmacia Pistone;37,52419289;15,03890015;4700040878
TP;TRAPANI;SALEMI;91018;VIA MARSALA N. 117;PARAFARMACIA DEL DOTT. FAVUZZA FRANCESCO;37,82241714;12,7661971;2348730819
PA;PALERMO;TRABIA;90019;corso La Masa 36;Salupharma sas di Turturici Ignazio;37,99433236;13,6569001;5805310827
SR;SIRACUSA;PACHINO;96018;viale aldo moro 206;parafarmacia del viale;36,72051272;15,09030048;1071740896
CT;CATANIA;PIEDIMONTE ETNEO;95017;via nuova del convento 18;parafarmacia pedemontana;37,80137412;15,13959784;4620680878
SR;SIRACUSA;NOTO;96017;VIA CORRADO CONFALONIERI N. 8;NUTRISHOP S.A.S. DI CORRADO MALANDRINO E C.;36,91237347;15,01984623;1538730894
EN;ENNA;NICOSIA;94014;piazza san francesco,24;billone salvatore;37,75966862;14,36717728;1147570863
CT;CATANIA;SCORDIA;95048;via Garibaldi n 30;Erboristeria Parafarmacia;37,2944046;14,8424031;3247210879
PA;PALERMO;SAN GIUSEPPE JATO;90048;via vittorio emanuele n 94;parafarmacia;37,9699483;13,1820575;4752850828
EN;ENNA;LEONFORTE;94013;C.so Umberto 363;Parafarmacia T.M. s.n.c.;37,64475594;14,36552629;1147720864
TP;TRAPANI;TRAPANI;91100;LUNGOMARE DANTE ALIGHIERI S.N.C.;MULTIPHARMA S.R.L.;38,0240885;12,522658;2356570818
EN;ENNA;ENNA;94100;VIA AIDONE 31;PARAFARMACIA LIPIANI SRL;37,48584659;14,32473163;1148590860
EN;ENNA;ENNA;94100;VIA ROSARIO LIVATINO 124;PARAFARMACIA LIPIANI SRL;37,48584659;14,32473163;1148590860
CT;CATANIA;CATANIA;95125;VIA PASSO GRAVINA, 81D;ASSFARMA S.R.L.;37,52164115;15,08217405;4479310874
ME;MESSINA;MESSINA;98123;VIA RISORGIMENTO 160;RITA MORABITO;38,1877342;15,55580164;3036950834
PA;PALERMO;PALERMO;90124;Via Pecoraino ang. via Laudicina;Ipercoop Roccella;38,0925053;13,4099363;3503411203
PA;PALERMO;PALERMO;90122;Via Pecoraino ang. via Laudicina;Ipercoop Roccella;38,0925053;13,4099363;5314510826
PA;PALERMO;PALERMO;90124;Via Pecoraino ang. via Laudicina;Ipercoop Roccella;38,0925053;13,4099363;5314510826
PA;PALERMO;BAGHERIA;90011;via Papa Giovanni XXIII, 36/38;Integra srl;38,07868195;13,51779403;5249610824
TP;TRAPANI;CASTELVETRANO;91022;via Pietro Luna, 157;Parafarmacia Naturfarma del dott. A. Barone;37,6842293;12,7887028;2278500810
CT;CATANIA;CASTEL DI IUDICA;95040;Via S. Giuseppe, 21;Parafarmacia Piemonte;37,50876938;14,67994134;4732710878
ME;MESSINA;MISTRETTA;98073;Via Libertà s.n.c.;Parafarmacia Dott. Paolo Giordano;37,90318433;14,36815817;2980450833
CT;CATANIA;CATANIA;95100;Contrada Bicocca;"Bancofarmacia ""ICOM""";37,5037449;15,0861293;5031770877
CT;CATANIA;CATANIA;95100;S.S. del Gelso Bianco Km.84+500 Contrada Bicocca;Centro Commerciale Porte di Catania;37,5037449;15,0861293;5031770877
RG;RAGUSA;VITTORIA;97019;Via Principe Umberto, 168;Parafarmacia ARTEMISIA;36,95692426;14,49619784;1229190887
RG;RAGUSA;VITTORIA;97019;VIA N. BIXIO, N° 230;PARAFARMACIA AENNEPHARMA S.R.L.;36,9518933;14,5332768;1486180886
RG;RAGUSA;VITTORIA;97019;VIA N. BIXIO, N° 230;PARAFARMACIA CO.GIL.FARMA SRL;36,9518933;14,5332768;1486180886
RG;RAGUSA;VITTORIA;97019;Via N. BIXIO, N° 230;PARAFARMACIA DOTT.SSA ANZALDO S.R.L. S.;36,9518933;14,5332768;1580000881
CT;CATANIA;GRAMMICHELE;95042;C.SO VITTORIO EMANUELE 86;PARAFARMACIA DOTT.SSA MIRIAM CRISTOFARO;37,2118636;14,6391086;4758100871
PA;PALERMO;PALERMO;90144;via aquileia, 114;parafarmacia d'amore;38,14281678;13,33269271;5848460829
CT;CATANIA;BELPASSO;95032;CENTRO COMMERCIALE ETNAPOLIS;P&P Srl;37,5449539;14,95139957;4978840876
CT;CATANIA;BELPASSO;95032;#NOME?;PARAFARMACIA ETNAPOLIS;37,5449539;14,95139957;5368500871
CT;CATANIA;BELPASSO;95032;CENTRO COMMERCIALE ETNAPOLIS;PARAFARMACIA IPERFAMILA;37,5449539;14,95139957;4978840876
PA;PALERMO;PALERMO;90145;via malaspina n. 126;parafarmacia tranchina;38,13022074;13,33094987;5250710828
ME;MESSINA;TAORMINA;98039;Via Del Ginnasio,24;Parafarmacia Dott.ssa Giulia Pedone;37,8517126;15,2892904;1156340869
PA;PALERMO;TERMINI IMERESE;90018;v.vittorio amedeo 9;parafarmacia-erboristeria dott.ssa baratta rita;37,95990094;13,7408497;4029810829
RG;RAGUSA;RAGUSA;97100;via carducci 11;parafarmacia omeopatica;36,9475014;14,61123448;1437360884
PA;PALERMO;BELMONTE MEZZAGNO;90031;Via J.F. Kennedy, 87;EUREKA  C.M.  srl;38,0456554;13,3946429;5863650825
AG;AGRIGENTO;CASTELTERMINI;92025;VIA VITTORIO EMANUELE ORLANDO, 6;PARAFARMACIA DOTTORESSA RESTIVO GRAZIA LUCIA;37,52937302;13,62738864;2146390840
PA;PALERMO;PALERMO;90145;VIA PRINCIPE DI PALAGONIA 12F-G;PARAFARMACIA DOTT.SSA ALESSANDRA TROJA;38,13022074;13,33094987;5889730825
CT;CATANIA;ACI SANT'ANTONIO;95025;VIA SPIRITO SANTO N.77;PARAFARMACIA RUSSO DOTT.AUGUSTO;37,62426309;15,11751958;4675500872
ME;MESSINA;TUSA;98079;Piazza Trento e Trieste;Parafarmacia di Emanuele Maria Grazia;37,98466574;14,24074935;3088060839
PA;PALERMO;PALERMO;90143;via generale vincenzo streva, 55;cadifarm s.r.l.;38,13811848;13,35086214;5606800828
TP;TRAPANI;CASTELVETRANO;91022;via Francesco Crispi, 44;BIOKAN PHARMA S.a.S.;37,6800781;12,7935549;2597440847
CT;CATANIA;CATANIA;95128;via Ruggero Settimo, 1;parafarmacia natura & pharma;37,51826926;15,09218896;4744390875
RG;RAGUSA;RAGUSA;93100;c/da piombo;parafarmacia kastalia di bordonaro leonardo;36,9269273;14,7255129;1324350881
CT;CATANIA;CATANIA;95121;Aeroporto Catania;Parafarmacia Aeroporto;37,46689845;15,06356824;2999080878
PA;PALERMO;CARINI;90044;CONTRADA CIACHEA SN;POSEIDON S.R.L.;38,12956244;13,16340388;5884420828
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;VIA CATIRA S.LUCIA SN;PARAFARMACIA COZZO SRL CON SOCIO UNICO;37,5782757;15,0947724;4791770870
PA;PALERMO;PALERMO;90141;VIA XX SETTEMBRE 15;PARAFARMACIA XX SETTEMBRE;38,07988537;13,51007562;5919750827
AG;AGRIGENTO;SCIACCA;92019;VIA SEGNI, 5;PARAFARMACIA CUSMANO DR.SSA CARMELA SANTANGELO;37,5089399;13,0660965;2604270849
SR;SIRACUSA;SIRACUSA;96100;Via Algeri 16/18;Parafarmacia Dott. Leni Luca;37,08602386;15,29724456;1685060897
RG;RAGUSA;RAGUSA;97100;Via Archimede 309;L'Angolo della Salute;36,7593625;14,64665942;1124590884
RG;RAGUSA;VITTORIA;97019;Via Rosario Giurato, sn;Parafarmacia ARTEMISIA;36,9520998;14,5372653;1229190887
AG;AGRIGENTO;SCIACCA;92019;VIA GHEZZI 27;PARAFARMACIA CATALANO;37,5065172;13,1084935;2604630844
PA;PALERMO;PALERMO;90145;Via Torre Ingastone Località Borgonuovo;iper Borgonuovo;38,13022074;13,33094987;3503411203
PA;PALERMO;PALERMO;90145;Via Torre Ingastone Località Borgonuovo;iper Borgonuovo;38,13022074;13,33094987;5314510826
CT;CATANIA;CATANIA;95123;Via Ammiraglio Caracciolo 21;PARAFARMACIA Dott Alessandro Benedetto Ferlito;37,50762927;15,06751318;5364610872
CT;CATANIA;CATANIA;95123;Via Ammiraglio Caracciolo 21;PARAFARMACIA Dott Domenico Epifani;37,50762927;15,06751318;4823850872
CT;CATANIA;CATANIA;95123;Via Ammiraglio Caracciolo 21;PARAFARMACIA Dott Domenico Epifani;37,50762927;15,06751318;5364610872
CT;CATANIA;CATANIA;95123;Via Ammiraglio Caracciolo 21;PARAFARMACIA Dott. Alessandro Benedetto Ferlito;37,50762927;15,06751318;5364610872
TP;TRAPANI;CAMPOBELLO DI MAZARA;91021;Via San Giovanni, 194;Parafarmacia Naturfarma del dott. A. Barone;37,63773223;12,75480372;2278500810
ME;MESSINA;TAORMINA;98039;VIA TIMEO 23;PARAFARMACIA ALCHIMEA DI GIANDINOTO SILVANA;37,85414976;15,28822572;3116290838
SR;SIRACUSA;LENTINI;96016;Via Vitt.EmanueleIII,n°27;ParaFarmacia Vittorio Emanuele III;37,2901741;14,9990686;4451000873
CT;CATANIA;CATANIA;95128;via Vittorio Emanuele Orlando,34;parafarmacia natura & pharma;37,57396775;15,10012194;4744390875
SR;SIRACUSA;AVOLA;96012;C.da Risicone - circ. Avola - Noto;Parafarmacia Il Giardino di Avola;36,9272002;15,11904756;2999080878
TP;TRAPANI;MARSALA;91025;CORSO CALATAFIMI,14;FARMA CENTER FARMACISTA DEL DOTT. ANDREA SALVO;37,79326616;12,44503935;1401320815
CT;CATANIA;ACIREALE;95024;Corso Savoia 239/c;Parafarmacia Savoia;37,62127527;15,16259875;4832320875
CT;CATANIA;MASCALI;95016;Via Spiaggia , 115;Parafarmacia del Mare;37,76653982;15,16686771;2058570876
RG;RAGUSA;POZZALLO;97016;viale papa giovanni xxiii 27/a;parafarmacia armenia vanda;36,73336119;14,85009428;1441430889
ME;MESSINA;MESSINA;98100;viale San Martino 172;Parafarmacia Bruni;38,1781244;15,5488386;1722550835
SR;SIRACUSA;LENTINI;96016;VIA SOLFERINO 10;"""IL NIDO"" DI NIPITELLA ELIANA";37,28847214;14,9995013;1294360894
PA;PALERMO;PALERMO;90151;via carbone 27;parafarmacia sicilia s.r.l.;38,13022074;13,33094987;5721120821
SR;SIRACUSA;PACHINO;96018;viale aldo moro 206;parafarmacia del viale;36,72051272;15,09030048;1700770892
TP;TRAPANI;ALCAMO;91011;Via Pietro Maria Rocca,1;Parafarmacia;37,96384984;12,97409835;2261580811
EN;ENNA;AGIRA;94011;c/o sicilia fashion village;parafarmacia & spa;37,6021502;14,54684898;1052390869
EN;ENNA;PIAZZA ARMERINA;94015;VIA G'D'ANNUNZIO, 48;PARAFARMACIA F.LLI DIANA S.R.L;37,48584659;14,32473163;1159250867
PA;PALERMO;PALERMO;90136;Via Pitrè 193/F;Parafarmacia Kalos;38,13022074;13,33094987;5729720820
PA;PALERMO;PALERMO;90136;via Pitrè 193/F;Parafarmacia Kalos;38,13022074;13,33094987;5729720820
CT;CATANIA;CATANIA;95121;Contr. Jungetto;Parafarmacia  MAAS;37,44220831;15,03582932;4836200875
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Via C. Colombo, 6 c/o c. comm.le I Portali;Parafarmacia I Portali;37,57712192;15,09267251;2999080878
CT;CATANIA;CATANIA;95121;Via Acquicella Porto, 6/b;Parafarmacia Al Faro;37,48994755;15,07553915;2999080878
CT;CATANIA;CATANIA;95121;Via Cardinale Dusmet (Porto di Catania);Parafarmacia Vecchia Dogana Al Porto;37,5019095;15,0895121;2999080878
TP;TRAPANI;MARSALA;91025;v. N. Bixio 54;Sudfarmaco;37,792038;12,45036;2462260841
CT;CATANIA;ACIREALE;95024;Via Riggio n. 1;PARAFARMACIA PHARMAKON della dott. Giovanna Russo;37,63441983;15,16067303;4619920871
SR;SIRACUSA;PALAZZOLO ACREIDE;96010;Piazza Pretura 7, 8, 9;Helios di Carpino p. e Mirona Dott.ssa Rosaria snc;37,0618619;14,9041408;1471640894
CT;CATANIA;CATANIA;95125;via A. Longo 20;parafarmacia Orto Botanico del dott. Franco Faro;37,44220831;15,03582932;2832530873
SR;SIRACUSA;FLORIDIA;96014;V.LE TURATI 104;BRUNETTO S.R.L.;37,08098456;15,11535358;1693920892
PA;PALERMO;BAGHERIA;90011;VIA PAPA GIOVANNI XXIII n°167;PARAFARMACIA IGEA;38,07868195;13,51779403;5982110826
CT;CATANIA;ACIREALE;95024;via sciarelle 67-67/A;multifarma professional srl;37,63441983;15,16067303;4873320875
TP;TRAPANI;SAN VITO LO CAPO;91010;piazza marinella 30;parafarmacia spina di spina m. g. & c. sas;38,12391712;12,75897376;2418890816
CT;CATANIA;CATANIA;95123;VIA SEBASTIANO CATANIA N°312;P&P srl;37,51864259;15,05994491;4978840876
CT;CATANIA;CATANIA;95123;Via SEBASTIANO CATANIA N312;PARAFARMACIA SEBASTIANO CATANIA;37,51864259;15,05994491;5368500871
CT;CATANIA;CATANIA;95123;VIA SEBASTIANO CATANIA N°312;ROBERTO ABATE S.P.A;37,51864259;15,05994491;4978840876
CT;CATANIA;ACIREALE;95024;via galatea,16;pharma naturae erboristeria;37,61292526;15,16754261;1703350833
ME;MESSINA;SANTA TERESA DI RIVA;98028;Via Francesco Crispi 253;Parafarmacia Erboristeria Salute e...;37,95709051;15,34563788;3172060968
CT;CATANIA;PALAGONIA;95046;via Garibaldi 80;Parafarmacia Zaffonte.C;37,35045849;14,76768833;4883380877
RG;RAGUSA;POZZALLO;97016;via Dogali 73;sanamedical dott.ssa teresa pisani;36,7388349;14,85821744;1338700881
PA;PALERMO;FICARAZZI;90010;---- corso umberto 628;punto farma;38,09050485;13,46450945;4231100829
PA;PALERMO;FICARAZZI;90010;corso umberto 628;punto farma;38,09050485;13,46450945;5901400829
PA;PALERMO;BAGHERIA;90011;Via Tibullo, 32-34;Farmapoint di Gaetano Gargano;38,07619955;13,49707364;5649730826
AG;AGRIGENTO;CAMPOBELLO DI LICATA;92023;via vittorio emanuele,1;parafarmacia dott.ssa giardina;37,23679736;13,91855522;2259070841
TP;TRAPANI;ERICE;91016;VIA MADONNA DI FATIMA 164;PARAFARMACIA CARUSO LEONARDA;38,0119388;12,61419424;2270430818
PA;PALERMO;PALERMO;90100;VIA DEI CANTIERI 39/C;FARMA IMPRESA S.A.S.;38,13705677;13,36316402;5678680827
CT;CATANIA;ACI SANT'ANTONIO;95025;VIA ROMA 63;NATURGLAIA;37,61527015;15,0809919;4889340875
CT;CATANIA;ACI SANT'ANTONIO;95025;Via ROMA 63;NATURGLAIA;37,61527015;15,0809919;4434330876
RG;RAGUSA;VITTORIA;97019;VIA LIVORNO SNC - SCOGLITTI;PARAFARMACIA KAMARINA;36,95692426;14,49619784;1477130882
RG;RAGUSA;VITTORIA;97019;Via LIVORNO SNC - SCOGLITTI;PARAFARMACIA KAMARINA;36,95692426;14,49619784;1477130882
AG;AGRIGENTO;AGRIGENTO;92100;Via Atenea 91;Parafarmacia BenessereBellessere dr Paolo Minacori;37,31095839;13,58128479;2640150849
CT;CATANIA;ACIREALE;95024;CORSO UMBERTO I,48;PARAFARMACIA BIOPHARMA;37,61651682;15,16677196;4583110871
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;via ponte califi 17/b;parafarmacia;38,13272456;15,2274408;3151790833
RG;RAGUSA;MODICA;97015;VIA GERRATANA N.41;FARMANOVA DOTT. SAVARINO GIUSEPPE;36,85389858;14,82264719;1485130882
CT;CATANIA;CATANIA;95123;V.S.Catania 43 b;L'Angolo della Salute di E.Patti;37,44220831;15,03582932;4845160870
ME;MESSINA;BROLO;98061;Via Vittorio Emanuele III,32;PARAFARMACIA  FERRI  MARIA   ANTONIETTA;38,1564669;14,8260153;1547630838
CL;CALTANISSETTA;SAN CATALDO;93017;VIA DON BOSCO 116-118;PARAFARMACIA DON BOSCO SRL;37,49947519;13,92700114;1864040850
AG;AGRIGENTO;RAFFADALI;92015;VIA PORTA AGRIGENTO;OFFICINA ORTOPEDICA BELLOMO;37,40228413;13,52938386;2540140841
AG;AGRIGENTO;CAMMARATA;92022;Via marche ,17;parafarmacia dott.ssa Di Piazza M.;37,63052936;13,69455864;2645580842
AG;AGRIGENTO;CAMMARATA;92022;via marche ,17;parafarmacia dott.ssa Di Piazza M.;37,63052936;13,69455864;2645580842
CT;CATANIA;CATANIA;95129;via umberto 135;d'agostino maurizio;37,86955497;15,03712923;4909370878
TP;TRAPANI;CASTELVETRANO;91022;Via Domenico Scinà n. 90/2;FARMAHOMEOS di Allegra Maria Concetta;37,6778705;12,7915383;2292300817
TP;TRAPANI;ALCAMO;91011;via aldo moro 7/9;parrino francesca;37,96384984;12,97409835;2442560815
AG;AGRIGENTO;AGRIGENTO;92100;VIA FOSSE ARDEATINE, VILLA SETA;PARAFARMACIA CITTA' DEI TEMPLI DOTT. ALONGE;37,3110897;13,5765475;2510070846
RG;RAGUSA;COMISO;97013;Via P.ssa Mafalda 9C;Parafarmacia D.ssa Laura Fotia;36,96394265;14,59410392;1052220884
CT;CATANIA;CATANIA;95121;Via Etnea, 116-124;Healt Point Srl;37,61329663;15,02667227;11277751001
CT;CATANIA;RADDUSA;95040;via Garibaldi;Parafarmacia Buona Salute;37,49371948;14,53394414;4732710878
CL;CALTANISSETTA;GELA;93012;via Francesco Crispi 371;Parafarmacia GIPA FARM srl;37,075088;14,237017;1873900854
RG;RAGUSA;VITTORIA;97019;via Strada per Acate 3/B;Parafarmacia DA.MA;36,95692426;14,49619784;1490250881
CT;CATANIA;PATERNO';95047;via V. Emanuele;farmarisparmio;37,53277515;14,85595885;4732710878
CT;CATANIA;SCORDIA;95048;via garibaldi;farmarisparmio;37,2975689;14,8393735;4732710878
CT;CATANIA;PALAGONIA;95046;via palermo;farmarisparmio;37,3316569;14,7435916;4732710878
SR;SIRACUSA;LENTINI;96016;via garibaldi;farmarisparmio;37,3317692;14,9169155;4732710878
CT;CATANIA;CATANIA;95100;corso delle province;farmarisparmio;37,51576832;15,09785625;4732710878
AG;AGRIGENTO;AGRIGENTO;92100;via leonarado sciascia 98;parafarmacia baldacchino dott.salvatore;37,32219769;13,56610079;2157530847
CT;CATANIA;MASCALUCIA;95030;Corso S. Vito 57/int 67;Parafarmacia Dr. Bertuccio Giuseppe;37,58707398;15,03981319;4548540873
CT;CATANIA;GRAVINA DI CATANIA;95030;VIA VITTORIO EMANUELE, 162;PARAFARMACIA DOTT.SSA CUCUZZA MARIA FLOREANA;37,55482101;15,062748;4217690876
CT;CATANIA;TREMESTIERI ETNEO;95030;VIA ETNA, 182;PARAFARMACIA DOTT.SSA CUCUZZA MARIA FLOREANA;37,57444225;15,07341013;4217690876
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;PIAZZA LUCIA MANGANO;PARAFARMACIA DOTT.SSA CUCUZZA MARIA FLOREANA;37,57741815;15,09451972;4217690876
CT;CATANIA;MASCALUCIA;95030;CORSO SAN VITO;PARAFARMACIA DOTT.SSA CUCUZZA MARIA FLOREANA;37,57470269;15,05724706;4217690876
AG;AGRIGENTO;AGRIGENTO;92100;VIA IMERA ,139;PARAFARMACIA DOTT. ALONGE RICCARDO;37,31836711;13,58051763;2510070846
AG;AGRIGENTO;ARAGONA;92021;Via Salvatore La Rosa, 172/a;SALUTE E BENESSERE S.R.L.;37,42045538;13,61218134;2633870841
AG;AGRIGENTO;LICATA;92027;Via Campobello, 159;Centro Commerciale San Giorgio;37,1121577;13,9299185;5031770877
SR;SIRACUSA;SIRACUSA;96100;Via Necropoli Fusco 1;Centro Commerciale I Papiri;37,0711054;15,2674374;5031770877
CT;CATANIA;CATANIA;95045;Località La Tenutella Strada Provinciale 54 Contrada Cubba;Centro Sicilia;37,5080386;15,0828512;5031770877
CL;CALTANISSETTA;SAN CATALDO;93017;corso Vittorio Emanuele 188;Benessere snc;37,49947519;13,92700114;1874880857
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Trieste n. 226/228;Parafarmacia Sant'Andrea Sede di Caltanissetta;37,4441251;13,95751097;1786130854
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Trieste, 226/228;Parafarmacia Sant'Andrea Sede di Caltanissetta;37,4441251;13,95751097;1786130854
CT;CATANIA;BIANCAVILLA;95033;via Fallica 52;Parafarmacia della Dottoressa Ruscica Rosy;37,63844274;14,87086733;4883750871
ME;MESSINA;PATTI;98066;c/so Matteotti 140;Parafarmacia;38,146477;14,969479;3177450834
CT;CATANIA;SANTA MARIA DI LICODIA;95038;VIA VITTORIO EMANUELE 235;DOTT. FABIO BRUNO;37,61378635;14,89472103;1135380861
CT;CATANIA;SANTA MARIA DI LICODIA;95038;Via VITTORIO EMANUELE 235;LA PARAFARMACIA DOTT.SSA NADIA PITTALA';37,61378635;14,89472103;3492490838
TP;TRAPANI;TRAPANI;91100;via archi 39;parafarmacia fontana;38,02515835;12,5335475;2283000814
CT;CATANIA;GIARRE;95014;via Maccarrone, 11/c;C.O.S. di Grasso Salvatore;37,72524465;15,19452665;2694890878
CT;CATANIA;CATANIA;95100;VIA TRIPOLITANIA, 30;ARKIPHARM SRL;37,51903044;15,09356892;4503270870
CT;CATANIA;ACIREALE;95024;CORSO SAVOIA, 28;FARMEDI SRL;37,62127527;15,16259875;4905510873
ME;MESSINA;ROMETTA;98043;Corso della Libertà 112;Parafarmacia;38,23213858;15,40845528;2930000837
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;Via med. d'oro L. Cutugno N56;2C Pharma sas di Contartese Giuseppe & c;38,13272456;15,2274408;3174590830
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;via med. d'oro L. Cutugno N°56;2C Pharma sas di Contartese Giuseppe & c;38,13272456;15,2274408;3174590830
SR;SIRACUSA;CARLENTINI;96013;via Gramsci 21;Parafarmacia della dott.ssa Castrogiovanni;37,29649421;15,00776794;1738300894
