CAP,Latitudine,Longitudine,ASP,Provincia,Citta',Indirizzo,Denominazione,Attivita',Tipo sede
98049,38.2357975,15.4314784,ME,Messina,Villafranca Tirrena,via Nazionale 88,CONSORZIO D'AMICO 1980,Medicina di laboratorio - Aggregazione,Punto di accesso
98057,38.1784524,15.2619259,ME,Messina,Milazzo,via della Concordia 45,CONSORZIO D'AMICO 1980,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Torregrotta,VIA NAZIONALE N. 50/P - FRAZIONE SCALA - ,CONSORZIO D'AMICO 1980,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA GIUSEPPE CAPORALE 83/85 LOC. S. AGATA,CONSULTORIO AIED ASSOCIAZIONE ITALIANA EDUCAZIONE DEMOGRAFICA,Consultorio,Sede Operativa
98049,38.2440756,15.4383346,ME,Messina,Villafranca Tirrena,"VIA CALAMARO, 13",CONSULTORIO FAMILIARE UCIPEM ONLUS,Consultorio,Sede Operativa
98123,38.1796022,15.5518402,ME,Messina,Messina,VIA TRENTO 20,CRU - CENTRO DI RIPRODUZIONE UMANA SRL,Procreazione Medicalmente Assistita,Sede Operativa
98047,38.1998445,15.4301827,ME,Messina,Saponara,VIA KENNEDY 1,CTA KENNEDY SRL,Comunità Terapeutica Assistita,Sede Operativa
98122,38.1938271,15.552545,ME,Messina,Messina,VIA XXIV MAGGIO 155,CTA KENNEDY SRL,Comunità Terapeutica Assistita,Sede Operativa
0,0.0,0.0,ME,Messina,Sant'Agata di Militello,VIA ARCHIMEDE 8,DIAGNOSTICA ARCHIMEDE SRL,Medicina di laboratorio,Sede Operativa
98158,38.2655491,15.5824995,ME,Messina,Messina,VIA DEI VERDI 58,DIAGNOSTICA DEI VERDI SRL,Medicina di laboratorio,Sede Operativa
98051,38.1580167,15.2056874,ME,Messina,Barcellona Pozzo di Gotto,VIA GENERALE ANGELO CAMBRIA 2,DIAVERUM ITALIA SRL,Dialisi,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA TRIESTE 3 CONTRADA CUSOLITO - FARO SUPERIORE,DISMED CENTRO STUDI PER LE DISABILITA' DEL MEDITERRANEO - ASSOCIAZIONE ONLUS,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,"S.S. 114 KM. 3,500 TOP RESIDENCE",DOTT ALFIO SAPIA,Dermatologia,Sede Operativa
98040,38.2098591,15.3490959,ME,Messina,Torregrotta,VIA XXI OTTOBRE 606,DOTT PIETRO MAZZAGATTI,Odontoiatria,Sede Operativa
98123,38.1848678,15.5518667,ME,Messina,Messina,VIA GHIBELLINA 135,DOTT SALVIERA CARLO,Otorinolaringoiatria,Sede Operativa
98164,38.2670416,15.6336161,ME,Messina,Messina,VIA CONSOLARE POMPEA 1741,DOTT SILVESTRO MARTELLA,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA NAZIONALE 182/B VILLAGGIO S. MARGHERITA,DOTT STELLA BRIENZA LUCIA SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Sant'Agata di Militello,VIA GIOVANNI VERGA 26,DOTT TRIFIRO' ANTONIO FRANCO ODONTOIATRIA E PROTESI DENTARIA,Odontoiatria,Sede Operativa
98071,38.1283662,14.724793,ME,Messina,Capo d'Orlando,VIA CONSOLARE ANTICA 562/C,DOTT.MASSIMO NATALE SRL,Odontoiatria,Sede Operativa
98121,38.2001129,15.5582146,ME,Messina,Messina,VIALE DELLA LIBERTA'  115,DOTTSSA ROSANNA VIOLA,Odontoiatria,Sede Operativa
98057,38.2176245,15.2403586,ME,Messina,Milazzo,VIA DEI MILLE 20,ECAS SAS DEL DOTT POLITO DOMENICO E FIGLI,Cardiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Santa Teresa di Riva,Piazzale Mercato Complesso I Portici,EMMI LAB DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Taormina,via Damiano Rosso 2,EMMI LAB DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Taormina,VIA DAMIANO ROSSO N. 2,EMMI LAB DIAGNOSTICA SC A RL ,Medicina di laboratorio - Aggregazione,Sede Operativa
98078,38.0278209,14.8252001,ME,Messina,Tortorici,VIA ROMA 15,EMODIAGNOSTICA SAS DI FRANCHINA GIUSEPPE E C,Medicina di laboratorio,Sede Operativa
98049,38.2357975,15.4314784,ME,Messina,Villafranca Tirrena,VIA NAZIONALE 206,EMOLAB DOTT ANGELO SINDONI & C SAS,Medicina di laboratorio,Sede Operativa
98164,38.2670416,15.6336161,ME,Messina,Messina,VIA CONSOLARE POMPEA 1935,EUROGESTIONI SPA - IL GIARDINO SUI LAGHI ,Residenza Sanitaria Assistita,Sede Operativa
98149,38.1843874,15.5418983,ME,Messina,Messina,VIALE ITALIA 1,EVA SRL,Medicina di laboratorio,Sede Operativa
98149,38.1843874,15.5418983,ME,Messina,Messina,VIALE ITALIA 1,EVA SRL,Radiologia Diagnostica,Sede Operativa
98051,38.1474217,15.2116147,ME,Messina,Barcellona Pozzo di Gotto,VIA UGO SANT'ONOFRIO N. 89,FISIOKINESITERAPIA MALFA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
98057,38.2200499,15.2385881,ME,Messina,Milazzo,PIAZZA NASTASI 3/4,FKT SAS DI BUEMI & C,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
98051,38.1471589,15.2141614,ME,Messina,Barcellona Pozzo di Gotto,VIA ROMA 79,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Sede Operativa
98051,38.1471589,15.2141614,ME,Messina,Barcellona Pozzo di Gotto,VIA ROMA 79,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Punto di accesso
98060,38.1193234,15.0808458,ME,Messina,Falcone,VIA STAZIONE N 5,GENOVESE HUB,Medicina di laboratorio - Aggregazione,Punto di accesso
98035,37.8275209,15.267578,ME,Messina,Giardini-Naxos,VIA CONSOLARE VALERIA 118 E,IL CUORE - DIAGNOSTICA E PREVENZIONE CARDIOVASCOLARE DELLA DSSA CARMELINA SIGNORINO & C SAS,Cardiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Furci Siculo,VIA CESARE BATTISTI CONTRADA LITANIA,IPPOCRATE PADRE PIO,Dialisi,Sede Operativa
98029,38.0397194,15.4565931,ME,Messina,Scaletta Zanclea,VIA ROMA 325,LA DIAGNOSTICA DI LURASCHI MARIANNA NUNZIATA & C SAS,Medicina di laboratorio,Sede Operativa
98057,38.2191442,15.2374234,ME,Messina,Milazzo,via Vittorio Veneto 13,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
98149,38.1843874,15.5418983,ME,Messina,Messina,viale Italia 1,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
98122,38.1852746,15.5575734,ME,Messina,Messina,via Ugo Bassi 128,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Messina,via Ghibellina 45 is. 282,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Messina,viale San Martino 401 is. 12,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Messina,via 37/A Fondofucile,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
98057,38.218504,15.2372201,ME,Messina,Milazzo,VIA VITTORIO VENETO N. 15 - ,LA DIAGNOSTICA SC A RL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,ME,Messina,Giardini-Naxos,VIA S. PALADINO 12,LA FAMIGLIA,Consultorio,Sede Operativa
98071,38.1572631,14.744554,ME,Messina,Capo d'Orlando,VIA CONSOLARE STRADELLA,LA MADONNINA SRL,Poliambulatorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA DEI MILLE IS. 101 n. 243,LA RINASCENTE SAS DI ANTONINO TRIFIRO' E LUCIANA IMPALLOMENI & C SAS,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
98027,37.9795367,15.3980047,ME,Messina,Roccalumera,VIA UMBERTO I 380,LAB ANALISI CLINICHE DOTT CARMELO SAITTA SRL,Medicina di laboratorio,Sede Operativa
98123,38.1920846,15.5450435,ME,Messina,Messina,VIA GIOVANNI DEL MAESTRO 8,LAB QUALITY CONTROL SRL,Medicina di laboratorio,Sede Operativa
98070,38.0370249,14.6609498,ME,Messina,Sant'Agata di Militello,VIA PIRANDELLO 13,LABORATORIO ANALISI CLINICHE CATALIOTO MARIA,Medicina di laboratorio,Sede Operativa
98035,37.8286477,15.2612822,ME,Messina,Giardini-Naxos,VIA TEVERE,LABORATORIO ANALISI CLINICHE CEIBA DI MASCALI ANTONIO E RUSSO SEBASTIANO SNC,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Barcellona Pozzo di Gotto,VIA B. CROCE 24,LABORATORIO ANALISI CLINICHE DEI DOTTORI ARAGONA GIUSEPPE E ARAGONA PIETRO SNC,Medicina di laboratorio,Sede Operativa
98070,38.1060294,14.7040449,ME,Messina,Capri Leone,VIA NAZIONALE 282/284,LABORATORIO ANALISI CLINICHE DEL DOTT TOMASI ANTONINO E C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Giardini-Naxos,VIA VITT. EMANUELE 55/57,LABORATORIO ANALISI CLINICHE LOMBARDO ANNA,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Naso,VIA MAZZINI 15,LABORATORIO ANALISI CLINICHE NAXOS,Medicina di laboratorio,Sede Operativa
98051,38.1444129,15.2150017,ME,Messina,Barcellona Pozzo di Gotto,VIA UMBERTO I 21/23,LABORATORIO ANALISI DI DI BERNARDO S & C SAS,Medicina di laboratorio,Sede Operativa
98048,38.2230038,15.3777548,ME,Messina,Spadafora,VIA COLLODI 1,LABORATORIO ANALISI DOTT STEFANO LA SPADA E DOTT MARCELLO GALI' SNC ,Medicina di laboratorio,Sede Operativa
98076,38.065969,14.6245474,ME,Messina,Sant'Agata di Militello,VIA CATANIA 20,LABORATORIO ANALISI DOTTSSA TRIFILO' GISELLA,Medicina di laboratorio,Sede Operativa
98030,37.9284518,15.3524134,ME,Messina,Sant'Alessio Siculo,VIA CONSOLARE VALERIA 14,LABORATORIO ANALISI S ALESSIO,Medicina di laboratorio,Sede Operativa
98048,38.2121478,15.3864978,ME,Messina,Messina,VIA SAN MARTINO 246,LABORATORIO DI ANALISI CLINICHE BOMBARA DI MORABITO DOMENICA & C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,San Fratello,VIA SERPI 53,LABORATORIO DI ANALISI CLINICHE DEL DOTT BONGIORNO GIUSEPPE E FIGLIA SNC,Medicina di laboratorio,Sede Operativa
98063,38.175299,14.8962617,ME,Messina,Gioiosa Marea,VIA UMBERTO I 211/A,LABORATORIO DI ANALISI CLINICHE SAN NICOLO',Medicina di laboratorio,Sede Operativa
98123,38.1857303,15.554105,ME,Messina,Messina,VIA RISORGIMENTO 93,LABORATORIO DI ANALISI DI STEFANO SRL,Medicina di laboratorio,Sede Operativa
98123,38.185631,15.5532585,ME,Messina,Messina,VIA CENTONZE 101,LABORATORIO DIAGNOSTICO BERTUCCI DI P GROSSO E G BUDA SNC,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIALE SAN MARTINO IS. 56 315,LABORATORIO DIAGNOSTICO DOTTRI SEBASTIANO E CLAUDIO CANFORA SRL,Medicina di laboratorio,Sede Operativa
98071,38.1587144,14.7422673,ME,Messina,Capo d'Orlando,VIA LUIGI PIRANDELLO 49,LABORATORIO S RITA SNC DI TRIFILO' ENNIO MARIA E FIGLI,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA CATANIA IS. 1/2,LABORATORIO SCIENTIFICO DOTT ROSETTA PANZERA DI GAETANO CAUDULLO E C SNC,Medicina di laboratorio,Sede Operativa
98042,38.2010143,15.3164305,ME,Messina,Pace del Mela,VIA LIBERTA' 127,LABOS SRL AMBULATORIO NEFROLOGIA ED EMODIALISI,Dialisi,Sede Operativa
98026,37.9867616,15.4065675,ME,Messina,Nizza di Sicilia,VIA MARINA 163,MEDICAL CENTER SRL,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Nizza di Sicilia,VIA MARINA 163 PIANO PRIMO,MEDICAL CENTER SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,ME,Messina,Pace del Mela,VIA GARIBALDI 9 FRAZ. GIAMMORO,MEDICAL SYSTEM DELLA DOTTSSA GIOVANNA SCHEPIS & C SAS,Medicina di laboratorio,Sede Operativa
98125,38.156385,15.5345739,ME,Messina,Messina,VIA MARCO POLO 499,NEPHROCARE SPA,Dialisi,Sede Operativa
98134,38.1190232,15.5134964,ME,Messina,Messina,SS 114 KM 10 GALATI MARINA,NEPHROCARE SPA,Dialisi,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA DEI MILLE IS. 88 n. 265,NOVAMEDICA SNC DEL DOTT ROSARIO COSTA E C,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
98057,38.2200499,15.2385881,ME,Messina,Milazzo,PIAZZA NASTASI 31/32,ODONTO CENTER SAS,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Barcellona Pozzo di Gotto,VIA MONS. PAINO 14,ODONTOMAX SAS DI DOMENICO BUDA & C,Odontoiatria,Sede Operativa
98100,38.2222466,15.5571397,ME,Messina,Messina,VIA CONCA D'ORO PAL. 1/S S.S. ANNUNZIATA,OMEGA CENTRO DIALISI SRL,Dialisi,Sede Operativa
98122,38.1938271,15.552545,ME,Messina,Messina,VIA XXIV MAGGIO 155,OPUS RESIDENTIAL SRL ,Residenza Sanitaria Assistita,Sede Operativa
98121,38.1992815,15.5467952,ME,Messina,Messina,VIALE REGINA MARGHERITA 34/D,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Sede Operativa
98121,38.1992815,15.5467952,ME,Messina,Messina,VIALE REGINA MARGHERITA 34/D,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
98069,38.0838644,14.8487542,ME,Messina,Sinagra,VIA VITTORIO VENETO 18,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,ME,Messina,Mistretta,VIA SUBIESCHI 2,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
0,38.4680768,14.9555167,ME,Messina,Lipari,VIA XXIV MAGGIO 21,PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Messina,"S.S. 114 KM 5,400 PISTUNINA",PASTEUR CENTRI DIAGNOSTICI CONSORZIATI,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Messina,VIA S. LIBERALE 6/D IS. 418,POLI ORTO FISIO SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,ME,Messina,Acquedolci,VIA F. CRISPI 507,POLIDIAGNOSTICO ALI' TERME SRL ,Poliambulatorio,Sede Operativa
0,0.0,0.0,ME,Messina,Barcellona Pozzo di Gotto,Via Kennedy 217,PROGETTO DOPO DI NOI COOPERATIVA SOCIALE ARL,Centro diurno per soggetti affetti da disturbo autistico,Sede Operativa
98039,37.8267061,15.2571663,ME,Messina,Taormina,VIA FRANCAVILLA 42/A,PUGLIA MARIA PIA SRL UNIPERSONALE,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,"S.S. 114 KM 4,300 CPL LE ANCORE",QUOAD VALITUDINEM,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Taormina,VIA W. VON GLOEDEN 63/65,RADIOLOGIA DIAGNOSTICA SRL,Radiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIALE SAN MARTINO IS. 13 396,RIABILITAZIONE E FISIOTERAPIA CILIA SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
98077,38.0166173,14.3497707,ME,Messina,Santo Stefano di Camastra,VIA MARINA N. 80 -  ,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Sede Operativa
98079,37.9824328,14.2368926,ME,Messina,Tusa,VIA GARIBALDI 59,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,ME,Messina,Alcara Li Fusi,corso Donadei 26,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
98072,38.0210524,14.4405781,ME,Messina,Caronia,via Umberto 112,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,ME,Messina,,via S. Filippo di Fragalà 26,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,ME,Messina,Sant'Agata di Militello,via Baldisseri 14,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
98077,38.0166173,14.3497707,ME,Messina,Santo Stefano di Camastra,via Marina 80,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Acquedolci,contrada Buonriposo,S STEFANO UNILAB SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Patti,VIA S. ANTONIO 12/B,SALUS SRL,Radiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Brolo,VIA SANTA BARBARA ANG. ON GERMANA',SAN FILIPPO DIAL CENTER SRL,Dialisi,Sede Operativa
98121,38.2076205,15.5603356,ME,Messina,Messina,VIA ISTRIA 34,SAN FRANCESCO DELLA DSSA PIDALA' MELINA E C SNC,Medicina di laboratorio,Sede Operativa
98121,38.2029911,15.5566406,ME,Messina,Messina,VIA JACI 36,SAN LUCA ANALISI CLINICHE SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,"VIA NINO BIXIO IS. 119, ISOL 114",SAN MICHELE SRL,Radiologia,Sede Operativa
98023,37.9618664,15.3811106,ME,Messina,Furci Siculo,VIA ROMA 52,SANATRIX SAS DEL DOTT GAETANO PANEBIANCO & C,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Milazzo,VIA C. COLOMBO 27 PALAZZO ALIFIA,SANITAS 2 SRL,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA C. COLOMBO 27 PAL. ALIFIA,SANITAS SRL,Presidio ambulatoriali recupero riabilitazione,Sede Operativa
0,0.0,0.0,ME,Messina,Milazzo,VIA C. COLOMBO 7 PAL. CAMINITI,SANITAS SRL,Radiologia Diagnostica,Sede Operativa
98124,38.1767205,15.5475313,ME,Messina,Messina,VIALE SAN MARTINO 338,SOCIETA' COOPERATIVA SOCIALE FARO 85 ONLUS - RSA S LUIGI ORIONE,Residenza Sanitaria Assistita,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,1. VIA STAZIONE CONTESSE 63 MESSINA - 2. VIA ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
98051,38.1545635,15.2114081,ME,Messina,Barcellona Pozzo di Gotto,via Caduti sul Lavoro 35,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Patti,contrada San Giovanni - Santo Spirito ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
98071,38.1526193,14.7396247,ME,Messina,Capo d'Orlando,contrada Santa Lucia,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Nizza di Sicilia,contrada Olivarella ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
98049,38.2383895,15.4346746,ME,Messina,Villafranca Tirrena,via Quasimodo ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Mistretta,via Neviera snc ,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
0,0.0,0.0,ME,Messina,Lipari,Via San Giorgio,SOCIETA' SERVIZI RIABILITATIVI,Presidi di riabilitazione funzionale di portatori disabilità fisiche psichiche e sensoriali,Sede Operativa
98039,37.8539654,15.2920036,ME,Messina,Taormina,VIA PIRANDELLO 80,SPARVIERO SRL,Dialisi,Sede Operativa
0,0.0,0.0,ME,Messina,Capo d'Orlando,VIA L. PICCOLO 9,STAF SRL,Radiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA LA FARINA ISOLATO 278 SCALA D,STUDIO CARDIOLOGICO GARUFI SAS DEL DOTT SEBASTIANO MARIO GARUFI & C E DELLA DSSA ROSSELLA GARUFI,Cardiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIALE BOCCETTA 6 ISOL. 350,STUDIO CARDIOLOGICO RIZZO SAS DEL DOTT RIZZO GIAMBATTISTA & C,Cardiologia,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA LA FARINA 171 IS. G,STUDIO DE BELLA BIOPATOLOGIA CLINICA DI F DE BELLA & C SAS ,Medicina di laboratorio,Sede Operativa
98122,38.1938271,15.552545,ME,Messina,Messina,VIA XXIV MAGGIO 28,STUDIO DENTISTICO ASSOCIATO ALI' TAMA',Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA G. LA FARINA 171,STUDIO DENTISTICO ASSOCIATO DEI DOTTORI LIZIO DI LIZIO PLACIDO & C,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Torrenova,VIA B. CAPUTO 143,STUDIO DENTISTICO ASSOCIATO DOTT CORTOLILLO A TAVIANO W CAMPISI G,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,VIA C. CITARRELLA 39,STUDIO DENTISTICO ASSOCIATO OTERI,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Santa Teresa di Riva,VIA LUNGOMARE 40,STUDIO DENTISTICO BRIGUGLIO ,Odontoiatria,Sede Operativa
98123,38.1844289,15.5568034,ME,Messina,Messina,VIA XXVII LUGLIO 40,STUDIO DENTISTICO DEL PROF ROBERTO BRIGUGLIO,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Spadafora,VIA NAZIONALE 495,STUDIO DENTISTICO DELLA DOTTSSA M ZAGAMI E DI ESTER MORMINA SAS,Odontoiatria,Sede Operativa
98121,38.2044593,15.5512785,ME,Messina,Messina,VIA TORRENTE TRAPANI 36,STUDIO DENTISTICO DELLA DSSA ROSSELLI ANTONELLA ODONTOIATRIA E PROTESI DENTARIA,Odontoiatria,Sede Operativa
98069,38.0822467,14.8500054,ME,Messina,Sinagra,VIA VITTORIO EMANUELE 1,STUDIO DENTISTICO DOTT ANNA MARIA DI PIETRO,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Alcara Li Fusi,VIA NAZIONALELE 55,STUDIO DENTISTICO DOTT ANTONIO ORITI,Odontoiatria,Sede Operativa
98071,38.1283662,14.724793,ME,Messina,Capo d'Orlando,VIA CONSOLARE ANTICA 451,STUDIO DENTISTICO DOTT ANTONIO ORITI,Odontoiatria,Sede Operativa
98070,38.0858422,14.8079266,ME,Messina,Messina,VIA CESARE BATTISTI 1 ,STUDIO DENTISTICO DOTT GREGORIO SCALIA,Odontoiatria,Sede Operativa
98055,38.4859257,14.9669296,ME,Messina,Messina,VIA BOCCETTA N. 40,STUDIO DENTISTICO DOTTSSA GIULIA CATANESI,Odontoiatria,Sede Operativa
98122,38.186755,15.5554131,ME,Messina,Messina,VIA DOGALI 50,STUDIO DENTISTICO DR GIANNETTO GIUSEPPE,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Torregrotta,VIA PROF. SFAMEMI 90 - SCALA,STUDIO DENTISTICO DSSA DOMENICA MASTROIENI,Odontoiatria,Sede Operativa
98057,38.2199731,15.2405295,ME,Messina,Milazzo,VIA UMBERTO I 15,STUDIO DENTISTICO MAIORANA SAS,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,San Filippo del Mela,VIA ALDO MORO 71 - OLIVARELLA,STUDIO DENTISTICO MASTROIENI ,Odontoiatria,Sede Operativa
0,0.0,0.0,ME,Messina,Rometta,VIA CUCINOTTI VIOLATO N. 8-12 (EX VIA FONDACO,STUDIO DI ANALISI CLINICHE MANNINA E SALVO DEI DOTTORI MANNINA GIUSEPPE E SALVO GIULIANA & C SAS,Medicina di laboratorio,Sede Operativa
0,0.0,0.0,ME,Messina,Terme Vigliatore,VIA G. LA PIRA 1,STUDIO DI ODONTOIATRIA ED ORTODONZIA DEI DOTTRI ROSALBA DI NATALE E GAETANO IANNELLO,Odontoiatria,Sede Operativa
98051,38.145252,15.2113607,ME,Messina,Barcellona Pozzo di Gotto,VIA SAN GIOVANNI 80,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Sede Operativa
0,0.0,0.0,ME,Messina,Messina,via La Farina 141 is. L,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
98051,38.145252,15.2113607,ME,Messina,Barcellona Pozzo di Gotto,via San Giovanni 80,STUDIO DIAGNOSTICA IGEA SC A RL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Furnari,VIA III SAN NICOLO' 20,STUDIO DIAGNOSTICO CHIOFALO SNC,Medicina di laboratorio,Sede Operativa
98077,38.0166173,14.3497707,ME,Messina,Santo Stefano di Camastra,VIA MARINA 80,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Sede Operativa
98077,38.0166173,14.3497707,ME,Messina,Santo Stefano di Camastra,via Marina 80,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Acquedolci,contrada Buonriposo,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto di accesso
0,0.0,0.0,ME,Messina,Alcara Li Fusi,corso Donadei 26,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
98072,38.0210524,14.4405781,ME,Messina,Caronia,via Umberto 112,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
0,0.0,0.0,ME,Messina,,via S. Filippo di Fragalà 26,STUDIO DIAGNOSTICO S STEFANO SRL,Medicina di laboratorio - Aggregazione,Punto Prelievo
