CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
8471;FARMA ROSA S.N.C di G. Bertuccio e G. La Rosa;Via Nuovalucello 154/c;4988360873;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41030;42185;37,44220831;15,03582932;1
8471;FARMA ROSA S.N.C di G. Bertuccio e T. Di Gloria;Via Nuovalucello 154/c, 154/c;4988360873;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;42186;43465;37,44220831;15,03582932;1
8471;FARMA ROSA di Giuseppe Bertuccio;Via Nuovalucello 154/c, 154/c;5605620870;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;43466;-;37,44220831;15,03582932;1
8487;parafarmacia dott.ssa Treccarichi Elisa;via Madonna delle Grazie 1;4648750877;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;41030;-;37,59606257;15,17072946;1
8490;Parafarmacia Idone Fulvio;via consolare pompea 303;3198290839;98158;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41030;41608;38,25077624;15,59753709;1
8496;LEFARMISSIME SRL;Via I settembre 44;3197780830;98124;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41061;-;38,18795622;15,55832255;1
8509;L'arcipelago s.r.l.;ss 113 km. 182;5648730827;90044;82021;CARINI;82;PA;PALERMO;190;SICILIA;41061;43677;38,12956244;13,16340388;1
8509;Vivisalute Carini;---- ss 113 km. 182;5636350877;90044;82021;CARINI;82;PA;PALERMO;190;SICILIA;43678;-;38,12956244;13,16340388;1
8519;PARAFARMACIA RIZZO;VIA CAMPIDOGLIO N.40;3206350831;98076;83084;SANT'AGATA DI MILITELLO;83;ME;MESSINA;190;SICILIA;41061;-;38,03744438;14,64010999;1
8528;PARAFARMACIA CENTRALE;via E.L.Pellegrino,26;3204370831;98123;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41061;42094;38,1940297;15,554114;1
8542;Parafarmacia dottor Giuseppe Occhipinti Amato;Fanfulla da Lodi 8;1502620881;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;41061;-;36,90707175;14,66410005;1
8577;Farmachl San Cataldo;Via Vittorio Veneto, 20;1884490853;93017;85016;SAN CATALDO;85;CL;CALTANISSETTA;190;SICILIA;41091;-;37,49947519;13,92700114;1
8582;Naturpharma del Dr. Gullà Andrea;Viale della Libertà is 521 n°395;3198720835;98121;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41091;42035;38,1940297;15,554114;1
8583;PARAFARMACIA CONCA D'ORO;VIA LANZA DI SCALEA, 1963 - C/O CENTRO COMMERCIALE CONCA D'ORO;2999080878;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41091;43069;38,1156879;13,3612671;1
8583;PARAFARMACIA CONCA D'ORO;Via LANZA DI SCALEA, 1963 - C/O CENTRO COMMERCIALE CONCA D'ORO;2999080878;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43070;43677;38,1156879;13,3612671;1
8587;Nicoloso Domenica;via G. Garibaldi n.121;4510540877;95030;87031;NICOLOSI;87;CT;CATANIA;190;SICILIA;41091;-;37,613612;15,023007;1
8601;Parafarmacia Conad;Viale Roma,72;2657430845;91022;81006;CASTELVETRANO;81;TP;TRAPANI;190;SICILIA;41091;44135;37,69162475;12,80037566;1
8602;noitutti s.r.l.;Caruso/via Acicastello ang.Via Teseo presso Ipersimply;4996710879;95126;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41091;-;37,44220831;15,03582932;1
8603;"Orchidea Farma ""Farmavitae""";Via Senatore di Giovanni, 20;2043310891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;44805;45077;37,0714069;15,2829873;1
8603;"Orchidea Farma ""Farmavitae""";Via Senatore di Giovanni, 20;2106320894;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;45078;-;37,0714069;15,2829873;1
8603;Parafarmacia Ortopedia Sanitaria Dr Avolio;Via Senatore di Giovanni, 20;1751350891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;41091;44804;37,0714069;15,2829873;1
8604;FARMAIBLEA SNC DI BAGLIERI STEFANIA & SBANO ROSA;VIA SAN GIULIANO N.111/E;1511680884;97015;88006;MODICA;88;RG;RAGUSA;190;SICILIA;41091;42369;36,85389858;14,82264719;1
8622;Parafarmacia DRAGOPHARM di DRAGO CORRADO;Corso Vittorio Emanuele 118;1761010899;90049;82071;TERRASINI;82;PA;PALERMO;190;SICILIA;41091;-;38,1473393;13,08594229;1
8634;farmatua srl;via giuseppe garibaldi 19;4996800878;95045;87029;MISTERBIANCO;87;CT;CATANIA;190;SICILIA;41091;-;37,47575611;14,97389962;1
8656;GAMAC S.R.L.;VIALE MICHELANGELO N. 2200;4048740825;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41122;-;38,13022074;13,33094987;1
8708;ARCIDIACO ANTONIA MARIA;VIA NAO 15;1830049837;98060;83068;PIRAINO;83;ME;MESSINA;190;SICILIA;41153;42216;38,15354012;14,87102812;1
8709;PARAFARMACIA DOTT.SSA SIMONA VALENZA;VIA AMICO VALENTI 36;1892080852;93100;85004;CALTANISSETTA;85;CL;CALTANISSETTA;190;SICILIA;41153;-;37,4441251;13,95751097;1
8723;Parafarmacia Galleria Notarbartolo s.r.l.;Piazza Matteo Maria Boiardo,1;6066150829;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41153;41670;38,13201679;13,34240524;1
8726;STEFELI S.R.L.;VIA MATTEOTTI, 2/D;5008520875;95048;87049;SCORDIA;87;CT;CATANIA;190;SICILIA;41153;-;37,2900979;14,8413689;1
8736;Parafarmacia D.ssa Guarnaccia Carmela;Via S. Giovanni 61;473020873;95025;87005;ACI SANT'ANTONIO;87;CT;CATANIA;190;SICILIA;41153;41243;37,62426309;15,11751958;1
8750;parafarmacia natura & pharma;via vitt. emanuele orlando 24;4744390875;95129;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41153;44165;37,44220831;15,03582932;1
8754;BIONATURAL PHARMA;Piazza Stazione s.n.c.;2686000841;92027;84021;LICATA;84;AG;AGRIGENTO;190;SICILIA;41153;-;37,15445221;13,91888255;1
8758;noitutti s.r.l.;"Via Madonna delle Grazie Presso Ipersimply centro comm.""Il Ciclope""";4996710879;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;43009;43890;37,63441983;15,16067303;1
8758;noitutti s.r.l.;"via Madonna delle Grazie Presso Ipersimply centro comm.""Il Ciclope""";4996710879;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;41153;43008;37,63441983;15,16067303;1
8764;PARAFARMACIA DOTT.SSA MAZZARA BOLOGNA M. ANTONELLA;VIA LIBERTA' 161;3207250832;98073;83052;MISTRETTA;83;ME;MESSINA;190;SICILIA;41153;41394;37,90318433;14,36815817;1
8776;La nuova parafarmacia di garofalo bruno & C. s.a.s;via Garufi,20;3195130830;98037;83038;LETOJANNI;83;ME;MESSINA;190;SICILIA;41183;-;37,89089688;15,30794138;1
8789;PARAFARMACIA DOTT.SSA MADONIA & C. S.N.C.;VIA LIBERTA' 57;6143330824;90038;82060;PRIZZI;82;PA;PALERMO;190;SICILIA;41183;45016;37,73545936;13,45242184;1
8793;Parafarmacia Torremuzza del Dott. Maurizio Mello;Via Torremuzza , 17;6144190821;90133;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41183;-;38,1165996;13,37259367;1
8795;FARMASELF DI MADONIA FRANCESCO;VIA PIPITONE FEDERICO, 20;6144750822;90144;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41183;-;38,13022074;13,33094987;1
8796;parafarmacia del centro;via roma 183;1515560884;97100;88009;RAGUSA;88;RG;RAGUSA;190;SICILIA;41183;-;36,94482094;14,61024719;1
8814;FARMABAROCCO;via Miccichè, 104;1513820884;97018;88011;SCICLI;88;RG;RAGUSA;190;SICILIA;41183;43465;36,7631782;14,6366812;1
8832;CONAD SUPERSTORE;VIA FOSSE ARDEATINE SNC;2657430845;92100;84001;AGRIGENTO;84;AG;AGRIGENTO;190;SICILIA;41183;-;37,32219769;13,56610079;1
8833;ROCAPHARM S.R.L.;VIA VITTORIO EMANUELE, 1;4897540870;95038;87047;SANTA MARIA DI LICODIA;87;CT;CATANIA;190;SICILIA;41183;41547;37,61378635;14,89472103;1
8856;Omnifarma srl;Via Principessa di Piemonte n. 12/14;4567830874;95014;87017;GIARRE;87;CT;CATANIA;190;SICILIA;41183;41274;37,718422;15,1682882;1
8857;Omnifarma srl;Via Principe di Piemonte n. 12/14;5030930878;95014;87017;GIARRE;87;CT;CATANIA;190;SICILIA;41518;45046;37,718422;15,1682882;1
8857;Omnifarma srl;Via Principessa di Piemonte n. 12/14;5030930878;95014;87017;GIARRE;87;CT;CATANIA;190;SICILIA;41214;41517;37,718422;15,1682882;1
8861;PUNTO-PHARMA-UGDULENA SRL;VIA GREGORIO UGDULENA 5/A;6133120821;90143;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41214;-;38,140365;13,34682099;1
8870;PARAFARMACIA DOTT. GIUSEPPE RUSSO;Via Nuova del Convento, 18;4998420873;95017;87035;PIEDIMONTE ETNEO;87;CT;CATANIA;190;SICILIA;41214;-;37,80137412;15,13959784;1
8878;etnafarma srl;corso vittorio emanuele II 111;5010430873;95017;87035;PIEDIMONTE ETNEO;87;CT;CATANIA;190;SICILIA;41214;-;37,8091538;15,1764398;1
8880;parafarmacia isola del farmaco;via cristoforo colmbo 126;6136350821;90040;82043;ISOLA DELLE FEMMINE;82;PA;PALERMO;190;SICILIA;41214;-;38,1966364;13,2481759;1
8903;Parafarmacia Dr.ssa Mulè Maria Giusi;Viale Garibaldi, 108;2690230848;92016;84033;RIBERA;84;AG;AGRIGENTO;190;SICILIA;41214;42004;37,5007062;13,2605466;1
8914;Saretta Alberti;via Giuseppe Fava, 16;4386960878;95123;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41214;-;37,16190435;14,7648681;1
8916;PARAFARMACIA-M.A.S. del Dr. Runfola G. e Figli snc;C.so Umberto 562;1189050865;94013;86011;LEONFORTE;86;EN;ENNA;190;SICILIA;41214;-;37,6417645;14,3982843;1
8920;PARAFARMACIA SERV. E SALUTE DEL DOTT.LISTRO ORAZ;VIA DELL'ORSA MINORE 272/274;5257220821;90124;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41214;-;38,09445597;13,36834451;1
8925;L'ARCIPELAGO S.R.L.;VIA LO VERDE 9-31;5648730827;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41214;43555;38,1862873;13,3097523;1
8925;L'ARCIPELAGO S.R.L.;Via LO VERDE 9-31;6030030826;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43556;-;38,1862873;13,3097523;1
8935;Parafarmacia Abbate;Via nazionale n.30;6138020828;90044;82021;CARINI;82;PA;PALERMO;190;SICILIA;41244;-;38,1668279;13,1081077;1
8941;Parafarmacia Dott. Carmelo Triolo;v. Cataldo Amodei 4;2462260841;92019;84041;SCIACCA;84;AG;AGRIGENTO;190;SICILIA;41244;41973;37,5085148;13,0816305;1
8941;Parafarmacia Dott. Carmelo Triolo;v. Cataldo Amodei 4;2763800840;92019;84041;SCIACCA;84;AG;AGRIGENTO;190;SICILIA;41974;-;37,5085148;13,0816305;1
8942;parafarmacia del viale;Via Mascagni 28;1700770892;96018;89014;PACHINO;89;SR;SIRACUSA;190;SICILIA;42767;-;36,721498;15,1016002;1
8942;parafarmacia del viale;via Mascagni 28;1700770892;96018;89014;PACHINO;89;SR;SIRACUSA;190;SICILIA;41244;41274;36,721498;15,1016002;1
8951;CENTRO COMMERCIALE IL PORTO;CORSO ARGENTINA SNC;2657430845;92027;84021;LICATA;84;AG;AGRIGENTO;190;SICILIA;41244;-;37,1017094;13,9373306;1
8953;CONAD SUPERSTORE;viale dei platani n. 87;2657430845;90047;82054;PARTINICO;82;PA;PALERMO;190;SICILIA;41244;-;38,0569719;13,1126483;1
8954;CONAD SUPERSTORE;via giovanni bessarione n. 196;2657430845;91026;81012;MAZARA DEL VALLO;81;TP;TRAPANI;190;SICILIA;41244;-;37,6624662;12,570615;1
8976;Parafarmacia Dott.ssa Nociforo Veronica;Via G.Simili 3/a;4952660878;95030;87019;GRAVINA DI CATANIA;87;CT;CATANIA;190;SICILIA;41244;-;37,514935;15,0963463;1
8999;CURRERIFARMAPIU' DI CURRERI GIOVANNA & C. S.N.C.;VIA PIERSANTI MATTARELLA 13;6161870826;90018;82070;TERMINI IMERESE;82;PA;PALERMO;190;SICILIA;41275;-;37,9926991;13,6589799;1
9015;FATTA CLEMENTINA;VIA SANTA MARIA DI GESU' N.3/A;319170825;90124;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41275;43190;38,1156879;13,3612671;1
9040;Parafarmacia d.ssa C. Consoli;v.le Zecchino, 121;1523320891;96100;89017;SIRACUSA;89;SR;SIRACUSA;190;SICILIA;41275;-;37,08489627;15,28310629;1
9051;parafarmacia sanitaria chiodo franca;via ricca salerno 76;2932400837;98070;83107;ACQUEDOLCI;83;ME;MESSINA;190;SICILIA;41275;44043;38,0560271;14,58509;1
9061;Parafarmacia Dott. Bruno Gallo;via amorelli 15a;1525400881;97011;88001;ACATE;88;RG;RAGUSA;190;SICILIA;41275;42551;37,022963;14,496757;1
9064;Parafarmacia Akos;Via Emanuele Bellia n° 193/195;5045660874;95047;87033;PATERNO';87;CT;CATANIA;190;SICILIA;41275;42004;37,5723461;14,9048373;1
9064;Parafarmacia Akos;Via Emanuele Bellia n° 193/195;5231860874;95047;87033;PATERNO';87;CT;CATANIA;190;SICILIA;42005;-;37,5723461;14,9048373;1
9070;Parafarmacia Via Vigo della Dott. Camilla Bottino;Via Salvatore Vigo 94/98;5044250875;95024;87004;ACIREALE;87;CT;CATANIA;190;SICILIA;41275;-;37,60676477;15,1619158;1
9102;Parafarmacia Paternò;Viale Signore Ritrovato,41;1190930865;94012;86004;BARRAFRANCA;86;EN;ENNA;190;SICILIA;41306;-;37,376372;14,206672;1
9112;PARAFARMACIA DOTT.SSA CHIARA GULLO;Via Giuseppe Verdi 6;5056140873;95039;87050;TRECASTAGNI;87;CT;CATANIA;190;SICILIA;41306;-;37,6167773;15,0737097;1
9122;RAINERI ROSA;VIA JOHN KENNEDY, 8;6170530825;90030;82011;BOLOGNETTA;82;PA;PALERMO;190;SICILIA;41306;-;37,9537252;13,4136438;1
9141;parafarmacia Dott.ssa Carbonaro Angelica;via Duca D'Aosta n.27;1492800881;97014;88005;ISPICA;88;RG;RAGUSA;190;SICILIA;41306;-;36,7845472;14,9083707;1
9150;Parafarmacia;Corso Vittorio Emanuele 129;1777290899;96017;89013;NOTO;89;SR;SIRACUSA;190;SICILIA;41306;-;36,8912199;15,069793;1
9169;Parafarmacia La Rena;Via S. Giuseppe La Rena, 67-c/o c.c. Auchan La Rena - Box n.5;2999080878;95121;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41334;43131;37,5080386;15,0828512;1
9172;parafarmacia dottoressa giada bua;via Etnea, 36;5042990878;95030;87031;NICOLOSI;87;CT;CATANIA;190;SICILIA;41334;-;37,616786;15,0245926;1
9174;parafarmacia farma store;via abruzzo 45;3930150820;90013;82022;CASTELBUONO;82;PA;PALERMO;190;SICILIA;41334;-;37,927774;14,0896241;1
9176;bazan renato & figli s.n.c.;viale cannatello 105;2678110848;92100;84001;AGRIGENTO;84;AG;AGRIGENTO;190;SICILIA;41334;-;37,2617119;13,6237627;1
9193;MEDIFARM DI BETTOLINO DANIELE;VIA CAUCANA 48/A;1528170887;97017;88010;SANTA CROCE CAMERINA;88;RG;RAGUSA;190;SICILIA;41334;-;36,8258425;14,5236535;1
9197;Parafarmacia Dr. Livio CHiesa;via Piave, 35;6188760828;98071;83009;CAPO D'ORLANDO;83;ME;MESSINA;190;SICILIA;41334;-;38,161526;14,746459;1
9202;FARMASAN di Pandolfo Fabio;Via Ravanusa 23 b;5055340870;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;41334;41517;37,571584;15,0866731;1
9231;Parafarmacia jonica s.n.c.;via umberto I 427;2932940832;98026;83061;NIZZA DI SICILIA;83;ME;MESSINA;190;SICILIA;41334;42978;37,992875;15,412122;1
9236;FARMA LINEA STORE S.R.L.;VIA ERNESTO BASILE 18/20;6188840828;90128;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41334;-;38,0992911;13,3468269;1
9240;PARAFARMACIA DOTT.SSA ARICO';VIA COMUNALE CAMARO, 76;3243000837;98147;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41334;-;38,1907018;15,5158479;1
9248;farmavet del dott.Maniscalco ANTONINO;VIA FRANK CAPRA;6171720821;90032;82010;BISACQUINO;82;PA;PALERMO;190;SICILIA;41365;-;37,700573;13,2583412;1
9268;Parafarmacia Moderna;viale Mario Milazzo, 120;5065820879;95041;87011;CALTAGIRONE;87;CT;CATANIA;190;SICILIA;41365;43555;37,2205727;14,5263182;1
9278;parafarmacia M & C pharma s.r.l.;via dei Nebrodi 65 A/B;6199730828;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41365;-;38,148092;13,3304227;1
9285;PARAFARMACIA KALIMERASPERA;VIA GARCIA LORCA, 1;3959610829;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41365;43008;38,1658618;13,3210927;1
9285;PARAFARMACIA KALIMERASPERA;Via GARCIA LORCA, 1;3959610829;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43009;43312;38,1658618;13,3210927;1
9285;PARAFARMACIA KALISPERA;Via GARCIA LORCA, 1;6003800825;90100;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43313;-;38,1658618;13,3210927;1
9304;FARMAFIDA SRL;VIA MARINA 7/A;5033610873;95013;87016;FIUMEFREDDO DI SICILIA;87;CT;CATANIA;190;SICILIA;41365;-;37,7922563;15,2113603;1
9343;Parafarmacia Farma.Gia;via Nicolò Garzilli,34/b;190080820;90141;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41395;-;38,1275787;13,3513341;1
9359;Parafarmacia Rabbone;Via Aluntina 32;3254100831;98070;83079;SAN MARCO D'ALUNZIO;83;ME;MESSINA;190;SICILIA;41395;42582;38,0728878;14,6989091;1
9359;Parafarmacia Rabbone;Via Aluntina 32;3420310835;98070;83079;SAN MARCO D'ALUNZIO;83;ME;MESSINA;190;SICILIA;42583;42978;38,0728878;14,6989091;1
9370;esercizio farmaceutico pharmanaturae;via vittorio emanuele,64;1703350833;95022;87003;ACI CATENA;87;CT;CATANIA;190;SICILIA;41395;-;37,6039739;15,1423013;1
9375;Luca Maria;via Roma 32;1625720840;92010;84020;LAMPEDUSA E LINOSA;84;AG;AGRIGENTO;190;SICILIA;41395;44196;35,5004728;12,6055049;1
9378;Medicamenta;via Cava Gucciardo Pirato 27/B;1326090881;97015;88006;MODICA;88;RG;RAGUSA;190;SICILIA;41395;42035;36,830857;14,770953;1
9393;PARAFARMACIA UDITORE;VIA TIEPOLO GIOVAN BATTISTA 22/24;5257230820;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41426;-;38,1354976;13,3232799;1
9435;Sanicart di Di Fresco Silvana & C. S.a.s;Via Bivio, sn;3501540821;90030;82011;BOLOGNETTA;82;PA;PALERMO;190;SICILIA;41426;41851;37,9632187;13,4572578;1
9439;Parafarmacia Dott.ssa Viola Antonietta;Viale Lido di Noto N.6;1777290899;96017;89013;NOTO;89;SR;SIRACUSA;190;SICILIA;41426;-;36,8824697;15,1064882;1
9456;Ipercoop Corolla;Via Firenze sn;3503411203;98057;83049;MILAZZO;83;ME;MESSINA;190;SICILIA;43070;44561;38,2182078;15,2361933;1
9456;Ipercoop Corolla;via Firenze sn;5314510826;98057;83049;MILAZZO;83;ME;MESSINA;190;SICILIA;41426;43069;38,2182078;15,2361933;1
9460;Parafarmacia FG Farm snc;via Francesco Vivona 9;5671880820;90145;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41426;-;38,1257039;13,3392716;1
9477;FARMAPOINT DI Lucia Pecoraro;Contrada Piana Romana SN;5639950822;90010;82044;LASCARI;82;PA;PALERMO;190;SICILIA;41456;44012;37,9977026;13,9445265;1
9477;FARMAPOINT DI Salvatore Scianna;Contrada Piana Romana SN;5639950822;90010;82044;LASCARI;82;PA;PALERMO;190;SICILIA;44013;-;37,9977026;13,9445265;1
9483;Parafarmacia del Borgo;C.da Santa Maria del Focallo - Via dei Venti Sn;1536770884;97014;88005;ISPICA;88;RG;RAGUSA;190;SICILIA;41456;-;36,788137;14,9101565;1
9526;FARMAS SNC;CONTRADA BERBARO SNC;2264570819;91025;81011;MARSALA;81;TP;TRAPANI;190;SICILIA;41456;-;37,798045;12,4370156;1
9548;Farmasan di Pandolfo Fabio;via Filocomo 42;5055340870;95125;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41487;-;37,5217054;15,0813441;1
9566;Parafarmacia dr. Pietro Ferrantelli;Via Vittorio Veneto n°16;5554650829;90035;82046;MARINEO;82;PA;PALERMO;190;SICILIA;41487;42794;37,9515766;13,416198;1
9581;Farmavita di Chianello Mary;Corso Calatafimi,975/c;6066650828;90129;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41487;-;38,111051;13,335745;1
9583;Parafarmacia Starbene s.n.c;Viale dei Platani n°1;4501820874;95047;87033;PATERNO';87;CT;CATANIA;190;SICILIA;41487;44985;37,570952;14,902683;1
9584;PARAFARMACIA DEL DOTT.FAVUZZA FRANCESCO;VIA ALBERTO FAVARA N 43;2348730819;91018;81018;SALEMI;81;TP;TRAPANI;190;SICILIA;41487;43738;37,823142;12,805637;1
9595;SAN FRANCESCO DI VALENTI MARCO E VINCENZO SNC;VIA CAPITANO CALLEA, 110;2721990840;92026;84017;FAVARA;84;AG;AGRIGENTO;190;SICILIA;41518;-;37,3177079;13,6625635;1
9599;FARMASAN SRL;VIA NOLA 1;2501420844;92024;84011;CANICATTI';84;AG;AGRIGENTO;190;SICILIA;41518;-;37,358942;13,850364;1
9601;Parafarmacia San Leoanrdo;via Dante Alighieri, 2;141410811;91018;81018;SALEMI;81;TP;TRAPANI;190;SICILIA;41518;-;37,823142;12,805637;1
9633;MADONIE VETERINARIA SRL;VIA NAZIONALE,246;4976530826;90024;82036;GANGI;82;PA;PALERMO;190;SICILIA;41518;43434;37,7959979;14,2036497;1
9633;MADONIE VETERINARIA SRL;Via NAZIONALE,246;4976530826;90024;82036;GANGI;82;PA;PALERMO;190;SICILIA;43435;-;37,7959979;14,2036497;1
9641;M.D.M di Miccichè Maria Daniela;VIa j.kennedy , 87;6239930826;90031;82009;BELMONTE MEZZAGNO;82;PA;PALERMO;190;SICILIA;41518;-;38,04565;13,394647;1
9643;Parafarmacia Dott.ssa Merlino Adriana;via Medici n.409;3273310833;98070;83084;SANT'AGATA DI MILITELLO;83;ME;MESSINA;190;SICILIA;41518;-;38,067859;14,632672;1
9675;Parafarmacia della dott.ssa Lara Sanfilippo;via risorgimento 12;6205070821;94100;86009;ENNA;86;EN;ENNA;190;SICILIA;41548;-;37,5598916;14,2764246;1
9726;Salute e Benessere di Russo Daniela;via Pasquale Almerigo, 3;5104180871;95018;87039;RIPOSTO;87;CT;CATANIA;190;SICILIA;41548;-;37,730557;15,200888;1
9734;VIVISALUTE;Via Balatelle 24/26 presso centro ccomm.le Le Balatelle;4996710879;95030;87045;SANT'AGATA LI BATTIATI;87;CT;CATANIA;190;SICILIA;41548;-;37,5599391;15,0792654;1
9735;Ipercoop Zagare;#NOME?;3503411203;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;43070;44561;37,5776149;15,0949548;1
9735;Ipercoop Zagare;contrada Bottazzi;5314510826;95037;87041;SAN GIOVANNI LA PUNTA;87;CT;CATANIA;190;SICILIA;41548;43069;37,5776149;15,0949548;1
9755;Parafarmacia La Malfa;Via Ugo La Malfa, 115;2999080878;90146;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41548;43131;38,167386;13,30451;1
9771;PARAFARMACIA  DOTT SCARCELLA ANTONINO;VIA DANTE 118;3151790833;98040;83047;MERI';83;ME;MESSINA;190;SICILIA;41548;-;38,165865;15,249884;1
9785;Parafarmacia Dott.ssa Rosalinda Giudice;Via Caronda 434 - 436;5080790875;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41548;-;37,5266195;15,0828345;1
9799;ST.S. srl;Corso delle Province, 168;2792510832;95127;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41579;-;37,5163912;15,0953255;1
9803;elgafar 3 srl;via cuba 79;5626090822;90129;82053;PALERMO;82;PA;PALERMO;190;SICILIA;41579;-;38,1055538;13,3410263;1
9842;Parafarmacia Lojacono Raffaele;Via Garibaldi,293;3273210835;98121;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41579;-;38,1661574;15,251175;1
9853;PARAFARMACIA DEL DOTT.FAVUZZA FRANCESCO;VIA ALBERTO FAVARA N 43;2348730819;91018;81018;SALEMI;81;TP;TRAPANI;190;SICILIA;41579;41729;37,823142;12,805637;1
9858;PARAFARMACIA PICCIOLO MARIA;VICO CALDERà 7/angolo VIA CALDERà 24;407660836;98051;83005;BARCELLONA POZZO DI GOTTO;83;ME;MESSINA;190;SICILIA;41579;-;38,147565;15,210484;1
9859;ParaFarmacia Cassaniti D.ssa Giuseppina;via Bartolo D'Agostino, 44;5275640828;96014;89009;FLORIDIA;89;SR;SIRACUSA;190;SICILIA;41579;-;37,086946;15,151894;1
9863;Parafarmacia San Filippo di Fichera Giuseppa;Piano San Filippo, 17;5129510870;95022;87003;ACI CATENA;87;CT;CATANIA;190;SICILIA;41579;-;37,5879616;15,1411717;1
9869;BioCelia;Via M. R. Imbriani 181/D;4928540873;95128;87015;CATANIA;87;CT;CATANIA;190;SICILIA;41579;-;37,5028972;15,0870338;1
9890;PARAFARMACIA DEL CORSO S.R.L.;VIA VITTORIO EMANUELE 3;3275620833;98034;83025;FRANCAVILLA DI SICILIA;83;ME;MESSINA;190;SICILIA;41609;42947;37,90186;15,137485;1
9890;PARAFARMACIA DEL CORSO S.R.L.;Via VITTORIO EMANUELE 3;3275620833;98034;83025;FRANCAVILLA DI SICILIA;83;ME;MESSINA;190;SICILIA;42948;-;37,90186;15,137485;1
9909;Parafarmacia Dott.ssa Scarpulla Manuela;Via Turati 110;1918640853;93100;85004;CALTANISSETTA;85;CL;CALTANISSETTA;190;SICILIA;41609;-;37,1487117;14,3916798;1
9915;FARMASALUS;via Sipione 144;1797370895;96019;89016;ROSOLINI;89;SR;SIRACUSA;190;SICILIA;41609;-;36,8220006;14,9458121;1
9930;Parafarmacia Paradiso del Dr. Luigi Felici;Via Consolare Pompea n°17;3260820836;98168;83048;MESSINA;83;ME;MESSINA;190;SICILIA;41640;-;38,1937571;15,5542082;1
9935;Farma Rosa S.N.C.;Via Tripoli 155/157;4988360873;95021;87002;ACI CASTELLO;87;CT;CATANIA;190;SICILIA;41640;41759;37,5542111;15,14856;1
9941;Parafarmacia delle Terme;Via F. Crispi, 24;3285080838;98021;83003;ALI' TERME;83;ME;MESSINA;190;SICILIA;41640;42916;38,005064;15,42269;1
9944;L'arcipelago s.r.l.;Via Pietratagliata n. 19-29;5636350877;90135;82053;PALERMO;82;PA;PALERMO;190;SICILIA;43556;43585;38,111051;13,335745;1
