Anno;Codice Regione;Codice Azienda;Codice struttura;Tipo assistenza erogata;Descrizione tipo assistenza erogata;Denominazione struttura;Partita IVA;Indirizzo;Codice Comune;CAP;E-mail;Sito web;Prefisso;Telefono;Prefisso fax;Numero fax;Tipo struttura;Tipo struttura di ricovero;Codice struttura di ricovero;Denominazione struttura di ricovero;Mesi di funzionamento;Tipo rapporto con il S.S.N.;Titolare della convenzione;Presenza Apparecchiature;Anno apertura;Mese apertura;Anno chiusura;Mese chiusura;Giorni settimanali di apertura;Ore settimanali di apertura;Data aggiornamento;
2018;190;204;800500;S01;ATTIVITA' CLINICA;CONSULTORIO MAT. INF. - NICOSIA;1151150867;"VIA S. GIOVANNI; 1";86012;94014;consultorio.nicosia@asp.enna.it;;935;671514;935;671551;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800500;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO MAT. INF. - NICOSIA;1151150867;"VIA S. GIOVANNI; 1";86012;94014;consultorio.nicosia@asp.enna.it;;935;671514;935;671551;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800600;S01;ATTIVITA' CLINICA;CONSULT. MAT. INFANT. - PIAZZA ARMERINA;1151150867;CONTRADA BELLIA - CORPO F P. O.;86014;94015;consultorio.piazzaarmerina@asp.enna.it;;935;981853;935;981851;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800600;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULT. MAT. INFANT. - PIAZZA ARMERINA;1151150867;CONTRADA BELLIA - CORPO F P. O.;86014;94015;consultorio.piazzaarmerina@asp.enna.it;;935;981853;935;981851;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800601;S01;ATTIVITA' CLINICA;CONSULT.MAT.INF.- BARRAFRANCA;1151150867;"CORSO ITALIA; 1";86004;94012;consultorio.barrafranca@asp.enna.it;;934;404009;934;404003;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800601;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULT.MAT.INF.- BARRAFRANCA;1151150867;"CORSO ITALIA; 1";86004;94012;consultorio.barrafranca@asp.enna.it;;934;404009;934;404003;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800700;S01;ATTIVITA' CLINICA;CONSULTORIO MAT.INF. - TROINA;1151150867;"VIA NUOVA DEL CARMINE; 10";86018;94018;consultorio.troina@asp.enna.it;;935;656221;935;657685;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800700;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULTORIO MAT.INF. - TROINA;1151150867;"VIA NUOVA DEL CARMINE; 10";86018;94018;consultorio.troina@asp.enna.it;;935;656221;935;657685;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;5;36;20180102;
2018;190;204;800800;S01;ATTIVITA' CLINICA;CONSULT.MAT.INF. - VALGUARNERA;1151150867;"CONTRADA CONVENTO; 1";86019;94019;consultorio.valguarnera@asp.enna.it;;935;955524;935;955520;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;3;21;20180102;
2018;190;204;800800;S04;ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE;CONSULT.MAT.INF. - VALGUARNERA;1151150867;"CONTRADA CONVENTO; 1";86019;94019;consultorio.valguarnera@asp.enna.it;;935;955524;935;955520;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;1991;1;;;2;12;20180102;
2018;190;204;900100;S01;ATTIVITA' CLINICA;N. P. I. - AGIRA;1151150867;VIA VITT. EMANUELE;86001;94011;npi.agira@asp.enna.it;;935;697074;935;697071;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900100;S05;ASSISTENZA PSICHIATRICA;N. P. I. - AGIRA;1151150867;VIA VITT. EMANUELE;86001;94011;npi.agira@asp.enna.it;;935;697074;935;697071;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900200;S01;ATTIVITA' CLINICA;N. P. I. - ENNA;1151150867;"VIA CALASCIBETTA; 1";86009;94100;servizionpi@asp.enna.it;;935;520483;935;520430;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900200;S05;ASSISTENZA PSICHIATRICA;N. P. I. - ENNA;1151150867;"VIA CALASCIBETTA; 1";86009;94100;servizionpi@asp.enna.it;;935;520483;935;520430;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900300;S01;ATTIVITA' CLINICA;N. P. I. - PIAZZA ARMERINA;1151150867;VIA GIACINTO LO GIUDICE 1;86014;94015;npi.piazza@asp.enna.it;;935;981981;935;981970;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900300;S05;ASSISTENZA PSICHIATRICA;N. P. I. - PIAZZA ARMERINA;1151150867;VIA GIACINTO LO GIUDICE 1;86014;94015;npi.piazza@asp.enna.it;;935;981981;935;981970;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900400;S01;ATTIVITA' CLINICA;N. P. I. - NICOSIA;1151150867;PIAZZA S. FRANCESCO DI PAOLA 1;86012;94014;npi.nicosia@asp.enna.it;;935;671607;935;671606;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;204;900400;S05;ASSISTENZA PSICHIATRICA;N. P. I. - NICOSIA;1151150867;PIAZZA S. FRANCESCO DI PAOLA 1;86012;94014;npi.nicosia@asp.enna.it;;935;671607;935;671606;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;1;;N;2010;1;;;5;38;20180118;
2018;190;205;400200;S03;ATTIVITA' DI LABORATORIO;ANALISI CL. DR. ALFANO SALVINA;2122960830;VIA KENNEDY N.145;83005;98051;alfano.sas@tin.it;;90;9702191;90;9702191;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;34;20180102;
2018;190;205;400300;S03;ATTIVITA' DI LABORATORIO;LAB. AN. CLIN. DR ARAGONA SNC;2118370838;VIA BENEDETTO CROCE N.24;83005;98051;pgaragona@virgilio.it;;90;9703072;90;9703072;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;35;20180102;
2018;190;205;400400;S01;ATTIVITA' CLINICA;ODONTOMAX S. a S.;2500410838;VIA MONS. PAINO N.14;83005;98051;budamax1@tin.it;;90;9704138;90;9704211;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;30;20180102;
2018;190;205;400500;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO NUCLEARE S.A.S.;535780837;VIA TRIESTE N. 48;83005;98051;adelegenovese@hotmail.it;;90;9702396;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;20;20180102;
2018;190;205;400600;S01;ATTIVITA' CLINICA;CENTRO FISIOK. QUATTROCCHI;798380838;VIA KENNEDY N.382 ANGOLO VIA GARIBALDI;83005;98051;cfkt.contab.generale@tiscali.it;;90;9764224;90;9761051;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;38;20180102;
2018;190;205;400800;S03;ATTIVITA' DI LABORATORIO;LAB. ANALISI DR. DI BERNARDO SALVATORE;2790400838;VIA UMBERTO I° N.21/23;83005;98051;dibernardos@tiscali.it;;90;9798128;90;9798128;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;39;20180102;
2018;190;205;401000;S03;ATTIVITA' DI LABORATORIO;LAB. AN. CL DR. GENOVESE FILIPPO;2106140839;VIA ROMA N.77;83005;98051;info@laboratoriogenovese.it;www.laboratoriogenovese.it;90;9703283;90;9704898;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;40;20180102;
2018;190;205;401200;S01;ATTIVITA' CLINICA;FKT 'MALFA' S.a S.;2605810833;VIA UGO SANT'ONOFRIO N.89;83005;98051;carmemal@tin.it;;90;9796330;90;9796330;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;40;20180102;
2018;190;205;401300;S01;ATTIVITA' CLINICA;DR. MATERIA ROBERTO;2129310831;VIA OPERAI N.98;83005;98051;robertomateria@tiscali.it;;90;9703834;90;9703834;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;4;26;20180102;
2018;190;205;401500;S03;ATTIVITA' DI LABORATORIO;'DELTA' S.aS. DI MIRAGLIA PIETRO;3239750833;VIA SAN MARTINO N. 20;83007;98061;analisi.delta@gmail.com;;941;561647;941;561647;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;32;20180102;
2018;190;205;401600;S03;ATTIVITA' DI LABORATORIO;AZIENDA SANITARIA POLIDIAGNOSTICA KENNEDY S.R.L.;3329860831;VIA KENNEDY N. 45;83007;98061;polidiagnostica@polidiagnosticakennedy.it;www.polidiagnosticakennedy.it;941;561861;941;563489;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;48;20180319;
2018;190;205;401800;S03;ATTIVITA' DI LABORATORIO;LAB. ANALISI C. D. F.;2505380838;VIA MANCINI N.18;83009;98071;cdf.sas@libero.it;;941;902296;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;30;20180102;
2018;190;205;401900;S03;ATTIVITA' DI LABORATORIO;LAB. S. RITA S.N.C.;2108080835;VIA MANZONI;83009;98071;segreteria@laboratorio.santarita.com;;941;901041;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;33;20180102;
2018;190;205;402000;S01;ATTIVITA' CLINICA;LA MADONNINA S.R.L.;706550837;VIA C. STRADELLA;83009;98071;lamadonninacdo@gmail.com;;941;917212;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;205;402000;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;LA MADONNINA S.R.L.;706550837;VIA C. STRADELLA;83009;98071;lamadonninacdo@gmail.com;;941;917212;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;205;402000;S03;ATTIVITA' DI LABORATORIO;LA MADONNINA S.R.L.;706550837;VIA C. STRADELLA;83009;98071;lamadonninacdo@gmail.com;;941;917212;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;205;402100;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;'S.T.A.F.' S.R.L.;747860831;VIA L. PICCOLO N. 9;83009;98071;stafsrl.me@gmail.com;;941;902800;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;205;402400;S03;ATTIVITA' DI LABORATORIO;STUDIO SANATRIX;2160490831;VIA ROMA N.52;83027;98023;galenopanebianco@excite.it;;942;792480;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;27;20180102;
2018;190;205;402500;S03;ATTIVITA' DI LABORATORIO;LAB. AN. CL. 'CEIBA' DR. MASCALI E DR. RUSSO S.N.C.;2161670837;VIA TEVERE;83032;98035;labceiba@alice.it;;941;51427;941;51427;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;28;20180102;
2018;190;205;402600;S01;ATTIVITA' CLINICA;ST. ODONTOIATRICO C.O.D. S.R.L.;3075500839;VIA CONSOLARE VALERIA 64;83032;98035;ambulatorio.cod@libero.it;;942;52151;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;3;14;20180102;
2018;190;205;402900;S01;ATTIVITA' CLINICA;IL CUORE - DIAGN. CARDIOVASC. DR. SIGNORINO;3120720838;VIA CONSOLARE VALERIA 118/E;83032;98035;linasignorino@libero.it;;942;51003;942;51003;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;33;20180102;
2018;190;205;403000;S01;ATTIVITA' CLINICA;DR. MIRAGLIOTTA ANTONINO SAS;2116720836;VIA MANGANO N. 3/13;83033;98063;ambulatorio.miraglia@virgilio.it;;941;302229;941;302229;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;50;20180102;
2018;190;205;403600;S01;ATTIVITA' CLINICA;CASA DI CURA I.O.M.I.;6619881003;VIA C. POMPEA N.360 GANZIRRI;83048;98165;f.basile@giomi.com;www.giomi.it;90;39711;;;AMBULATORIO E LABORATORIO;5;190524;I.O.M.I. F.SCALABRINO GANZIRRI;12;2;3;S;1996;1;;;6;36;20180102;
2018;190;205;403600;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA I.O.M.I.;6619881003;VIA C. POMPEA N.360 GANZIRRI;83048;98165;f.basile@giomi.com;www.giomi.it;90;39711;;;AMBULATORIO E LABORATORIO;5;190524;I.O.M.I. F.SCALABRINO GANZIRRI;12;2;3;S;1996;1;;;6;46;20180102;
2018;190;205;403700;S01;ATTIVITA' CLINICA;CASA DI CURA ORT. E TRAUM.;184810836;VIA DUCEZIO N.1;83048;98100;info@cot.messina.it;;90;6601;90;6409680;AMBULATORIO E LABORATORIO;5;190530;C.O.T. S.P.A. (CURE ORTOPED. TRAUM.);12;2;3;S;1996;1;;;5;25;20180102;
2018;190;205;403700;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA ORT. E TRAUM.;184810836;VIA DUCEZIO N.1;83048;98100;info@cot.messina.it;;90;6601;90;6409680;AMBULATORIO E LABORATORIO;5;190530;C.O.T. S.P.A. (CURE ORTOPED. TRAUM.);12;2;3;S;1996;1;;;5;15;20180102;
2018;190;205;403800;S01;ATTIVITA' CLINICA;CASA DI CURA S. CAMILLO;191770833;VIALE P. UMBERTO N.71;83048;98100;casadicurasancamillo@virgilio.it;;90;6402311;90;661120;AMBULATORIO E LABORATORIO;5;190525;CASA DI CURA S.CAMILLO;12;2;3;S;1996;1;;;5;14;20180102;
2018;190;205;403800;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA S. CAMILLO;191770833;VIALE P. UMBERTO N.71;83048;98100;casadicurasancamillo@virgilio.it;;90;6402311;90;661120;AMBULATORIO E LABORATORIO;5;190525;CASA DI CURA S.CAMILLO;12;2;3;S;1996;1;;;5;17;20180102;
2018;190;205;403800;S03;ATTIVITA' DI LABORATORIO;CASA DI CURA S. CAMILLO;191770833;VIALE P. UMBERTO N.71;83048;98100;casadicurasancamillo@virgilio.it;;90;6402311;90;661120;AMBULATORIO E LABORATORIO;5;190525;CASA DI CURA S.CAMILLO;12;2;3;S;1996;1;;;6;38;20180102;
2018;190;205;403900;S01;ATTIVITA' CLINICA;CASA DI CURA VILLA IGEA;184760833;VIA CONSOLARE VALERIA N.47;83048;98124;casadicuravillaigea@virgilio.it;;90;2930323;90;696559;AMBULATORIO E LABORATORIO;5;190531;CASA DI CURA VILLA IGEA SRL;12;2;3;S;1996;1;;;4;30;20180102;
2018;190;205;403900;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA VILLA IGEA;184760833;VIA CONSOLARE VALERIA N.47;83048;98124;casadicuravillaigea@virgilio.it;;90;2930323;90;696559;AMBULATORIO E LABORATORIO;5;190531;CASA DI CURA VILLA IGEA SRL;12;2;3;S;1996;1;;;5;36;20180102;
2018;190;205;403900;S03;ATTIVITA' DI LABORATORIO;CASA DI CURA VILLA IGEA;184760833;VIA CONSOLARE VALERIA N.47;83048;98124;casadicuravillaigea@virgilio.it;;90;2930323;90;696559;AMBULATORIO E LABORATORIO;5;190531;CASA DI CURA VILLA IGEA SRL;12;2;3;S;1996;1;;;6;54;20180102;
2018;190;205;404000;S01;ATTIVITA' CLINICA;CASA DI CURA CRISTO RE;191850833;VIALE P. UMBERTO N.89 G;83048;98100;direzione@casadicuracristore.it;www.casadicuracristore.it;90;3718111;90;3718133;AMBULATORIO E LABORATORIO;5;190526;CASA DI CURA CRISTO RE;12;2;3;S;1996;1;;;6;48;20180102;
2018;190;205;404000;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA CRISTO RE;191850833;VIALE P. UMBERTO N.89 G;83048;98100;direzione@casadicuracristore.it;www.casadicuracristore.it;90;3718111;90;3718133;AMBULATORIO E LABORATORIO;5;190526;CASA DI CURA CRISTO RE;12;2;3;S;1996;1;;;6;72;20180102;
2018;190;205;404200;S01;ATTIVITA' CLINICA;CASA DI CURA VILLA SALUS;1379750837;VIALE R.MARGHERITA N.15/B;83048;98100;info@villasalus.eu;;90;36901;90;45558;AMBULATORIO E LABORATORIO;5;190528;CASA DI CURA VILLA SALUS S.A.S.;12;2;3;S;1996;1;;;5;23;20180102;
2018;190;205;404200;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CASA DI CURA VILLA SALUS;1379750837;VIALE R.MARGHERITA N.15/B;83048;98100;info@villasalus.eu;;90;36901;90;45558;AMBULATORIO E LABORATORIO;5;190528;CASA DI CURA VILLA SALUS S.A.S.;12;2;3;S;1996;1;;;6;40;20180102;
2018;190;205;404200;S03;ATTIVITA' DI LABORATORIO;CASA DI CURA VILLA SALUS;1379750837;VIALE R.MARGHERITA N.15/B;83048;98100;info@villasalus.eu;;90;36901;90;45558;AMBULATORIO E LABORATORIO;5;190528;CASA DI CURA VILLA SALUS S.A.S.;12;2;3;S;1996;1;;;6;38;20180102;
2018;190;205;404400;S01;ATTIVITA' CLINICA;CENTRO TERAPIA DI GREGORIO & C Sas;1359530837;VIA T.CANNIZZARO N.219;83048;98100;francescogrego@tin.it;;90;716778;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;20;20180102;
2018;190;205;404500;S03;ATTIVITA' DI LABORATORIO;DIAGNOSTICA DEI VERDI;9468430839;VIA DEI VERDI N.58;83048;98100;sal.pino@libero.it;;90;717588;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;45;20180102;
2018;190;205;404800;S01;ATTIVITA' CLINICA;DR. SAPIA ALFIO;797430832;"VIA S.S.114 Km. 3;500 -Top Residence";83048;98125;alfiosapia@libero.it;;90;2931665;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;6;25;20180102;
2018;190;205;405200;S01;ATTIVITA' CLINICA;C.TER. FIS. AMMANNATO SRL;2104450834;S.S.114 N.102 CONTESSE;83048;98125;centroammannato@tiscali.it;;90;622759;90;632520;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;45;20180102;
2018;190;205;405300;S01;ATTIVITA' CLINICA;CARDIO CENTER SaS;1356350833;VIA CATANIA IS. 1/2 N.469;83048;98124;cevmessina@gmail.it;;90;6510688;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;37;20180102;
2018;190;205;405400;S01;ATTIVITA' CLINICA;C. MED. RIAB. E FIS. CILIA S.A S.;2100220835;VIALE S.MARTINO IS.13 N.388;83048;98124;fktcilia@hotmail.it;;90;2937927;90;691993;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;40;20180102;
2018;190;205;405500;S03;ATTIVITA' DI LABORATORIO;ANALISI CLINICHE CALISPERA;2146090838;"S.S.114 KM.4;020 CONTESSE";83048;98124;labcalispera@alice.it;;90;633944;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;29;20180102;
2018;190;205;405600;S01;ATTIVITA' CLINICA;STUDIO ODONT. JASZCZYNSKA GALLETTA S.a S.;2538620838;VIA 37/M PAL.8 SC.A INT.6 CTR. FUCILE;83048;98100;dariogall@hotmail.it;;90;688462;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;26;20180321;
2018;190;205;406000;S03;ATTIVITA' DI LABORATORIO;LABORATORIO DI ANALISI CLINICHE BOMBARA DI MORABITO DOMENICA S.A.S.;2115340834;VIALE S. MARTINO N.246 IS.88;83048;98100;giuseppebombara@alice.it;;90;2938613;90;2938613;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;60;20180102;
2018;190;205;406400;S01;ATTIVITA' CLINICA;POLI ORTO FISIO S.R.L.;3119050833;VIA S. LIBERALE IS. 418 N.6;83048;98125;poliortofisio@virgilio.it;;90;344298;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;28;20180102;
2018;190;205;406800;S01;ATTIVITA' CLINICA;C.TER.FIS.RIAB. CRISAFULLI SAS;2119590830;VIALE CADORNA IS.212;83048;98100;dcrisafulli@virgilio.it;;90;675777;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;36;20180102;
2018;190;205;406900;S01;ATTIVITA' CLINICA;CARDIO STUDIO SaS;2134180831;VIALE EUROPA IS.47/B;83048;98100;cardiostudio@libero.it;;90;2922480;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;36;20180102;
2018;190;205;407000;S03;ATTIVITA' DI LABORATORIO;STUDIO DE BELLA & C Sas;2103859836;VIA LA FARINA 171 scala B/1;83048;8304;francodebella@virgilio.it;;90;695090;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2011;6;;;6;26;20180102;
2018;190;205;407400;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;STUDIO EVA RX;707650834;VIALE ITALIA N. 1;83048;98100;studioeva@alice.it;;90;661520;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;40;20180102;
2018;190;205;407500;S01;ATTIVITA' CLINICA;STUDIO OCULISTICO FARO S.A.S:;2650040831;VIA NATOLI N.20;83048;98100;studiooculisticofaro@gmail.com;;90;2934603;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;4;21;20180102;
2018;190;205;407600;S01;ATTIVITA' CLINICA;ST. CARDIOLOGICO GARUFI SAS;2116460839;VIA LA FARINA IS.278 SC.D;83048;98100;studiomedicogarufi@libero.it;;90;675485;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;4;32;20180102;
2018;190;205;407900;S01;ATTIVITA' CLINICA;ST. DENTISTICO LIZIO P. SAS;2099410835;VIA LA FARINA N. 171;83048;98100;studiolizio@libero.it;;90;2935825;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;4;20;20180102;
2018;190;205;408000;S01;ATTIVITA' CLINICA;STUDIO ODONT. LO GIUDICE S.A.S.;2117660833;VIA DEI MILLE IS.77 N.272;83048;98100;c.logiudice@libero.it;;90;2935594;90;696226;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;37;20180102;
2018;190;205;408300;S01;ATTIVITA' CLINICA;CARDIONOVA S.A.S.;2149330835;VIA TORRENTE TRAPANI PAL. B;83048;98100;cardionova@tiscali.it;;90;47504;90;47504;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;34;20180102;
2018;190;205;408400;S03;ATTIVITA' DI LABORATORIO;DR. MARTELLA SILVESTRO;423690833;VIA C. POMPEA N. 1741 GANZIRRI;83048;98165;;;90;393889;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;5;35;20180102;
2018;190;205;408500;S03;ATTIVITA' DI LABORATORIO;ANAL.CLIN. S. LUCA SAS;2126830831;VIA A. M. JACI N.36;83048;98100;info@analisiclinichesanlucia.it;;90;41789;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;32;20180102;
2018;190;205;409000;S03;ATTIVITA' DI LABORATORIO;LAB. QUALITY CONTROL s.r.l.;2074430832;VIA G. DEL MAESTRO N.8 Gravitelli;83048;98122;labanalisi.pagano@virgilio.it;;90;770123;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2012;1;;;5;32;20180102;
2018;190;205;409100;S03;ATTIVITA' DI LABORATORIO;LAB. SCIENT. PANZERA s.n.c.;466960838;VIA CATANIA IS.1/2 INT.26;83048;98124;nunfede29@hotmail.it;;90;696803;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2012;1;;;5;29;20180102;
2018;190;205;409400;S01;ATTIVITA' CLINICA;SUDIO CARD. RIZZO S.A.S.;2142190830;VIALE BOCCETTA N.6 IS.350;83048;98122;studiocardiologicorizzo@gmail.com;;90;361327;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;28;20180102;
2018;190;205;409600;S01;ATTIVITA' CLINICA;DR. SALVIERA CARLO;420210833;VIA GHIBELLINA N.135;83048;98100;carlo.salviera@gmail.it;;90;716525;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1996;1;;;4;10;20180102;
2018;190;205;409800;S03;ATTIVITA' DI LABORATORIO;LABORATORIO DI ANALISI DI STEFANO S.R.L.;723870838;VIA RISORGIMENTO N. 263;83048;98123;labdistefano@gmail.com;;90;718380;90;718380;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;29;20180102;
2018;190;205;410100;S03;ATTIVITA' DI LABORATORIO;CENTRO DIAGN. BOCCETTA SNC;2159160833;VIA FAUSTINA E TERTULLO IS.356;83048;98100;centroboccetta@virgilio.it;;90;42449;90;42449;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;30;20180102;
2018;190;205;410700;S03;ATTIVITA' DI LABORATORIO;DR. STELLA BRIENZA LUCIA S.A.S;2111740839;VIA NAZIONALE N.182/B VILL. S.MARGHERITA;83048;98135;luciastellabrienza@virgilio.it;;90;630707;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;6;29;20180102;
2018;190;205;410900;S03;ATTIVITA' DI LABORATORIO;SOCIETA' S. FRANCESCO;779610831;VIA ISTRIA IS.507 N.34;83048;98100;labmelinapidala@gmail.com;;90;47974;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;25;20180102;
2018;190;205;411000;S03;ATTIVITA' DI LABORATORIO;LAB. ANAL. BERTUCCI;771610839;VIA CENTONZE N. 101;83048;98100;labbertucci@alice.it;;90;774975;90;774985;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;33;20180102;
2018;190;205;411100;S03;ATTIVITA' DI LABORATORIO;STUDIO DR. LA ROSA CARLO SaS;433350832;VIA C. BATTISTI IS. 131 N. 263;83048;98100;larosa.snc@tiscali.it;;90;673115;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1996;1;;;5;25;20180102;
2018;190;205;411400;S01;ATTIVITA' CLINICA;STUDIO MEDICO TANZARIELLO & C SaS;2675160838;VIA T. CANNIZZARO N.219;83048;98100;antonio@tanzariello.it;;90;51948;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;40;20180102;
2018;190;205;411600;S01;ATTIVITA' CLINICA;SOCIETA' NOVA MEDICA;783890833;VIALE S. MARTINO N.246;83048;98100;studiocesareo@virgilio.it;;90;2931005;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1996;1;;;5;25;20180102;
